# MIDI File Information
Filename,Beethoven__Moonlight_Sonata_3rd_mvt.mid
Duration (seconds),521.82
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),570

# Tempo Changes
Time (seconds),Tempo (BPM)
221.6811,64,Sustain Pedal,127
223.2364,67,Control 67,127
223.2381,64,Sustain Pedal,0
223.7675,64,Sustain Pedal,127
224.1308,67,Control 67,0
226.1980,67,Control 67,127
226.2222,64,Sustain Pedal,0
226.7220,64,Sustain Pedal,127
227.3635,67,Control 67,0
229.3989,64,Sustain Pedal,0
229.8520,64,Sustain Pedal,127
230.9242,64,Sustain Pedal,0
231.4776,64,Sustain Pedal,127
232.6117,64,Sustain Pedal,0
232.9886,64,Sustain Pedal,127
233.0508,67,Control 67,127
233.6956,64,Sustain Pedal,0
234.0966,64,Sustain Pedal,127
234.6705,64,Sustain Pedal,0
236.2245,64,Sustain Pedal,127
236.3058,67,Control 67,0
237.2306,64,Sustain Pedal,0
237.8667,64,Sustain Pedal,127
238.6393,64,Sustain Pedal,0
239.2596,64,Sustain Pedal,127
239.6086,64,Sustain Pedal,0
239.9145,64,Sustain Pedal,127
240.8130,64,Sustain Pedal,0
241.2778,64,Sustain Pedal,127
242.5686,64,Sustain Pedal,0
242.9021,64,Sustain Pedal,127
243.1699,64,Sustain Pedal,0
243.4999,64,Sustain Pedal,127
243.7919,64,Sustain Pedal,0
244.1082,64,Sustain Pedal,127
244.5695,64,Sustain Pedal,0
245.6870,64,Sustain Pedal,127
246.1447,64,Sustain Pedal,0
246.4487,64,Sustain Pedal,127
246.8321,64,Sustain Pedal,0
247.3745,67,Control 67,127
250.9998,64,Sustain Pedal,127
251.5161,64,Sustain Pedal,0
252.5485,67,Control 67,0
252.6936,64,Sustain Pedal,127
253.7398,64,Sustain Pedal,0
254.4840,64,Sustain Pedal,127
255.4129,64,Sustain Pedal,0
257.4137,64,Sustain Pedal,127
258.4095,64,Sustain Pedal,0
262.2962,64,Sustain Pedal,127
263.8163,64,Sustain Pedal,0
264.1269,67,Control 67,127
264.1976,64,Sustain Pedal,127
264.9222,64,Sustain Pedal,0
265.2396,64,Sustain Pedal,127
265.4587,67,Control 67,0
266.5438,64,Sustain Pedal,0
266.9096,64,Sustain Pedal,127
268.0879,64,Sustain Pedal,0
268.4156,64,Sustain Pedal,127
268.8952,64,Sustain Pedal,0
269.2109,64,Sustain Pedal,127
270.6147,64,Sustain Pedal,0
270.9113,64,Sustain Pedal,127
272.3823,64,Sustain Pedal,0
272.9065,64,Sustain Pedal,127
273.8446,64,Sustain Pedal,0
274.2551,64,Sustain Pedal,127
275.6294,64,Sustain Pedal,0
276.0104,64,Sustain Pedal,127
277.0516,64,Sustain Pedal,0
277.5446,64,Sustain Pedal,127
278.8874,64,Sustain Pedal,0
279.3718,64,Sustain Pedal,127
280.8508,64,Sustain Pedal,0
281.1542,64,Sustain Pedal,127
281.9384,64,Sustain Pedal,0
282.2847,64,Sustain Pedal,127
282.7190,67,Control 67,127
282.8861,64,Sustain Pedal,0
283.4685,64,Sustain Pedal,127
283.9648,64,Sustain Pedal,0
284.7539,64,Sustain Pedal,127
285.3742,64,Sustain Pedal,0
285.7361,64,Sustain Pedal,127
289.1611,64,Sustain Pedal,0
289.3988,67,Control 67,0
289.6038,64,Sustain Pedal,127
292.5973,64,Sustain Pedal,0
292.6886,67,Control 67,127
293.0400,64,Sustain Pedal,127
293.6256,67,Control 67,0
295.4095,64,Sustain Pedal,0
296.4374,64,Sustain Pedal,127
296.6991,67,Control 67,0
298.5689,64,Sustain Pedal,0
299.1749,64,Sustain Pedal,127
299.8619,67,Control 67,0
301.6846,64,Sustain Pedal,0
302.3902,64,Sustain Pedal,127
303.3007,64,Sustain Pedal,0
303.8944,64,Sustain Pedal,127
305.0217,64,Sustain Pedal,0
305.4640,64,Sustain Pedal,127
306.0491,64,Sustain Pedal,0
307.5718,64,Sustain Pedal,127
308.0845,64,Sustain Pedal,0
310.9317,64,Sustain Pedal,127
311.5097,64,Sustain Pedal,0
312.0533,64,Sustain Pedal,127
312.4645,64,Sustain Pedal,0
314.0071,64,Sustain Pedal,127
314.9357,64,Sustain Pedal,0
315.3966,64,Sustain Pedal,127
320.0598,67,Control 67,127
320.8901,64,Sustain Pedal,0
322.7878,64,Sustain Pedal,127
323.5975,64,Sustain Pedal,0
325.7064,64,Sustain Pedal,127
326.0930,64,Sustain Pedal,0
326.4006,64,Sustain Pedal,127
327.0845,64,Sustain Pedal,0
327.4900,64,Sustain Pedal,127
327.4934,67,Control 67,0
328.1464,64,Sustain Pedal,0
328.4264,64,Sustain Pedal,127
328.6859,64,Sustain Pedal,0
328.9299,64,Sustain Pedal,127
330.1310,64,Sustain Pedal,0
330.6568,64,Sustain Pedal,127
332.1496,64,Sustain Pedal,0
332.7284,64,Sustain Pedal,127
333.6370,64,Sustain Pedal,0
334.0029,64,Sustain Pedal,127
334.7758,64,Sustain Pedal,0
335.0678,64,Sustain Pedal,127
335.5831,64,Sustain Pedal,0
335.8957,64,Sustain Pedal,127
336.4247,64,Sustain Pedal,0
336.7717,64,Sustain Pedal,127
338.5335,64,Sustain Pedal,0
338.9095,64,Sustain Pedal,127
340.1147,64,Sustain Pedal,0
340.7620,64,Sustain Pedal,127
341.8437,64,Sustain Pedal,0
342.1802,64,Sustain Pedal,127
342.9116,64,Sustain Pedal,0
343.2618,64,Sustain Pedal,127
344.1905,64,Sustain Pedal,0
344.6487,64,Sustain Pedal,127
346.0611,64,Sustain Pedal,0
346.2173,67,Control 67,127
346.4267,64,Sustain Pedal,127
347.0171,64,Sustain Pedal,0
349.2499,67,Control 67,0
350.4493,67,Control 67,127
351.3533,64,Sustain Pedal,127
351.7531,67,Control 67,0
351.8989,64,Sustain Pedal,0
352.3209,64,Sustain Pedal,127
352.8184,64,Sustain Pedal,0
353.4429,64,Sustain Pedal,127
354.2526,64,Sustain Pedal,0
358.4135,64,Sustain Pedal,127
359.2126,64,Sustain Pedal,0
359.6379,64,Sustain Pedal,127
359.8231,67,Control 67,127
360.0580,64,Sustain Pedal,0
360.6205,64,Sustain Pedal,127
361.1092,64,Sustain Pedal,0
361.3853,64,Sustain Pedal,127
361.6923,64,Sustain Pedal,0
364.3203,64,Sustain Pedal,127
364.6820,64,Sustain Pedal,0
366.4801,64,Sustain Pedal,127
366.9035,64,Sustain Pedal,0
368.6793,64,Sustain Pedal,127
369.2259,64,Sustain Pedal,0
370.7080,64,Sustain Pedal,127
371.1210,64,Sustain Pedal,0
371.4876,64,Sustain Pedal,127
371.7909,64,Sustain Pedal,0
374.3372,64,Sustain Pedal,127
374.7449,64,Sustain Pedal,0
375.0138,64,Sustain Pedal,127
375.2553,67,Control 67,0
376.2675,64,Sustain Pedal,0
376.8807,64,Sustain Pedal,127
378.5267,64,Sustain Pedal,0
378.7237,67,Control 67,127
378.8470,64,Sustain Pedal,127
379.1467,64,Sustain Pedal,0
379.9792,67,Control 67,0
380.6746,64,Sustain Pedal,127
382.4825,64,Sustain Pedal,0
382.5271,67,Control 67,127
383.3882,64,Sustain Pedal,127
383.7358,64,Sustain Pedal,0
384.3179,64,Sustain Pedal,127
384.7254,64,Sustain Pedal,0
387.1856,64,Sustain Pedal,127
387.7281,64,Sustain Pedal,0
388.3031,64,Sustain Pedal,127
388.9055,64,Sustain Pedal,0
389.7921,64,Sustain Pedal,127
390.3243,64,Sustain Pedal,0
390.7316,64,Sustain Pedal,127
391.0448,64,Sustain Pedal,0
391.3477,64,Sustain Pedal,127
392.6450,64,Sustain Pedal,0
393.1943,64,Sustain Pedal,127
394.0565,64,Sustain Pedal,0
394.4021,64,Sustain Pedal,127
395.2523,64,Sustain Pedal,0
395.6098,64,Sustain Pedal,127
396.9288,64,Sustain Pedal,0
397.3805,64,Sustain Pedal,127
398.8620,64,Sustain Pedal,0
399.4281,64,Sustain Pedal,127
400.3515,64,Sustain Pedal,0
400.6850,64,Sustain Pedal,127
401.4357,64,Sustain Pedal,0
401.7794,64,Sustain Pedal,127
402.5301,64,Sustain Pedal,0
402.8585,64,Sustain Pedal,127
403.4553,64,Sustain Pedal,0
403.6194,67,Control 67,0
403.8161,64,Sustain Pedal,127
405.1226,64,Sustain Pedal,0
405.4679,64,Sustain Pedal,127
407.3226,64,Sustain Pedal,0
407.7260,64,Sustain Pedal,127
408.3670,67,Control 67,0
410.4217,64,Sustain Pedal,0
411.1516,64,Sustain Pedal,127
411.8967,67,Control 67,0
414.0616,64,Sustain Pedal,0
414.5230,64,Sustain Pedal,127
419.5457,64,Sustain Pedal,0
419.9864,64,Sustain Pedal,127
421.9250,67,Control 67,127
425.9687,64,Sustain Pedal,0
426.3579,64,Sustain Pedal,127
427.3208,67,Control 67,127
429.4891,64,Sustain Pedal,0
430.4775,64,Sustain Pedal,127
431.2301,64,Sustain Pedal,0
431.5219,64,Sustain Pedal,127
432.2268,64,Sustain Pedal,0
432.5630,64,Sustain Pedal,127
432.9418,64,Sustain Pedal,0
433.8139,64,Sustain Pedal,127
434.3959,64,Sustain Pedal,0
434.8038,64,Sustain Pedal,127
435.1110,64,Sustain Pedal,0
435.8568,64,Sustain Pedal,127
436.3976,64,Sustain Pedal,0
436.7627,64,Sustain Pedal,127
437.1107,64,Sustain Pedal,0
437.9415,64,Sustain Pedal,127
438.5199,64,Sustain Pedal,0
439.2329,64,Sustain Pedal,127
439.6270,64,Sustain Pedal,0
439.8897,64,Sustain Pedal,127
440.8689,64,Sustain Pedal,0
441.2391,64,Sustain Pedal,127
442.1092,67,Control 67,0
442.8288,64,Sustain Pedal,0
443.1750,64,Sustain Pedal,127
445.0764,64,Sustain Pedal,0
445.4754,64,Sustain Pedal,127
446.5242,64,Sustain Pedal,0
446.8277,64,Sustain Pedal,127
447.5217,64,Sustain Pedal,0
447.8782,64,Sustain Pedal,127
448.4698,64,Sustain Pedal,0
448.7818,64,Sustain Pedal,127
449.4295,64,Sustain Pedal,0
449.7227,64,Sustain Pedal,127
450.5000,64,Sustain Pedal,0
450.9040,64,Sustain Pedal,127
453.6484,64,Sustain Pedal,0
454.0899,64,Sustain Pedal,127
457.0514,64,Sustain Pedal,0
457.4467,64,Sustain Pedal,127
460.1985,64,Sustain Pedal,0
460.5938,64,Sustain Pedal,127
463.5081,64,Sustain Pedal,0
465.0222,64,Sustain Pedal,127
465.3935,64,Sustain Pedal,0
465.8807,64,Sustain Pedal,127
466.8736,64,Sustain Pedal,0
467.2447,64,Sustain Pedal,127
472.1310,64,Sustain Pedal,0
478.0215,64,Sustain Pedal,127
479.4781,64,Sustain Pedal,0
479.8677,64,Sustain Pedal,127
482.2034,64,Sustain Pedal,0
482.3021,67,Control 67,127
482.6525,64,Sustain Pedal,127
484.4302,64,Sustain Pedal,0
484.9015,64,Sustain Pedal,127
490.5234,64,Sustain Pedal,0
490.9247,64,Sustain Pedal,127
494.8617,64,Sustain Pedal,0
495.1965,64,Sustain Pedal,127
497.5116,64,Sustain Pedal,0
497.9211,64,Sustain Pedal,127
499.9261,64,Sustain Pedal,0
500.3016,64,Sustain Pedal,127
502.0755,64,Sustain Pedal,0
502.4426,64,Sustain Pedal,127
504.1109,64,Sustain Pedal,0
504.6408,64,Sustain Pedal,127
506.3987,64,Sustain Pedal,0
506.7792,64,Sustain Pedal,127
507.6810,67,Control 67,0
513.5850,64,Sustain Pedal,0
514.0027,64,Sustain Pedal,127
516.9376,64,Sustain Pedal,0

# Instrument 2: Unnamed 
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Note-on Velocity,Note-off Velocity
1,1.8193,1.9860,0.1667,68,G#4,42,42,0
2,2.0965,2.2772,0.1807,68,G#4,44,44,0
3,2.1860,2.3386,0.1526,73,C#5,45,45,0
4,2.3965,2.5158,0.1193,68,G#4,47,47,0
5,2.4474,2.5579,0.1105,73,C#5,47,47,0
6,2.4982,2.5667,0.0684,76,E5,48,48,0
7,2.5930,2.7035,0.1105,68,G#4,49,49,0
8,2.6544,2.7246,0.0702,76,E5,50,50,0
9,2.6544,2.7246,0.0702,73,C#5,50,50,0
10,2.8123,2.9421,0.1298,68,G#4,69,69,0
11,2.8211,2.9316,0.1105,76,E5,70,70,0
12,2.8211,2.9421,0.1211,73,C#5,70,70,0
13,2.8298,2.9404,0.1105,80,G#5,71,71,0
14,3.0263,3.1386,0.1123,80,G#5,70,70,0
15,3.0386,3.1614,0.1228,76,E5,70,70,0
16,3.0404,3.1404,0.1000,68,G#4,70,70,0
17,3.0614,3.1614,0.1000,73,C#5,70,70,0
18,4.7912,4.9439,0.1526,68,G#4,47,47,0
19,5.0719,5.2228,0.1509,68,G#4,50,50,0
20,5.1649,5.2649,0.1000,72,C5,50,50,0
21,5.3386,5.5018,0.1632,68,G#4,52,52,0
22,5.4333,5.5333,0.1000,72,C5,53,53,0
23,5.4754,5.5544,0.0789,75,D#5,53,53,0
24,5.5772,5.7053,0.1281,68,G#4,54,54,0
25,5.6070,5.7053,0.0982,72,C5,54,54,0
26,5.6368,5.7158,0.0789,75,D#5,54,54,0
27,5.8158,5.9281,0.1123,75,D#5,73,73,0
28,5.8281,5.9561,0.1281,80,G#5,74,74,0
29,5.8281,5.9579,0.1298,68,G#4,74,74,0
30,5.8368,5.9281,0.0912,72,C5,75,75,0
31,6.0561,6.1895,0.1333,72,C5,70,70,0
32,6.0667,6.1544,0.0877,80,G#5,70,70,0
33,6.0789,6.1895,0.1105,68,G#4,70,70,0
34,6.0789,6.2000,0.1211,75,D#5,70,70,0
35,7.4101,7.5627,0.1526,68,G#4,45,45,0
36,7.7713,7.8941,0.1228,68,G#4,48,48,0
37,7.8468,7.9695,0.1228,73,C#5,49,49,0
38,8.0379,8.2010,0.1631,68,G#4,50,50,0
39,8.1414,8.2747,0.1333,73,C#5,51,51,0
40,8.1940,8.3150,0.1210,77,F5,52,52,0
41,8.2992,8.4939,0.1947,68,G#4,53,53,0
42,8.4044,8.5482,0.1438,73,C#5,54,54,0
43,8.4676,8.5903,0.1228,77,F5,54,54,0
44,8.5096,8.5991,0.0894,80,G#5,54,54,0
45,8.6271,8.6973,0.0701,73,C#5,55,55,0
46,8.6482,8.7289,0.0807,77,F5,56,56,0
47,8.6587,8.7289,0.0701,80,G#5,56,56,0
48,8.8165,8.9603,0.1438,77,F5,71,71,0
49,8.8393,8.9393,0.1000,80,G#5,74,74,0
50,8.8499,8.9603,0.1105,73,C#5,75,75,0
51,8.8586,8.9586,0.1000,85,C#6,76,76,0
52,9.0340,9.1533,0.1193,80,G#5,70,70,0
53,9.0358,9.1445,0.1087,77,F5,70,70,0
54,9.0463,9.1550,0.1087,73,C#5,70,70,0
55,9.0550,9.1638,0.1087,85,C#6,69,69,0
56,9.9547,10.0792,0.1245,69,A4,44,44,0
57,9.9985,10.0809,0.0824,73,C#5,44,44,0
58,10.1581,10.2809,0.1228,73,C#5,45,45,0
59,10.2107,10.3019,0.0912,78,F#5,46,46,0
60,10.2195,10.3335,0.1140,81,A5,46,46,0
61,10.3984,10.5404,0.1420,78,F#5,68,68,0
62,10.4212,10.5211,0.1000,73,C#5,71,71,0
63,10.4282,10.5299,0.1017,85,C#6,71,71,0
64,10.6071,10.6982,0.0912,85,C#6,70,70,0
65,10.6299,10.7316,0.1017,73,C#5,68,68,0
66,10.6509,10.7298,0.0789,78,F#5,63,63,0
67,11.4979,11.5979,0.1000,67,G4,44,44,0
68,11.5505,11.6189,0.0684,73,C#5,45,45,0
69,11.7049,11.7750,0.0701,73,C#5,46,46,0
70,11.7136,11.8153,0.1017,79,G5,46,46,0
71,11.7154,11.7838,0.0684,76,E5,46,46,0
72,11.8820,12.0030,0.1210,73,C#5,61,61,0
73,11.9013,12.0012,0.1000,85,C#6,63,63,0
74,11.9030,12.0118,0.1087,79,G5,64,64,0
75,12.1380,12.2292,0.0912,79,G5,67,67,0
76,12.1503,12.2415,0.0912,73,C#5,67,67,0
77,12.1696,12.2397,0.0701,85,C#6,67,67,0
78,12.3309,12.4502,0.1193,72,C5,78,78,0
79,12.3397,12.4502,0.1105,84,C6,79,79,0
80,12.3397,12.4502,0.1105,80,G#5,79,79,0
81,12.6150,12.7009,0.0859,68,G#4,38,38,0
82,12.7149,12.8271,0.1122,80,G#5,38,38,0
83,12.8201,12.9113,0.0912,68,G#4,38,38,0
84,12.9130,13.0410,0.1280,80,G#5,38,38,0
85,12.9761,13.1146,0.1385,70,A#4,38,38,0
86,13.1357,13.2461,0.1104,80,G#5,40,40,0
87,13.1795,13.3075,0.1280,72,C5,40,40,0
88,13.3355,13.4249,0.0894,80,G#5,41,41,0
89,13.4179,13.5091,0.0912,73,C#5,42,42,0
90,13.5108,13.6125,0.1017,80,G#5,43,43,0
91,13.5967,13.7387,0.1420,75,D#5,43,43,0
92,13.7089,13.8298,0.1210,80,G#5,44,44,0
93,13.7948,13.9052,0.1104,72,C5,45,45,0
94,13.9175,14.0262,0.1087,80,G#5,46,46,0
95,13.9894,14.0910,0.1017,75,D#5,47,47,0
96,14.0910,14.2015,0.1104,80,G#5,48,48,0
97,14.1454,14.2558,0.1104,73,C#5,48,48,0
98,14.2769,14.4118,0.1350,80,G#5,49,49,0
99,14.3312,14.4557,0.1245,69,A4,50,50,0
100,14.3435,14.5188,0.1753,78,F#5,50,50,0
101,14.4907,14.5696,0.0789,80,G#5,49,49,0
102,14.5328,14.6660,0.1332,68,G#4,48,48,0
103,14.5749,14.6871,0.1122,76,E5,48,48,0
104,14.6573,14.7379,0.0806,80,G#5,47,47,0
105,14.7642,14.8869,0.1227,75,D#5,46,46,0
106,14.8588,14.9798,0.1210,80,G#5,46,46,0
107,14.9325,15.0675,0.1350,73,C#5,45,45,0
108,15.0902,15.1604,0.0701,80,G#5,44,44,0
109,15.1235,15.2463,0.1227,72,C5,43,43,0
110,15.2287,15.3830,0.1543,80,G#5,43,43,0
111,15.3357,15.4163,0.0806,69,A4,42,42,0
112,15.3672,15.5811,0.2139,79,G5,41,41,0
113,15.5337,15.6039,0.0701,68,G#4,40,40,0
114,15.6477,15.7476,0.0999,80,G#5,39,39,0
115,15.7231,15.8335,0.1104,68,G#4,40,40,0
116,15.8440,15.9457,0.1017,80,G#5,41,41,0
117,15.9282,16.0088,0.0806,68,G#4,42,42,0
118,16.0316,16.1315,0.0999,80,G#5,43,43,0
119,16.0859,16.1859,0.0999,70,A#4,43,43,0
120,16.2262,16.3471,0.1210,80,G#5,44,44,0
121,16.2893,16.3892,0.0999,72,C5,45,45,0
122,16.4120,16.5329,0.1210,80,G#5,46,46,0
123,16.4961,16.6101,0.1139,73,C#5,47,47,0
124,16.6013,16.6925,0.0912,80,G#5,47,47,0
125,16.6890,16.8310,0.1420,75,D#5,48,48,0
126,16.7714,16.8835,0.1122,80,G#5,49,49,0
127,16.8678,16.9782,0.1104,72,C5,50,50,0
128,16.9502,17.0413,0.0912,80,G#5,50,50,0
129,17.0781,17.1903,0.1122,75,D#5,51,51,0
130,17.1395,17.2412,0.1017,80,G#5,52,52,0
131,17.2359,17.3463,0.1104,73,C#5,53,53,0
132,17.3411,17.4392,0.0982,80,G#5,54,54,0
133,17.4129,17.5234,0.1104,69,A4,54,54,0
134,17.4252,17.5970,0.1718,78,F#5,54,54,0
135,17.5059,17.6180,0.1122,80,G#5,54,54,0
136,17.6128,17.7127,0.0999,76,E5,53,53,0
137,17.6443,17.7425,0.0982,68,G#4,53,53,0
138,17.7250,17.8249,0.0999,80,G#5,52,52,0
139,17.8302,17.9318,0.1017,75,D#5,52,52,0
140,17.9318,18.0545,0.1227,80,G#5,51,51,0
141,18.0160,18.1071,0.0912,73,C#5,50,50,0
142,18.1510,18.2404,0.0894,80,G#5,49,49,0
143,18.2246,18.3263,0.1017,72,C5,48,48,0
144,18.3052,18.4893,0.1841,80,G#5,48,48,0
145,18.3911,18.4805,0.0894,69,A4,47,47,0
146,18.4209,18.5927,0.1718,79,G5,47,47,0
147,18.5261,18.6243,0.0982,68,G#4,46,46,0
148,18.6593,18.7943,0.1350,80,G#5,45,45,0
149,18.7137,18.8259,0.1122,69,A4,44,44,0
150,18.8504,19.0029,0.1525,79,G5,45,45,0
151,18.9153,19.0151,0.0999,68,G#4,45,45,0
152,19.0292,19.1799,0.1507,80,G#5,46,46,0
153,19.0800,19.2026,0.1227,69,A4,47,47,0
154,19.2377,19.3674,0.1297,79,G5,48,48,0
155,19.2815,19.3901,0.1086,68,G#4,48,48,0
156,19.4059,19.5899,0.1840,80,G#5,49,49,0
157,19.4690,19.5706,0.1016,69,A4,50,50,0
158,19.5846,19.7126,0.1279,79,G5,51,51,0
159,19.6652,19.7739,0.1086,68,G#4,52,52,0
160,19.7756,19.9333,0.1577,80,G#5,53,53,0
161,19.8159,19.9228,0.1069,69,A4,53,53,0
162,19.9053,19.9929,0.0876,79,G5,54,54,0
163,20.0052,20.1156,0.1104,80,G#5,60,60,0
164,20.0157,20.1156,0.0999,68,G#4,60,60,0
165,27.1835,27.3131,0.1296,68,G#4,43,43,0
166,27.4655,27.5654,0.0998,68,G#4,46,46,0
167,27.5286,27.6407,0.1121,73,C#5,46,46,0
168,27.6967,27.8579,0.1611,68,G#4,47,47,0
169,27.8001,27.8999,0.0998,73,C#5,48,48,0
170,27.8106,27.8806,0.0701,76,E5,48,48,0
171,27.9560,28.0453,0.0893,80,G#5,52,52,0
172,27.9665,28.0453,0.0788,76,E5,53,53,0
173,27.9770,28.0786,0.1016,85,C#6,55,55,0
174,28.1451,28.2345,0.0893,76,E5,75,75,0
175,28.1556,28.2660,0.1103,88,E6,76,76,0
176,28.3553,28.4674,0.1121,88,E6,70,70,0
177,28.3869,28.4990,0.1121,76,E5,70,70,0
178,29.3555,29.4553,0.0998,67,G4,44,44,0
179,29.6585,29.8529,0.1944,67,G4,42,42,0
180,29.7741,29.9370,0.1629,73,C#5,43,43,0
181,30.0158,30.1595,0.1436,67,G4,45,45,0
182,30.0806,30.2225,0.1419,73,C#5,45,45,0
183,30.1752,30.2856,0.1103,76,E5,46,46,0
184,30.2768,30.4730,0.1962,67,G4,47,47,0
185,30.3539,30.5466,0.1927,73,C#5,48,48,0
186,30.4152,30.5360,0.1209,76,E5,48,48,0
187,30.4782,30.5658,0.0876,79,G5,49,49,0
188,30.6131,30.7147,0.1016,73,C#5,50,50,0
189,30.6762,30.8181,0.1419,76,E5,51,51,0
190,30.7077,30.8163,0.1086,79,G5,51,51,0
191,30.7690,30.8583,0.0893,85,C#6,51,51,0
192,30.8829,30.9915,0.1086,76,E5,52,52,0
193,30.9039,31.0125,0.1086,79,G5,55,55,0
194,30.9126,30.9827,0.0701,85,C#6,56,56,0
195,31.0563,31.1684,0.1121,88,E6,73,73,0
196,31.0878,31.1981,0.1103,76,E5,77,77,0
197,31.2752,31.3751,0.0998,88,E6,70,70,0
198,31.2857,31.4066,0.1209,76,E5,70,70,0
199,32.2173,32.3801,0.1628,70,A#4,40,40,0
200,32.4904,32.7058,0.2154,70,A#4,38,38,0
201,32.6042,32.7688,0.1646,73,C#5,39,39,0
202,32.8126,32.9947,0.1821,70,A#4,41,41,0
203,32.8826,33.0542,0.1716,73,C#5,42,42,0
204,32.9859,33.0752,0.0893,75,D#5,42,42,0
205,33.1208,33.3186,0.1978,70,A#4,44,44,0
206,33.1698,33.3589,0.1891,73,C#5,44,44,0
207,33.2696,33.3799,0.1103,75,D#5,45,45,0
208,33.3519,33.4692,0.1173,82,A#5,45,45,0
209,33.4797,33.6408,0.1611,73,C#5,47,47,0
210,33.5620,33.6618,0.0998,75,D#5,47,47,0
211,33.6040,33.7336,0.1296,82,A#5,48,48,0
212,33.7248,33.8771,0.1523,85,C#6,48,48,0
213,33.8176,33.9209,0.1033,82,A#5,48,48,0
214,33.8964,34.0067,0.1103,75,D#5,47,47,0
215,33.9892,34.0697,0.0805,73,C#5,46,46,0
216,34.0417,34.2571,0.2154,82,A#5,46,46,0
217,34.1468,34.2991,0.1523,75,D#5,45,45,0
218,34.2081,34.3306,0.1226,73,C#5,44,44,0
219,34.2833,34.3831,0.0998,70,A#4,44,44,0
220,34.3971,34.5092,0.1121,71,B4,48,48,0
221,34.8786,35.6508,0.7721,75,D#5,56,56,0
222,35.6595,36.0097,0.3502,71,B4,45,45,0
223,35.9694,36.0692,0.0998,68,G#4,42,42,0
224,36.0552,36.1655,0.1103,67,G4,42,42,0
225,36.1393,36.1971,0.0578,68,G#4,41,41,0
226,36.2041,36.3791,0.1751,70,A#4,41,41,0
227,36.2653,36.7853,0.5200,68,G#4,49,49,0
228,36.7258,37.2441,0.5183,67,G4,46,46,0
229,37.3912,37.6170,0.2259,67,G4,40,40,0
230,37.5190,37.9076,0.3887,75,D#5,49,49,0
231,37.8569,38.0407,0.1838,67,G4,40,40,0
232,37.9531,38.4712,0.5181,70,A#4,47,47,0
233,38.3697,38.8492,0.4795,68,G#4,46,46,0
234,39.0750,39.2150,0.1400,68,G#4,47,47,0
235,39.1905,39.5073,0.3168,75,D#5,53,53,0
236,39.4986,39.6088,0.1103,68,G#4,41,41,0
237,39.6018,40.0569,0.4550,71,B4,50,50,0
238,40.0184,40.4454,0.4270,70,A#4,41,41,0
239,40.6904,40.8322,0.1418,70,A#4,39,39,0
240,40.8584,41.2312,0.3728,75,D#5,48,48,0
241,41.1105,41.3135,0.2030,70,A#4,39,39,0
242,41.2242,41.3642,0.1400,71,B4,40,40,0
243,41.5025,41.7580,0.2555,87,D#6,56,56,0
244,41.5148,41.7580,0.2433,75,D#5,56,56,0
245,41.8665,42.1641,0.2975,75,D#5,54,54,0
246,41.8963,42.1641,0.2678,87,D#6,53,53,0
247,42.2726,42.3321,0.0595,75,D#5,50,50,0
248,42.2726,42.3671,0.0945,87,D#6,50,50,0
249,42.4179,42.5596,0.1418,71,B4,49,49,0
250,42.4389,42.5299,0.0910,83,B5,49,49,0
251,42.7416,42.8011,0.0595,80,G#5,46,46,0
252,42.7539,42.8116,0.0578,68,G#4,46,46,0
253,42.8571,43.0724,0.2153,80,G#5,54,54,0
254,42.8887,43.0619,0.1733,68,G#4,55,55,0
255,43.0987,43.3349,0.2363,67,G4,53,53,0
256,43.1092,43.3349,0.2258,79,G5,53,53,0
257,43.5065,43.7620,0.2555,67,G4,50,50,0
258,43.5170,43.7830,0.2660,79,G5,49,49,0
259,43.9108,44.0000,0.0893,79,G5,48,48,0
260,43.9213,44.0018,0.0805,67,G4,48,48,0
261,44.0788,44.1785,0.0998,87,D#6,50,50,0
262,44.0893,44.1995,0.1102,75,D#5,50,50,0
263,44.3972,44.4672,0.0700,79,G5,47,47,0
264,44.3990,44.4759,0.0770,67,G4,47,47,0
265,44.5337,44.7051,0.1714,70,A#4,54,54,0
266,44.5424,44.6946,0.1522,82,A#5,55,55,0
267,44.7733,45.0078,0.2344,68,G#4,53,53,0
268,44.7821,45.0515,0.2694,80,G#5,53,53,0
269,45.1705,45.4294,0.2589,68,G#4,50,50,0
270,45.1810,45.4294,0.2484,80,G#5,50,50,0
271,45.5886,45.6673,0.0787,80,G#5,49,49,0
272,45.5904,45.6673,0.0770,68,G#4,49,49,0
273,45.7688,45.8790,0.1102,87,D#6,50,50,0
274,45.7688,45.8790,0.1102,75,D#5,50,50,0
275,46.0470,46.1467,0.0997,68,G#4,48,48,0
276,46.0470,46.1572,0.1102,80,G#5,48,48,0
277,46.1904,46.3129,0.1225,71,B4,52,52,0
278,46.1904,46.3321,0.1417,83,B5,52,52,0
279,46.4179,46.6575,0.2397,82,A#5,54,54,0
280,46.4406,46.6488,0.2082,70,A#4,53,53,0
281,46.8185,47.0442,0.2257,70,A#4,50,50,0
282,46.8500,47.0232,0.1732,82,A#5,50,50,0
283,47.2261,47.3066,0.0805,70,A#4,49,49,0
284,47.2349,47.3048,0.0700,82,A#5,50,50,0
285,47.3836,47.4850,0.1015,75,D#5,51,51,0
