# MIDI File Information
Filename,Beethoven__Moonlight_Sonata_3rd_mvt.mid
Duration (seconds),521.82
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),570

# Tempo Changes
Time (seconds),Tempo (BPM)
1578,195.3181,195.4272,0.1092,49,C#3,55,55,0
1579,195.5814,195.6958,0.1144,51,D#3,65,65,0
1580,195.5832,195.6958,0.1126,61,C#4,65,65,0
1581,195.8032,195.9159,0.1126,61,C#4,65,65,0
1582,195.8344,195.9141,0.0797,51,D#3,65,65,0
1583,196.0146,196.1394,0.1248,61,C#4,65,65,0
1584,196.0354,196.1065,0.0710,51,D#3,65,65,0
1585,196.2330,196.3317,0.0988,51,D#3,65,65,0
1586,196.2330,196.3542,0.1213,61,C#4,65,65,0
1587,196.4530,196.5830,0.1300,61,C#4,63,63,0
1588,196.4911,196.5812,0.0901,51,D#3,63,63,0
1589,196.7303,196.8100,0.0797,51,D#3,61,61,0
1590,196.7320,196.8412,0.1092,59,B3,61,61,0
1591,196.9053,196.9850,0.0797,51,D#3,60,60,0
1592,196.9157,196.9746,0.0589,58,A#3,59,59,0
1593,197.0993,197.2310,0.1317,32,G#1,58,58,0
1594,197.1305,197.2310,0.1005,44,G#2,58,58,0
1595,197.3800,197.4771,0.0970,44,G#2,58,58,0
1596,197.3818,197.4702,0.0884,51,D#3,58,58,0
1597,197.6122,197.6816,0.0693,44,G#2,59,59,0
1598,197.6140,197.6833,0.0693,51,D#3,60,60,0
1599,197.8184,197.9189,0.1005,44,G#2,61,61,0
1600,197.8202,197.9103,0.0901,51,D#3,61,61,0
1601,198.0298,198.1303,0.1005,51,D#3,63,63,0
1602,198.0489,198.1373,0.0884,44,G#2,63,63,0
1603,198.2343,198.3452,0.1109,44,G#2,62,62,0
1604,198.2360,198.3383,0.1022,51,D#3,62,62,0
1605,198.4457,198.5566,0.1109,51,D#3,60,60,0
1606,198.4665,198.5653,0.0988,46,A#2,60,60,0
1607,198.6432,198.7437,0.1005,47,B2,58,58,0
1608,198.6536,198.7437,0.0901,51,D#3,58,58,0
1609,198.8390,198.9465,0.1074,39,D#2,59,59,0
1610,198.8494,198.9586,0.1092,49,C#3,60,60,0
1611,198.8598,198.9482,0.0884,51,D#3,60,60,0
1612,199.1353,199.2653,0.1300,61,C#4,61,61,0
1613,199.1544,199.2549,0.1005,51,D#3,61,61,0
1614,199.3606,199.4784,0.1178,61,C#4,59,59,0
1615,199.3693,199.4594,0.0901,51,D#3,59,59,0
1616,199.5945,199.6725,0.0780,51,D#3,58,58,0
1617,199.5945,199.6829,0.0884,61,C#4,58,58,0
1618,199.7990,199.9082,0.1092,61,C#4,60,60,0
1619,199.8181,199.9393,0.1213,51,D#3,60,60,0
1620,200.0399,200.1611,0.1213,61,C#4,59,59,0
1621,200.0485,200.1300,0.0814,51,D#3,59,59,0
1622,200.2461,200.3431,0.0970,51,D#3,57,57,0
1623,200.2564,200.3639,0.1074,59,B3,57,57,0
1624,200.4574,200.5268,0.0693,58,A#3,57,57,0
1625,200.4678,200.5770,0.1092,51,D#3,57,57,0
1626,200.6810,200.7919,0.1109,56,G#3,59,59,0
1627,200.6879,200.7884,0.1005,44,G#2,59,59,0
1628,200.9270,201.0465,0.1195,59,B3,57,57,0
1629,200.9374,201.0361,0.0987,63,D#4,57,57,0
1630,201.1522,201.2613,0.1091,63,D#4,56,56,0
1631,201.1712,201.2509,0.0797,59,B3,55,55,0
1632,201.3479,201.4674,0.1195,59,B3,56,56,0
1633,201.3773,201.4778,0.1005,56,G#3,56,56,0
1634,201.5627,201.6718,0.1091,49,C#3,57,57,0
1635,201.8069,201.9281,0.1212,64,E4,55,55,0
1636,201.8294,201.9385,0.1091,61,C#4,55,55,0
1637,202.0442,202.1654,0.1212,64,E4,53,53,0
1638,202.0546,202.1862,0.1316,61,C#4,53,53,0
1639,202.2520,202.3629,0.1109,56,G#3,54,54,0
1640,202.2624,202.3819,0.1195,61,C#4,54,54,0
1641,202.4582,202.5707,0.1126,51,D#3,55,55,0
1642,202.7024,202.8063,0.1039,59,B3,53,53,0
1643,202.7145,202.8063,0.0918,63,D#4,53,53,0
1644,202.9189,203.0176,0.0987,59,B3,55,55,0
1645,202.9189,203.0194,0.1005,63,D#4,55,55,0
1646,203.1267,203.2359,0.1091,59,B3,53,53,0
1647,203.1371,203.2359,0.0987,56,G#3,53,53,0
1648,203.3727,203.4939,0.1212,49,C#3,51,51,0
1649,203.5892,203.7001,0.1109,58,A#3,49,49,0
1650,203.6013,203.6897,0.0883,63,D#4,49,49,0
1651,203.8282,203.9356,0.1074,63,D#4,51,51,0
1652,203.8577,203.9356,0.0779,58,A#3,51,51,0
1653,204.0205,204.1210,0.1005,58,A#3,49,49,0
1654,204.0205,204.1210,0.1005,55,G3,49,49,0
1655,204.2179,204.3496,0.1316,47,B2,48,48,0
1656,204.4760,204.5851,0.1091,63,D#4,48,48,0
1657,204.7254,204.8242,0.0987,63,D#4,50,50,0
1658,204.9229,205.0338,0.1109,59,B3,49,49,0
1659,204.9350,205.0234,0.0883,63,D#4,48,48,0
1660,205.1533,205.2624,0.1091,49,C#3,47,47,0
1661,205.4598,205.5690,0.1091,64,E4,47,47,0
1662,205.7127,205.8219,0.1091,64,E4,49,49,0
1663,205.8842,206.0055,0.1212,64,E4,48,48,0
1664,205.9171,205.9968,0.0797,61,C#4,48,48,0
1665,206.1232,206.2445,0.1212,51,D#3,46,46,0
1666,206.4211,206.5303,0.1091,63,D#4,48,48,0
1667,206.6931,206.8022,0.1091,63,D#4,50,50,0
1668,206.9096,207.0274,0.1178,63,D#4,48,48,0
1669,206.9200,207.0395,0.1195,59,B3,48,48,0
1670,207.2023,207.3529,0.1506,51,D#3,46,46,0
1671,207.5589,207.6871,0.1281,61,C#4,46,46,0
1672,207.8948,208.0472,0.1524,61,C#4,48,48,0
1673,208.1718,208.2827,0.1108,58,A#3,46,46,0
1674,208.1736,208.2913,0.1177,61,C#4,46,46,0
1675,208.4991,208.6636,0.1645,44,G#2,46,46,0
1676,208.6774,208.7882,0.1108,56,G#3,47,47,0
1677,208.7726,208.9025,0.1299,51,D#3,46,46,0
1678,208.8956,209.0046,0.1091,56,G#3,45,45,0
1679,209.0098,209.0981,0.0883,44,G#2,44,44,0
1680,209.0912,209.2020,0.1108,56,G#3,44,44,0
1681,209.1986,209.3717,0.1731,51,D#3,43,43,0
1682,209.3561,209.4496,0.0935,56,G#3,44,44,0
1683,209.4669,209.5985,0.1316,44,G#2,45,45,0
1684,209.5604,209.6608,0.1004,56,G#3,44,44,0
1685,209.6833,209.8651,0.1818,51,D#3,43,43,0
1686,209.7959,209.8963,0.1004,56,G#3,42,42,0
1687,209.9309,210.1647,0.2337,44,G#2,41,41,0
1688,210.0643,210.1751,0.1108,56,G#3,40,40,0
1689,210.1889,210.2893,0.1004,51,D#3,41,41,0
1690,210.2703,210.4313,0.1610,56,G#3,41,41,0
1691,210.3932,210.5248,0.1316,44,G#2,42,42,0
1692,210.5490,210.6581,0.1091,58,A#3,42,42,0
1693,210.6425,210.8070,0.1645,51,D#3,41,41,0
1694,210.7984,210.8676,0.0693,58,A#3,40,40,0
1695,210.8919,211.1169,0.2251,44,G#2,39,39,0
1696,210.9126,211.2710,0.3584,61,C#4,39,39,0
1697,211.0373,211.1360,0.0987,58,A#3,38,38,0
1698,211.1429,211.2935,0.1506,51,D#3,37,37,0
1699,211.3057,211.3957,0.0900,58,A#3,38,38,0
1700,211.3784,211.5827,0.2043,44,G#2,39,39,0
1701,211.4615,211.6433,0.1818,61,C#4,39,39,0
1702,211.5221,211.6329,0.1108,58,A#3,39,39,0
1703,211.6398,211.8441,0.2043,51,D#3,38,38,0
1704,211.7627,211.8718,0.1091,58,A#3,37,37,0
1705,211.9064,212.0969,0.1905,44,G#2,36,36,0
1706,211.9774,212.2475,0.2701,61,C#4,35,35,0
1707,211.9861,212.1471,0.1610,58,A#3,35,35,0
1708,212.1402,212.3428,0.2026,51,D#3,34,34,0
1709,212.2510,212.3601,0.1091,58,A#3,35,35,0
1710,212.3756,212.5471,0.1714,44,G#2,36,36,0
1711,212.4051,212.5038,0.0987,59,B3,37,37,0
1712,212.5471,212.6457,0.0987,56,G#3,36,36,0
1713,212.6302,212.7791,0.1489,51,D#3,35,35,0
1714,212.7704,212.8726,0.1022,56,G#3,34,34,0
1715,212.8864,212.9972,0.1108,44,G#2,33,33,0
1716,212.9799,213.0699,0.0900,56,G#3,33,33,0
1717,213.0544,213.2067,0.1524,51,D#3,33,33,0
1718,213.1877,213.3193,0.1316,56,G#3,34,34,0
1719,213.3123,213.4456,0.1333,44,G#2,35,35,0
1720,213.4058,213.5183,0.1125,56,G#3,35,35,0
1721,213.5027,213.6533,0.1506,51,D#3,35,35,0
1722,213.6429,213.7398,0.0969,56,G#3,34,34,0
1723,213.7225,213.8627,0.1402,44,G#2,33,33,0
1724,213.8627,213.9804,0.1177,56,G#3,33,33,0
1725,213.9838,214.1136,0.1298,51,D#3,33,33,0
1726,214.1050,214.1950,0.0900,56,G#3,34,34,0
1727,214.2106,214.3404,0.1298,44,G#2,35,35,0
1728,214.3611,214.4511,0.0900,58,A#3,35,35,0
1729,214.4650,214.6069,0.1419,51,D#3,34,34,0
1730,214.5654,214.6554,0.0900,58,A#3,33,33,0
1731,214.6813,214.7800,0.0986,44,G#2,33,33,0
1732,214.8111,214.9115,0.1004,58,A#3,33,33,0
1733,214.9167,215.0586,0.1419,51,D#3,33,33,0
1734,215.0586,215.1330,0.0744,58,A#3,34,34,0
1735,215.1815,215.2905,0.1090,44,G#2,35,35,0
1736,215.3165,215.3926,0.0762,58,A#3,36,36,0
1737,215.4047,215.5830,0.1783,51,D#3,35,35,0
1738,215.5397,215.6332,0.0935,58,A#3,34,34,0
1739,215.6626,215.7561,0.0935,44,G#2,33,33,0
1740,215.8011,215.9274,0.1263,58,A#3,33,33,0
1741,215.9239,216.0364,0.1125,51,D#3,33,33,0
1742,216.0122,216.0884,0.0762,58,A#3,34,34,0
1743,216.1230,216.2978,0.1748,44,G#2,35,35,0
1744,216.3082,216.4172,0.1090,56,G#3,36,36,0
1745,216.4120,216.5401,0.1281,51,D#3,35,35,0
1746,216.5314,216.6058,0.0744,56,G#3,34,34,0
1747,216.6353,216.7633,0.1281,44,G#2,33,33,0
1748,216.7201,216.8291,0.1090,56,G#3,33,33,0
1749,216.8239,216.9849,0.1610,51,D#3,33,33,0
1750,216.9416,217.0558,0.1142,56,G#3,34,34,0
1751,217.0818,217.1943,0.1125,44,G#2,35,35,0
1752,217.2393,217.3293,0.0900,58,A#3,35,35,0
1753,217.3466,217.4573,0.1108,51,D#3,34,34,0
1754,217.4573,217.5266,0.0692,58,A#3,33,33,0
1755,217.5525,217.6529,0.1004,44,G#2,33,33,0
1756,217.6754,217.7741,0.0986,58,A#3,33,33,0
1757,217.7810,217.9333,0.1523,51,D#3,33,33,0
1758,217.8831,217.9714,0.0883,58,A#3,34,34,0
1759,218.0094,218.1531,0.1436,44,G#2,35,35,0
1760,218.1652,218.2829,0.1177,56,G#3,35,35,0
1761,218.2967,218.3867,0.0900,51,D#3,34,34,0
1762,218.3781,218.4767,0.0986,56,G#3,34,34,0
1763,218.4819,218.6117,0.1298,44,G#2,33,33,0
1764,218.6048,218.6931,0.0883,56,G#3,33,33,0
1765,218.6965,218.8056,0.1090,51,D#3,34,34,0
1766,218.7969,218.9146,0.1177,56,G#3,34,34,0
1767,218.9492,219.0600,0.1108,44,G#2,36,36,0
1768,219.0790,219.1690,0.0900,58,A#3,35,35,0
1769,219.1932,219.3265,0.1333,51,D#3,34,34,0
1770,219.2555,219.3663,0.1108,58,A#3,34,34,0
1771,219.3715,219.5117,0.1402,44,G#2,33,33,0
1772,219.5238,219.5913,0.0675,58,A#3,33,33,0
1773,219.5774,219.7487,0.1713,51,D#3,33,33,0
1774,219.6778,219.7677,0.0900,58,A#3,33,33,0
1775,219.7747,219.9148,0.1401,44,G#2,36,36,0
1776,219.7816,219.9753,0.1938,59,B3,37,37,0
1777,219.9079,220.0186,0.1107,56,G#3,33,33,0
1778,220.0134,220.1431,0.1297,51,D#3,34,34,0
1779,220.0411,220.1691,0.1280,63,D#4,34,34,0
1780,220.1137,220.2435,0.1297,56,G#3,35,35,0
1781,220.2262,220.3750,0.1488,44,G#2,36,36,0
1782,220.2642,220.3940,0.1297,59,B3,36,36,0
1783,220.3853,220.4943,0.1090,56,G#3,37,37,0
1784,220.4822,220.6224,0.1401,63,D#4,38,38,0
1785,220.4857,220.6154,0.1297,51,D#3,38,38,0
1786,220.5653,220.6743,0.1090,56,G#3,39,39,0
1787,220.6950,220.7936,0.0986,59,B3,40,40,0
1788,220.7089,220.8386,0.1297,44,G#2,40,40,0
1789,220.8196,220.9095,0.0900,56,G#3,41,41,0
1790,220.9026,221.0549,0.1522,51,D#3,42,42,0
1791,220.9216,221.0618,0.1401,63,D#4,42,42,0
1792,221.0254,221.1154,0.0900,56,G#3,43,43,0
1793,221.1189,221.2486,0.1297,44,G#2,43,43,0
1794,221.1569,221.3074,0.1505,59,B3,44,44,0
1795,221.2192,221.3801,0.1609,56,G#3,44,44,0
1796,221.3559,221.4891,0.1332,51,D#3,45,45,0
1797,221.3732,221.5375,0.1643,63,D#4,45,45,0
1798,221.4493,221.5496,0.1003,56,G#3,46,46,0
1799,221.5652,221.7036,0.1384,44,G#2,47,47,0
1800,221.5946,221.7140,0.1194,60,C4,47,47,0
1801,221.6655,221.7849,0.1194,54,F#3,48,48,0
1802,221.6932,221.8351,0.1419,66,F#4,48,48,0
1803,221.7797,221.8801,0.1003,51,D#3,49,49,0
1804,221.8178,221.9579,0.1401,63,D#4,49,49,0
1805,221.9129,222.0029,0.0900,54,F#3,50,50,0
1806,221.9216,222.0410,0.1194,66,F#4,50,50,0
1807,222.0185,222.1586,0.1401,44,G#2,51,51,0
1808,222.0271,222.1672,0.1401,60,C4,51,51,0
1809,222.1309,222.2520,0.1211,54,F#3,52,52,0
1810,222.1707,222.2918,0.1211,66,F#4,52,52,0
1811,222.2468,222.3662,0.1194,51,D#3,53,53,0
1812,222.2849,222.3939,0.1090,63,D#4,53,53,0
1813,222.3385,222.4596,0.1211,54,F#3,54,54,0
1814,222.3766,222.4873,0.1107,66,F#4,54,54,0
1815,222.4838,222.6119,0.1280,44,G#2,55,55,0
1816,222.5029,222.6119,0.1090,60,C4,55,55,0
1817,222.5548,222.6984,0.1436,54,F#3,55,55,0
1818,222.5824,222.6949,0.1124,66,F#4,56,56,0
1819,222.6966,222.7987,0.1021,51,D#3,57,57,0
1820,222.7260,222.8471,0.1211,63,D#4,57,57,0
1821,222.7935,222.9008,0.1073,54,F#3,57,57,0
1822,222.8195,222.9302,0.1107,66,F#4,58,58,0
1823,222.8938,223.0530,0.1592,60,C4,58,58,0
1824,222.8956,223.0651,0.1695,44,G#2,58,58,0
1825,222.9821,223.0928,0.1107,63,D#4,59,59,0
1826,222.9855,223.0945,0.1090,54,F#3,59,59,0
1827,222.9855,223.0963,0.1107,51,D#3,59,59,0
1828,223.0132,223.1222,0.1090,66,F#4,59,59,0
1829,223.2173,223.3384,0.1211,56,G#3,65,65,0
1830,223.2208,223.3627,0.1419,37,C#2,65,65,0
1831,223.2260,223.3679,0.1419,65,F4,65,65,0
1832,223.2277,223.3575,0.1297,61,C#4,65,65,0
1833,223.2295,223.3298,0.1003,53,F3,65,65,0
1834,223.4353,223.5339,0.0986,44,G#2,42,42,0
1835,223.4371,223.5685,0.1315,49,C#3,42,42,0
1836,223.5720,223.7242,0.1522,53,F3,42,42,0
1837,223.6464,223.7450,0.0986,37,C#2,43,43,0
1838,223.6637,223.7952,0.1315,56,G#3,43,43,0
1839,223.7035,223.8678,0.1643,61,C#4,43,43,0
1840,223.8419,223.9837,0.1419,53,F3,45,45,0
1841,223.9249,224.0253,0.1003,44,G#2,45,45,0
1842,223.9353,224.0789,0.1436,56,G#3,45,45,0
1843,223.9976,224.2000,0.2024,61,C#4,46,46,0
1844,224.0772,224.1688,0.0917,37,C#2,47,47,0
1845,224.0893,224.2000,0.1107,65,F4,47,47,0
1846,224.2467,224.3401,0.0934,44,G#2,48,48,0
1847,224.2467,224.4059,0.1592,56,G#3,48,48,0
1848,224.3315,224.5097,0.1782,61,C#4,48,48,0
1849,224.4162,224.5425,0.1263,65,F4,47,47,0
1850,224.4560,224.5650,0.1090,37,C#2,47,47,0
1851,224.6238,224.8332,0.2093,61,C#4,46,46,0
1852,224.6913,224.7674,0.0761,44,G#2,47,47,0
1853,224.7397,224.9006,0.1609,65,F4,47,47,0
1854,224.8470,224.9404,0.0934,37,C#2,48,48,0
1855,225.0148,225.2414,0.2266,65,F4,50,50,0
1856,225.0684,225.1740,0.1055,44,G#2,50,50,0
1857,225.2726,225.3816,0.1090,37,C#2,52,52,0
1858,225.4750,225.5650,0.0900,44,G#2,53,53,0
1859,225.6272,225.8071,0.1799,37,C#2,55,55,0
1860,225.8175,225.8902,0.0726,44,G#2,60,60,0
1861,225.9905,226.1323,0.1418,49,C#3,80,80,0
1862,225.9905,226.1340,0.1435,37,C#2,80,80,0
1863,226.1253,226.3035,0.1781,44,G#2,43,43,0
1864,226.4332,226.5438,0.1107,35,B1,48,48,0
1865,226.5265,226.6355,0.1089,49,C#3,39,39,0
1866,226.6476,226.7375,0.0899,44,G#2,34,34,0
1867,226.6476,226.8015,0.1539,53,F3,34,34,0
1868,226.7081,226.8672,0.1591,56,G#3,34,34,0
1869,226.8257,226.9502,0.1245,61,C#4,35,35,0
1870,226.8430,226.9502,0.1072,35,B1,35,35,0
1871,226.9589,227.1335,0.1747,53,F3,36,36,0
1872,227.0574,227.1491,0.0917,44,G#2,37,37,0
1873,227.0747,227.2165,0.1418,56,G#3,37,37,0
1874,227.1422,227.3670,0.2248,61,C#4,38,38,0
1875,227.2407,227.3687,0.1280,65,F4,39,39,0
1876,227.2771,227.3860,0.1089,35,B1,39,39,0
1877,227.4119,227.5555,0.1435,56,G#3,40,40,0
1878,227.4621,227.5883,0.1262,44,G#2,39,39,0
1879,227.4984,227.7250,0.2265,61,C#4,39,39,0
1880,227.5831,227.7267,0.1435,65,F4,38,38,0
1881,227.7025,227.7941,0.0917,35,B1,38,38,0
1882,227.8270,228.0034,0.1764,61,C#4,39,39,0
1883,227.8944,228.0034,0.1089,44,G#2,39,39,0
1884,227.9117,228.0898,0.1781,65,F4,39,39,0
1885,228.0846,228.2109,0.1262,35,B1,41,41,0
1886,228.2195,228.4340,0.2144,65,F4,42,42,0
1887,228.3250,228.4167,0.0917,44,G#2,43,43,0
1888,228.4807,228.5723,0.0917,35,B1,44,44,0
1889,228.6830,228.7764,0.0934,44,G#2,46,46,0
1890,228.8231,228.9822,0.1591,35,B1,47,47,0
1891,228.9752,229.0842,0.1089,44,G#2,48,48,0
1892,229.1845,229.3488,0.1643,35,B1,66,66,0
1893,229.2018,229.3661,0.1643,47,B2,65,65,0
1894,229.4145,229.5061,0.0917,44,G#2,42,42,0
1895,229.6082,229.7154,0.1072,33,A1,45,45,0
1896,229.7500,229.9091,0.1591,49,C#3,36,36,0
1897,229.8503,229.9800,0.1297,45,A2,35,35,0
1898,229.8606,230.0457,0.1850,54,F#3,36,36,0
1899,229.9022,230.1045,0.2023,57,A3,36,36,0
1900,230.0180,230.1045,0.0865,61,C#4,37,37,0
1901,230.0440,230.1875,0.1435,33,A1,37,37,0
1902,230.1685,230.3120,0.1435,61,C#4,38,38,0
1903,230.2515,230.3656,0.1141,45,A2,39,39,0
1904,230.2722,230.4296,0.1574,66,F#4,39,39,0
1905,230.4106,230.6043,0.1937,33,A1,40,40,0
1906,230.5783,230.7011,0.1228,45,A2,42,42,0
1907,230.8083,231.0625,0.2542,33,A1,60,60,0
1908,231.0452,231.1542,0.1089,45,A2,43,43,0
1909,231.2579,231.4603,0.2023,29,F1,50,50,0
1910,231.4136,231.5951,0.1816,49,C#3,36,36,0
1911,231.4845,231.5951,0.1107,41,F2,36,36,0
1912,231.5173,231.7075,0.1902,56,G#3,37,37,0
1913,231.5363,231.6972,0.1608,59,B3,37,37,0
1914,231.6470,231.8061,0.1591,29,F1,38,38,0
1915,231.6505,231.7577,0.1072,61,C#4,38,38,0
1916,231.8355,232.0119,0.1764,61,C#4,39,39,0
1917,231.8511,231.9445,0.0934,41,F2,40,40,0
1918,232.0361,232.2159,0.1798,29,F1,41,41,0
1919,232.1951,232.3040,0.1089,41,F2,42,42,0
1920,232.4078,232.6515,0.2437,29,F1,61,61,0
1921,232.6601,232.7690,0.1089,41,F2,49,49,0
1922,232.8797,233.0059,0.1262,30,F#1,61,61,0
1923,232.8952,233.0231,0.1279,42,F#2,63,63,0
1924,233.5227,233.8200,0.2973,54,F#3,34,34,0
1925,233.7509,234.1018,0.3509,61,C#4,35,35,0
1926,233.8218,234.0344,0.2126,57,A3,35,35,0
1927,234.1122,234.2764,0.1642,54,F#3,34,34,0
1928,234.2176,234.3455,0.1279,61,C#4,35,35,0
1929,234.3559,234.4838,0.1279,57,A3,35,35,0
1930,234.4786,234.5685,0.0899,61,C#4,34,34,0
1931,234.5806,235.0370,0.4564,54,F#3,33,33,0
1932,234.7708,234.8797,0.1089,61,C#4,35,35,0
1933,234.8572,235.0888,0.2316,57,A3,35,35,0
1934,235.0111,235.0785,0.0674,66,F#4,43,43,0
1935,235.0837,235.2029,0.1193,65,F4,44,44,0
1936,235.1148,235.3084,0.1936,61,C#4,44,44,0
1937,235.1770,235.2479,0.0709,66,F#4,43,43,0
1938,235.2496,235.5625,0.3129,56,G#3,43,43,0
1939,235.3637,235.9912,0.6275,66,F#4,53,53,0
1940,235.5245,235.6748,0.1504,61,C#4,35,35,0
1941,235.6472,235.8512,0.2040,59,B3,35,35,0
1942,235.7838,235.9462,0.1625,61,C#4,34,34,0
1943,235.8978,236.0759,0.1780,56,G#3,35,35,0
1944,235.9653,236.5685,0.6033,65,F4,42,42,0
1945,236.0707,236.1675,0.0968,61,C#4,33,33,0
1946,236.1502,236.2885,0.1383,59,B3,34,34,0
1947,236.2522,236.3577,0.1054,61,C#4,34,34,0
1948,236.3214,236.5046,0.1832,56,G#3,34,34,0
1949,236.4372,236.5668,0.1296,61,C#4,33,33,0
1950,236.5305,236.7120,0.1815,59,B3,33,33,0
1951,236.6550,236.8054,0.1504,61,C#4,40,40,0
1952,236.6861,236.8572,0.1711,65,F4,44,44,0
1953,236.7673,237.0958,0.3284,56,G#3,39,39,0
1954,236.9143,237.0318,0.1175,61,C#4,34,34,0
1955,236.9955,237.1373,0.1417,59,B3,33,33,0
1956,237.1113,237.2012,0.0899,61,C#4,33,33,0
1957,237.1528,237.3896,0.2368,65,F4,36,36,0
1958,237.2876,237.4208,0.1331,57,A3,33,33,0
1959,237.3724,237.5227,0.1504,61,C#4,34,34,0
1960,237.4951,237.6144,0.1193,57,A3,34,34,0
1961,237.6074,237.6956,0.0882,61,C#4,33,33,0
1962,237.7112,237.8201,0.1089,57,A3,33,33,0
1963,237.7630,237.9221,0.1590,61,C#4,36,36,0
1964,237.7941,238.3231,0.5289,66,F#4,40,40,0
1965,237.9359,238.0638,0.1279,57,A3,33,33,0
1966,238.0275,238.1554,0.1279,61,C#4,34,34,0
1967,238.1606,238.2920,0.1314,57,A3,34,34,0
1968,238.2436,238.3732,0.1296,61,C#4,33,33,0
1969,238.3455,238.6531,0.3076,57,A3,33,33,0
1970,238.4682,238.5805,0.1123,61,C#4,33,33,0
1971,238.5442,238.6738,0.1296,66,F#4,40,40,0
1972,238.6686,238.7568,0.0881,61,C#4,33,33,0
1973,238.7723,238.9244,0.1521,57,A3,34,34,0
1974,238.8449,239.1922,0.3473,61,C#4,34,34,0
1975,238.9797,239.1317,0.1521,57,A3,36,36,0
1976,239.0522,239.1628,0.1106,66,F#4,45,45,0
1977,239.2060,239.3581,0.1521,53,F3,33,33,0
1978,239.3529,239.4255,0.0726,61,C#4,35,35,0
1979,239.4376,239.5637,0.1261,53,F3,34,34,0
1980,239.5412,239.6484,0.1071,61,C#4,33,33,0
1981,239.6553,239.7659,0.1106,53,F3,33,33,0
1982,239.7417,239.8661,0.1244,61,C#4,33,33,0
1983,239.8765,239.9680,0.0916,53,F3,33,33,0
1984,239.9456,240.0873,0.1417,61,C#4,33,33,0
1985,240.0631,240.1737,0.1106,53,F3,33,33,0
1986,240.1633,240.2860,0.1227,61,C#4,33,33,0
1987,240.2773,240.3862,0.1089,53,F3,33,33,0
1988,240.3931,240.4830,0.0899,61,C#4,33,33,0
1989,240.4743,240.6005,0.1261,53,F3,34,34,0
1990,240.5763,240.7249,0.1486,61,C#4,35,35,0
1991,240.7007,240.8579,0.1572,53,F3,36,36,0
1992,240.8320,240.9322,0.1002,61,C#4,37,37,0
1993,240.9651,241.4316,0.4665,54,F#3,46,46,0
1994,241.5888,241.8739,0.2851,66,F#4,38,38,0
1995,241.6821,242.6826,1.0005,61,C#4,47,47,0
1996,242.1642,242.3681,0.2039,66,F#4,33,33,0
1997,242.5928,242.8399,0.2471,66,F#4,35,35,0
1998,242.6688,243.1682,0.4994,57,A3,44,44,0
1999,243.1215,243.1785,0.0570,54,F#3,36,36,0
2000,243.2563,243.7487,0.4925,54,F#3,45,45,0
2001,243.7729,244.1410,0.3680,53,F3,36,36,0
2002,244.4814,244.6731,0.1917,53,F3,35,35,0
2003,244.6040,245.0531,0.4491,61,C#4,36,36,0
2004,244.9771,245.1498,0.1727,53,F3,39,39,0
2005,245.1118,245.6162,0.5044,56,G#3,40,40,0
2006,245.4745,245.5937,0.1192,66,F#4,33,33,0
2007,245.5367,245.9668,0.4301,54,F#3,39,39,0
2008,245.8977,246.0065,0.1088,66,F#4,33,33,0
2009,246.1913,246.3917,0.2004,54,F#3,35,35,0
2010,246.2725,246.4625,0.1900,66,F#4,41,41,0
2011,246.3451,246.6629,0.3178,61,C#4,49,49,0
2012,246.6473,246.7164,0.0691,54,F#3,35,35,0
2013,246.7268,246.8840,0.1572,66,F#4,37,37,0
2014,246.7959,246.9150,0.1192,54,F#3,45,45,0
2015,246.9738,247.2674,0.2936,54,F#3,47,47,0
2016,247.1050,247.2363,0.1313,66,F#4,45,45,0
2017,247.2190,247.5040,0.2850,62,D4,51,51,0
2018,247.4574,247.5265,0.0691,54,F#3,38,38,0
2019,247.6249,247.7666,0.1416,54,F#3,49,49,0
2020,247.8529,248.0447,0.1917,54,F#3,34,34,0
2021,248.0274,248.3400,0.3126,62,D4,52,52,0
2022,248.2433,248.4454,0.2021,54,F#3,37,37,0
2023,248.3746,248.5680,0.1935,55,G3,47,47,0
2024,248.9325,249.8893,0.9569,50,D3,57,57,0
2025,249.7702,250.0845,0.3144,47,B2,39,39,0
2026,250.0776,250.1467,0.0691,43,G2,36,36,0
2027,250.2331,250.7944,0.5613,43,G2,54,54,0
2028,250.7460,251.2968,0.5508,42,F#2,41,41,0
2029,251.4781,251.5989,0.1209,42,F#2,39,39,0
2030,251.5713,251.9857,0.4144,50,D3,48,48,0
2031,251.9460,252.0789,0.1329,42,F#2,35,35,0
2032,252.0616,252.5503,0.4886,45,A2,44,44,0
2033,252.4916,252.9664,0.4748,43,G2,41,41,0
2034,253.2115,253.3410,0.1295,43,G2,39,39,0
2035,253.3531,253.6311,0.2780,50,D3,40,40,0
2036,253.5931,253.6621,0.0691,42,F#2,39,39,0
2037,253.7726,254.1628,0.3902,42,F#2,51,51,0
2038,254.2112,254.6221,0.4109,41,F2,54,54,0
2039,254.8811,255.0434,0.1623,41,F2,52,52,0
2040,254.9519,255.2955,0.3436,49,C#3,53,53,0
2041,255.2091,255.3490,0.1398,41,F2,55,55,0
2042,255.2834,255.6943,0.4109,66,F#4,56,56,0
2043,255.4008,255.5199,0.1191,42,F#2,61,61,0
