# MIDI File Information
Filename,Arbeau_Thoinot_-_Pavana.mid
Duration (seconds),90.43
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),240

# Tempo Changes
Time (seconds),Tempo (BPM)
0.0000,89.00
44.4944,86.00
47.2851,89.00
87.7345,80.00

# Time Signature Changes
Time (seconds),Numerator,Denominator
0.0000,2,4

# Instrument 1: Unnamed 
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Note-on Velocity,Note-off Velocity
14,6.4045,6.6742,0.2697,87,D#6,127,127,0
15,6.7416,7.2809,0.5393,87,D#6,127,127,0
16,7.4157,7.6854,0.2697,87,D#6,127,127,0
17,7.7528,8.0225,0.2697,87,D#6,127,127,0
18,8.0899,8.6292,0.5393,87,D#6,127,127,0
19,8.7640,9.0337,0.2697,87,D#6,127,127,0
20,9.1011,9.3708,0.2697,87,D#6,127,127,0
21,9.4382,9.9775,0.5393,87,D#6,127,127,0
22,10.1124,10.3820,0.2697,87,D#6,127,127,0
23,10.4494,10.7191,0.2697,87,D#6,127,127,0
24,10.7865,11.3258,0.5393,87,D#6,127,127,0
25,11.4607,11.7303,0.2697,87,D#6,127,127,0
26,11.7977,12.0674,0.2697,87,D#6,127,127,0
27,12.1348,12.6742,0.5393,87,D#6,127,127,0
28,12.8090,13.0786,0.2697,87,D#6,127,127,0
29,13.1461,13.4157,0.2697,87,D#6,127,127,0
30,13.4831,14.0225,0.5393,87,D#6,127,127,0
31,14.1573,14.4270,0.2697,87,D#6,127,127,0
32,14.4944,14.7640,0.2697,87,D#6,127,127,0
33,14.8315,15.3708,0.5393,87,D#6,127,127,0
34,15.5056,15.7753,0.2697,87,D#6,127,127,0
35,15.8427,16.1124,0.2697,87,D#6,127,127,0
36,16.1798,16.7191,0.5393,87,D#6,127,127,0
37,16.8539,17.1236,0.2697,87,D#6,127,127,0
38,17.1910,17.4607,0.2697,87,D#6,127,127,0
39,17.5281,18.0674,0.5393,87,D#6,127,127,0
40,18.2022,18.4719,0.2697,87,D#6,127,127,0
41,18.5393,18.8090,0.2697,87,D#6,127,127,0
42,18.8764,19.4157,0.5393,87,D#6,127,127,0
43,19.5506,19.8202,0.2697,87,D#6,127,127,0
44,19.8876,20.1573,0.2697,87,D#6,127,127,0
45,20.2247,20.7640,0.5393,87,D#6,127,127,0
46,20.8989,21.1685,0.2697,87,D#6,127,127,0
47,21.2359,21.5056,0.2697,87,D#6,127,127,0
48,21.5730,22.1123,0.5393,87,D#6,127,127,0
49,22.2472,22.5168,0.2697,87,D#6,127,127,0
50,22.5843,22.8539,0.2697,87,D#6,127,127,0
51,22.9213,23.4607,0.5393,87,D#6,127,127,0
52,23.5955,23.8652,0.2697,87,D#6,127,127,0
53,23.9326,24.2022,0.2697,87,D#6,127,127,0
54,24.2697,24.8090,0.5393,87,D#6,127,127,0
55,24.9438,25.2135,0.2697,87,D#6,127,127,0
56,25.2809,25.5506,0.2697,87,D#6,127,127,0
57,25.6180,26.1573,0.5393,87,D#6,127,127,0
58,26.2921,26.5618,0.2697,87,D#6,127,127,0
59,26.6292,26.8989,0.2697,87,D#6,127,127,0
60,26.9663,27.5056,0.5393,87,D#6,127,127,0
61,27.6404,27.9101,0.2697,87,D#6,127,127,0
62,27.9775,28.2472,0.2697,87,D#6,127,127,0
63,28.3146,28.8539,0.5393,87,D#6,127,127,0
64,28.9888,29.2584,0.2697,87,D#6,127,127,0
65,29.3258,29.5955,0.2697,87,D#6,127,127,0
66,29.6629,30.2022,0.5393,87,D#6,127,127,0
67,30.3371,30.6067,0.2697,87,D#6,127,127,0
68,30.6741,30.9438,0.2697,87,D#6,127,127,0
69,31.0112,31.5505,0.5393,87,D#6,127,127,0
70,31.6854,31.9550,0.2697,87,D#6,127,127,0
71,32.0225,32.2921,0.2697,87,D#6,127,127,0
72,32.3595,32.8989,0.5393,87,D#6,127,127,0
73,33.0337,33.3034,0.2697,87,D#6,127,127,0
74,33.3708,33.6404,0.2697,87,D#6,127,127,0
75,33.7079,34.2472,0.5393,87,D#6,127,127,0
76,34.3820,34.6517,0.2697,87,D#6,127,127,0
77,34.7191,34.9887,0.2697,87,D#6,127,127,0
78,35.0562,35.5955,0.5393,87,D#6,127,127,0
79,35.7303,36.0000,0.2697,87,D#6,127,127,0
80,36.0674,36.3371,0.2697,87,D#6,127,127,0
81,36.4045,36.9438,0.5393,87,D#6,127,127,0
82,37.0786,37.3483,0.2697,87,D#6,127,127,0
83,37.4157,37.6854,0.2697,87,D#6,127,127,0
84,37.7528,38.2921,0.5393,87,D#6,127,127,0
85,38.4269,38.6966,0.2697,87,D#6,127,127,0
86,38.7640,39.0337,0.2697,87,D#6,127,127,0
87,39.1011,39.6404,0.5393,87,D#6,127,127,0
88,39.7753,40.0449,0.2697,87,D#6,127,127,0
89,40.1123,40.3820,0.2697,87,D#6,127,127,0
90,40.4494,40.9887,0.5393,87,D#6,127,127,0
91,41.1236,41.3932,0.2697,87,D#6,127,127,0
92,41.4607,41.7303,0.2697,87,D#6,127,127,0
93,41.7977,42.3371,0.5393,87,D#6,127,127,0
94,42.4719,42.7416,0.2697,87,D#6,127,127,0
95,42.8090,43.0786,0.2697,87,D#6,127,127,0
96,43.1460,43.6854,0.5393,87,D#6,127,127,0
97,43.8202,44.0899,0.2697,87,D#6,127,127,0
98,44.1573,44.4269,0.2697,87,D#6,127,127,0
99,44.4944,45.0525,0.5581,87,D#6,127,127,0
100,45.1920,45.4711,0.2791,87,D#6,127,127,0
101,45.5409,45.8199,0.2791,87,D#6,127,127,0
102,45.8897,46.4478,0.5581,87,D#6,127,127,0
103,46.5874,46.8665,0.2791,87,D#6,127,127,0
104,46.9362,47.2153,0.2791,87,D#6,127,127,0
105,47.2851,47.8244,0.5393,87,D#6,127,127,0
106,47.9592,48.2289,0.2697,87,D#6,127,127,0
107,48.2963,48.5660,0.2697,87,D#6,127,127,0
108,48.6334,49.1727,0.5393,87,D#6,127,127,0
109,49.3075,49.5772,0.2697,87,D#6,127,127,0
110,49.6446,49.9143,0.2697,87,D#6,127,127,0
111,49.9817,50.5210,0.5393,87,D#6,127,127,0
112,50.6558,50.9255,0.2697,87,D#6,127,127,0
113,50.9929,51.2626,0.2697,87,D#6,127,127,0
114,51.3300,51.8693,0.5393,87,D#6,127,127,0
115,52.0042,52.2738,0.2697,87,D#6,127,127,0
116,52.3412,52.6109,0.2697,87,D#6,127,127,0
117,52.6783,53.2176,0.5393,87,D#6,127,127,0
118,53.3525,53.6221,0.2697,87,D#6,127,127,0
119,53.6895,53.9592,0.2697,87,D#6,127,127,0
120,54.0266,54.5660,0.5393,87,D#6,127,127,0
121,54.7008,54.9704,0.2697,87,D#6,127,127,0
122,55.0379,55.3075,0.2697,87,D#6,127,127,0
123,55.3749,55.9143,0.5393,87,D#6,127,127,0
124,56.0491,56.3188,0.2697,87,D#6,127,127,0
125,56.3862,56.6558,0.2697,87,D#6,127,127,0
126,56.7233,57.2626,0.5393,87,D#6,127,127,0
127,57.3974,57.6671,0.2697,87,D#6,127,127,0
128,57.7345,58.0042,0.2697,87,D#6,127,127,0
129,58.0716,58.6109,0.5393,87,D#6,127,127,0
130,58.7457,59.0154,0.2697,87,D#6,127,127,0
131,59.0828,59.3525,0.2697,87,D#6,127,127,0
132,59.4199,59.9592,0.5393,87,D#6,127,127,0
133,60.0940,60.3637,0.2697,87,D#6,127,127,0
134,60.4311,60.7008,0.2697,87,D#6,127,127,0
135,60.7682,61.3075,0.5393,87,D#6,127,127,0
136,61.4424,61.7120,0.2697,87,D#6,127,127,0
137,61.7794,62.0491,0.2697,87,D#6,127,127,0
138,62.1165,62.6558,0.5393,87,D#6,127,127,0
139,62.7907,63.0603,0.2697,87,D#6,127,127,0
140,63.1277,63.3974,0.2697,87,D#6,127,127,0
141,63.4648,64.0042,0.5393,87,D#6,127,127,0
142,64.1390,64.4086,0.2697,87,D#6,127,127,0
143,64.4761,64.7457,0.2697,87,D#6,127,127,0
144,64.8131,65.3525,0.5393,87,D#6,127,127,0
145,65.4873,65.7570,0.2697,87,D#6,127,127,0
146,65.8244,66.0940,0.2697,87,D#6,127,127,0
147,66.1615,66.7008,0.5393,87,D#6,127,127,0
148,66.8356,67.1053,0.2697,87,D#6,127,127,0
149,67.1727,67.4424,0.2697,87,D#6,127,127,0
150,67.5098,68.0491,0.5393,87,D#6,127,127,0
151,68.1839,68.4536,0.2697,87,D#6,127,127,0
152,68.5210,68.7907,0.2697,87,D#6,127,127,0
153,68.8581,69.3974,0.5393,87,D#6,127,127,0
154,69.5322,69.8019,0.2697,87,D#6,127,127,0
155,69.8693,70.1390,0.2697,87,D#6,127,127,0
156,70.2064,70.7457,0.5393,87,D#6,127,127,0
157,70.8806,71.1502,0.2697,87,D#6,127,127,0
158,71.2176,71.4873,0.2697,87,D#6,127,127,0
159,71.5547,72.0940,0.5393,87,D#6,127,127,0
160,72.2289,72.4985,0.2697,87,D#6,127,127,0
161,72.5659,72.8356,0.2697,87,D#6,127,127,0
162,72.9030,73.4423,0.5393,87,D#6,127,127,0
163,73.5772,73.8468,0.2697,87,D#6,127,127,0
164,73.9143,74.1839,0.2697,87,D#6,127,127,0
165,74.2513,74.7907,0.5393,87,D#6,127,127,0
166,74.9255,75.1952,0.2697,87,D#6,127,127,0
167,75.2626,75.5322,0.2697,87,D#6,127,127,0
168,75.5997,76.1390,0.5393,87,D#6,127,127,0
169,76.2738,76.5435,0.2697,87,D#6,127,127,0
170,76.6109,76.8806,0.2697,87,D#6,127,127,0
171,76.9480,77.4873,0.5393,87,D#6,127,127,0
172,77.6221,77.8918,0.2697,87,D#6,127,127,0
173,77.9592,78.2289,0.2697,87,D#6,127,127,0
174,78.2963,78.8356,0.5393,87,D#6,127,127,0
175,78.9704,79.2401,0.2697,87,D#6,127,127,0
176,79.3075,79.5772,0.2697,87,D#6,127,127,0
177,79.6446,80.1839,0.5393,87,D#6,127,127,0
178,80.3188,80.5884,0.2697,87,D#6,127,127,0
179,80.6558,80.9255,0.2697,87,D#6,127,127,0
180,80.9929,81.5322,0.5393,87,D#6,127,127,0
181,81.6671,81.9367,0.2697,87,D#6,127,127,0
182,82.0041,82.2738,0.2697,87,D#6,127,127,0
183,82.3412,82.8805,0.5393,87,D#6,127,127,0
184,83.0154,83.2850,0.2697,87,D#6,127,127,0
185,83.3525,83.6221,0.2697,87,D#6,127,127,0
186,83.6895,84.2289,0.5393,87,D#6,127,127,0
187,84.3637,84.6334,0.2697,87,D#6,127,127,0
188,84.7008,84.9704,0.2697,87,D#6,127,127,0
189,85.0378,85.5772,0.5393,87,D#6,127,127,0
190,85.7120,85.9817,0.2697,87,D#6,127,127,0
191,86.0491,86.3187,0.2697,87,D#6,127,127,0
192,86.3862,86.9255,0.5393,87,D#6,127,127,0
193,87.0603,87.3300,0.2697,87,D#6,127,127,0
194,87.3974,87.6671,0.2697,87,D#6,127,127,0
195,87.7345,88.3345,0.6000,87,D#6,127,127,0
196,88.4845,88.7845,0.3000,87,D#6,127,127,0
197,88.8595,89.1595,0.3000,87,D#6,127,127,0
198,89.2345,89.8345,0.6000,87,D#6,127,127,0

# Control Changes for Instrument 5
Time (s),Control Number,Control Name,Value
0.0000,7,Volume,92
0.0000,10,Pan,119
0.1236,91,Reverb,63

# Summary
Total Instruments,5
Total Notes,602
