# MIDI File Information
Filename,tx437pj1389-exp-tempo95.mid
Duration (seconds),584.53
Tempo Adjustment Factor,1.30
Resolution (ticks/beat),570

# Tempo Changes
Time (seconds),Tempo (BPM)
1053,378.1196,378.7211,0.6015,44,G#2,68,34,0
1054,378.1758,379.7698,1.5939,53,F3,68,34,0
1055,378.2308,379.7606,1.5298,61,C#4,70,35,0
1056,378.9172,379.2938,0.3766,44,G#2,66,33,0
1057,379.5501,379.8338,0.2837,44,G#2,66,33,0
1058,380.0430,380.5098,0.4668,44,G#2,68,34,0
1059,380.1463,380.5255,0.3792,56,G#3,72,36,0
1060,380.7243,381.1728,0.4485,44,G#2,68,34,0
1061,380.7897,381.3506,0.5609,53,F3,70,35,0
1062,380.8380,381.3506,0.5126,61,C#4,70,35,0
1063,381.4617,381.9207,0.4590,44,G#2,70,35,0
1064,381.4931,381.9272,0.4341,56,G#3,70,35,0
1065,381.5389,381.9429,0.4040,65,F4,72,36,0
1066,382.2397,382.7261,0.4864,44,G#2,68,34,0
1067,382.2567,383.1051,0.8484,60,C4,68,34,0
1068,383.0529,383.4044,0.3516,44,G#2,66,33,0
1069,383.6423,383.9377,0.2954,44,G#2,66,33,0
1070,384.1508,384.5664,0.4156,44,G#2,70,35,0
1071,384.1965,384.7246,0.5280,58,A#3,70,35,0
1072,384.2462,384.7154,0.4692,66,F#4,72,36,0
1073,384.9533,385.3545,0.4013,44,G#2,70,35,0
1074,384.9598,385.3598,0.4000,54,F#3,70,35,0
1075,384.9820,385.3598,0.3777,63,D#4,70,35,0
1076,385.6120,386.0577,0.4457,44,G#2,70,35,0
1077,385.6199,386.0486,0.4287,56,G#3,70,35,0
1078,385.6591,386.0630,0.4039,65,F4,70,35,0
1079,386.2969,386.9073,0.6104,44,G#2,68,34,0
1080,386.3675,387.4693,1.1018,53,F3,70,35,0
1081,386.4093,387.9082,1.4989,61,C#4,70,35,0
1082,387.0785,387.5098,0.4312,44,G#2,66,33,0
1083,387.6835,388.0493,0.3658,44,G#2,66,33,0
1084,388.2296,388.5001,0.2704,44,G#2,66,33,0
1085,388.6752,389.2017,0.5265,44,G#2,68,34,0
1086,388.7000,389.5727,0.8728,49,C#3,70,35,0
1087,388.7941,389.6472,0.8532,65,F4,72,36,0
1088,389.3833,389.6903,0.3070,44,G#2,66,33,0
1089,389.8523,390.4416,0.5892,44,G#2,70,35,0
1090,389.9137,390.9707,1.0570,54,F#3,70,35,0
1091,390.7368,391.0295,0.2927,44,G#2,66,33,0
1092,391.2216,391.7402,0.5187,44,G#2,68,34,0
1093,391.2764,392.1935,0.9171,53,F3,70,35,0
1094,392.0015,392.3006,0.2991,44,G#2,66,33,0
1095,392.5644,393.2958,0.7314,55,G3,70,35,0
1096,392.5657,393.0424,0.4767,44,G#2,70,35,0
1097,392.6363,393.3532,0.7170,65,F4,72,36,0
1098,393.3284,393.6144,0.2860,44,G#2,66,33,0
1099,394.0376,395.4389,1.4013,63,D#4,68,34,0
1100,394.0389,394.9583,0.9194,56,G#3,68,34,0
1101,394.0480,394.4999,0.4519,44,G#2,68,34,0
1102,394.7951,395.2417,0.4466,44,G#2,66,33,0
1103,395.4063,395.7550,0.3487,44,G#2,66,33,0
1104,395.9365,396.4093,0.4728,44,G#2,72,36,0
1105,396.0410,396.9812,0.9402,56,G#3,86,43,0
1106,396.7109,397.2410,0.5300,44,G#2,74,37,0
1107,396.7553,397.4067,0.6514,61,C#4,86,43,0
1108,396.7723,397.1900,0.4177,53,F3,90,45,0
1109,397.4955,398.0334,0.5379,44,G#2,72,36,0
1110,397.5255,398.1900,0.6645,63,D#4,76,38,0
1111,397.5334,398.0556,0.5222,54,F#3,80,40,0
1112,397.5412,398.0947,0.5535,61,C#4,82,41,0
1113,398.4263,399.1274,0.7010,44,G#2,86,43,0
1114,398.4276,402.1557,3.7281,37,C#2,86,43,0
1115,398.4994,399.7305,1.2311,66,F#4,98,49,0
1116,398.5086,399.4642,0.9556,58,A#3,102,51,0
1117,398.5164,399.6091,1.0927,61,C#4,104,52,0
1118,399.2892,399.6835,0.3943,44,G#2,68,34,0
1119,399.9080,400.1848,0.2768,44,G#2,70,35,0
1120,400.4028,400.9511,0.5483,44,G#2,66,33,0
1121,400.4433,400.9654,0.5222,61,C#4,76,38,0
1122,400.4433,400.9668,0.5235,56,G#3,76,38,0
1123,400.4433,401.1221,0.6788,65,F4,76,38,0
1124,401.0960,401.5829,0.4869,44,G#2,70,35,0
1125,401.1352,401.5972,0.4621,54,F#3,70,35,0
1126,401.1365,401.8595,0.7230,63,D#4,70,35,0
1127,401.1443,401.5894,0.4451,61,C#4,70,35,0
1128,401.7851,402.2197,0.4345,44,G#2,70,35,0
1129,401.8178,402.2353,0.4176,61,C#4,72,36,0
1130,401.8178,402.2445,0.4267,56,G#3,72,36,0
1131,401.8178,402.6881,0.8704,65,F4,72,36,0
1132,402.4363,404.8374,2.4011,37,C#2,66,33,0
1133,402.4611,403.1031,0.6420,44,G#2,66,33,0
1134,402.5981,404.1079,1.5098,61,C#4,66,33,0
1135,402.6046,403.7099,1.1053,53,F3,66,33,0
1136,403.2610,403.6551,0.3941,44,G#2,66,33,0
1137,403.8378,404.1640,0.3262,44,G#2,66,33,0
1138,404.3154,404.8465,0.5311,44,G#2,70,35,0
1139,404.4198,405.1910,0.7712,53,F3,82,41,0
1140,404.4211,404.9849,0.5637,56,G#3,82,41,0
1141,405.0201,405.5016,0.4815,44,G#2,70,35,0
1142,405.0853,405.5812,0.4959,61,C#4,82,41,0
1143,405.1010,405.9179,0.8169,56,G#3,86,43,0
1144,405.6895,406.0458,0.3563,44,G#2,74,37,0
1145,405.7391,406.0301,0.2910,61,C#4,88,44,0
1146,405.7482,406.1358,0.3876,65,F4,92,46,0
1147,406.4476,408.3011,1.8536,38,D2,72,36,0
1148,406.4554,407.1389,0.6835,44,G#2,72,36,0
1149,406.5506,408.0063,1.4557,59,B3,90,45,0
1150,406.5519,408.2685,1.7166,65,F4,90,45,0
1151,407.3072,407.7820,0.4748,44,G#2,74,37,0
1152,407.8981,408.2855,0.3874,44,G#2,70,35,0
1153,408.4264,408.8725,0.4461,44,G#2,70,35,0
1154,408.5007,409.2847,0.7840,66,F#4,72,36,0
1155,408.5085,408.9755,0.4670,58,A#3,72,36,0
1156,409.0342,410.1913,1.1570,39,D#2,72,36,0
1157,409.0890,409.6917,0.6026,44,G#2,74,37,0
1158,409.2090,409.7464,0.5374,54,F#3,76,38,0
1159,409.2103,409.6747,0.4644,60,C4,76,38,0
1160,409.2182,410.1326,0.9144,63,D#4,76,38,0
1161,409.8886,411.1890,1.3004,44,G#2,70,35,0
1162,409.9682,410.3660,0.3978,60,C4,70,35,0
1163,409.9682,410.8591,0.8909,65,F4,70,35,0
1164,409.9760,410.3726,0.3965,54,F#3,72,36,0
1165,410.6348,412.0561,1.4213,41,F2,68,34,0
1166,410.7365,412.4811,1.7446,61,C#4,70,35,0
1167,410.7678,412.4016,1.6338,53,F3,72,36,0
1168,411.4054,411.8540,0.4485,44,G#2,66,33,0
1169,411.9166,412.5646,0.6480,37,C#2,74,37,0
1170,411.9322,412.2412,0.3090,44,G#2,74,37,0
1171,412.5842,412.9232,0.3390,44,G#2,66,33,0
1172,413.0718,414.1397,1.0679,34,A#1,72,36,0
1173,413.1031,413.6012,0.4981,44,G#2,74,37,0
1174,413.1579,414.2349,1.0770,61,C#4,78,39,0
1175,413.1657,414.1280,0.9623,58,A#3,80,40,0
1176,413.1735,414.2427,1.0692,53,F3,84,42,0
1177,413.8672,414.2192,0.3521,44,G#2,66,33,0
1178,414.4266,416.6884,2.2618,32,G#1,72,36,0
1179,414.5126,415.2884,0.7758,44,G#2,72,36,0
1180,414.6626,415.8294,1.1669,61,C#4,86,43,0
1181,414.6639,417.1276,2.4637,54,F#3,86,43,0
1182,414.6704,417.1511,2.4807,63,D#4,88,44,0
1183,415.4775,415.8177,0.3402,44,G#2,66,33,0
1184,416.0562,416.4850,0.4288,44,G#2,70,35,0
1185,416.1031,417.1289,1.0258,60,C4,76,38,0
1186,416.7718,417.1224,0.3506,44,G#2,66,33,0
1187,417.3674,417.9044,0.5370,44,G#2,72,36,0
1188,417.4626,418.7542,1.2917,65,F4,74,37,0
1189,417.4717,418.6838,1.2121,60,C4,74,37,0
1190,417.4717,418.6917,1.2200,54,F#3,74,37,0
1191,418.2667,418.6851,0.4184,44,G#2,66,33,0
1192,419.2091,421.7683,2.5592,37,C#2,70,35,0
1193,419.2156,420.7403,1.5247,61,C#4,70,35,0
1194,419.2169,419.7995,0.5826,44,G#2,70,35,0
1195,419.2234,420.4967,1.2733,53,F3,70,35,0
1196,420.1306,420.5071,0.3765,44,G#2,66,33,0
1197,420.7638,421.0569,0.2931,44,G#2,66,33,0
1198,421.2589,421.7019,0.4430,44,G#2,70,35,0
1199,421.2836,421.7005,0.4169,56,G#3,70,35,0
1200,421.9220,422.2934,0.3713,60,C4,72,36,0
1201,421.9233,422.2777,0.3544,44,G#2,72,36,0
1202,421.9246,422.6660,0.7413,39,D#2,74,37,0
1203,422.6073,423.2627,0.6553,37,C#2,80,40,0
1204,422.6282,422.9943,0.3661,61,C#4,80,40,0
1205,422.6308,422.9969,0.3661,44,G#2,80,40,0
1206,423.1871,424.5304,1.3432,36,C2,86,43,0
1207,423.2431,423.7096,0.4664,44,G#2,86,43,0
1208,423.2939,424.8391,1.5452,63,D#4,88,44,0
1209,423.8737,424.2346,0.3609,44,G#2,78,39,0
1210,424.4066,424.7297,0.3231,44,G#2,66,33,0
1211,424.9368,425.2846,0.3477,44,G#2,72,36,0
1212,424.9512,425.4343,0.4832,63,D#4,72,36,0
1213,425.4526,426.5270,1.0744,35,B1,72,36,0
1214,425.5463,426.0165,0.4701,44,G#2,74,37,0
1215,425.5997,425.9969,0.3972,65,F4,74,37,0
1216,426.2795,426.6546,0.3751,65,F4,80,40,0
1217,426.3056,426.6077,0.3021,44,G#2,80,40,0
1218,427.0596,428.3841,1.3245,66,F#4,74,37,0
1219,427.0766,427.5623,0.4858,46,A#2,74,37,0
1220,427.0857,428.5183,1.4326,34,A#1,74,37,0
1221,427.7929,428.0624,0.2696,46,A#2,66,33,0
1222,428.3333,428.5977,0.2644,46,A#2,66,33,0
1223,428.8113,429.1838,0.3725,46,A#2,70,35,0
1224,428.8517,429.5432,0.6915,66,F#4,72,36,0
1225,428.8595,429.1825,0.3230,54,F#3,72,36,0
1226,429.4130,429.7840,0.3711,46,A#2,70,35,0
1227,429.4924,429.8140,0.3216,58,A#3,72,36,0
1228,429.8999,430.8307,0.9308,39,D#2,68,34,0
1229,430.0457,430.4063,0.3606,46,A#2,72,36,0
1230,430.0783,430.4128,0.3346,59,B3,72,36,0
1231,430.6068,432.6910,2.0842,34,A#1,68,34,0
1232,430.6458,431.1510,0.5051,46,A#2,70,35,0
1233,430.7253,432.2796,1.5544,66,F#4,70,35,0
1234,430.7331,432.2874,1.5544,61,C#4,70,35,0
1235,431.3553,431.6938,0.3385,46,A#2,66,33,0
1236,431.9164,432.2158,0.2994,46,A#2,66,33,0
1237,432.4215,432.7157,0.2942,46,A#2,72,36,0
1238,432.4632,432.8498,0.3866,66,F#4,72,36,0
1239,432.4710,432.8498,0.3788,61,C#4,72,36,0
1240,432.9735,434.1621,1.1886,34,A#1,68,34,0
1241,433.0126,433.5125,0.4999,46,A#2,68,34,0
1242,433.1011,433.5203,0.4192,66,F#4,70,35,0
1243,433.1089,433.5203,0.4114,63,D#4,72,36,0
1244,433.8054,434.1621,0.3567,46,A#2,72,36,0
1245,433.8067,434.1634,0.3567,66,F#4,72,36,0
1246,433.8223,434.1542,0.3320,63,D#4,72,36,0
1247,434.6618,435.1394,0.4776,45,A2,72,36,0
1248,434.6618,436.1297,1.4679,33,A1,72,36,0
1249,434.6631,436.0594,1.3963,65,F4,72,36,0
1250,435.3645,435.7210,0.3566,45,A2,66,33,0
1251,435.9605,436.2429,0.2824,45,A2,66,33,0
1252,436.4029,436.7582,0.3553,45,A2,66,33,0
1253,437.0275,437.3932,0.3657,45,A2,66,33,0
1254,437.6834,437.9736,0.2902,45,A2,66,33,0
1255,438.2521,439.7157,1.4636,33,A1,72,36,0
1256,438.2755,438.8259,0.5504,45,A2,72,36,0
1257,439.0900,439.4894,0.3993,45,A2,66,33,0
1258,439.6962,440.0344,0.3382,45,A2,66,33,0
1259,440.1723,440.5976,0.4254,45,A2,70,35,0
1260,440.2920,440.8968,0.6049,65,F4,72,36,0
1261,440.7902,441.2116,0.4215,45,A2,76,38,0
1262,441.3521,441.7189,0.3668,45,A2,76,38,0
1263,441.8048,443.6479,1.8432,32,G#1,92,46,0
1264,441.8906,442.6854,0.7948,44,G#2,102,51,0
1265,442.9273,443.4177,0.4904,44,G#2,82,41,0
1266,443.5647,443.9587,0.3940,44,G#2,68,34,0
1267,444.0900,444.5438,0.4538,44,G#2,70,35,0
1268,444.2006,444.9417,0.7411,65,F4,72,36,0
1269,444.7428,445.4852,0.7424,44,G#2,76,38,0
1270,445.6373,446.1509,0.5136,44,G#2,94,47,0
1271,446.0781,447.4876,1.4095,30,F#1,104,52,0
1272,446.3954,447.0715,0.6761,42,F#2,112,56,0
1273,447.2055,447.7646,0.5591,42,F#2,110,55,0
1274,447.8855,448.3666,0.4811,42,F#2,110,55,0
1275,448.4302,448.9423,0.5121,30,F#1,110,55,0
1276,448.4822,449.0658,0.5836,42,F#2,110,55,0
1277,449.1139,449.6962,0.5823,30,F#1,110,55,0
1278,449.2244,449.6936,0.4692,42,F#2,110,55,0
1279,449.8002,450.2174,0.4172,41,F2,110,55,0
1280,449.8015,450.2291,0.4276,29,F1,110,55,0
1281,450.3747,450.7867,0.4120,39,D#2,110,55,0
1282,450.3837,450.8218,0.4380,27,D#1,110,55,0
1283,451.1025,451.5132,0.4107,37,C#2,110,55,0
1284,451.1051,451.5080,0.4029,25,C#1,110,55,0
1285,451.5626,451.8408,0.2781,61,C#4,110,55,0
1286,451.5730,451.8512,0.2781,49,C#3,110,55,0
1287,451.9720,452.1904,0.2184,61,C#4,110,55,0
1288,451.9733,452.2008,0.2275,49,C#3,110,55,0
1289,452.2905,452.5049,0.2145,61,C#4,110,55,0
1290,452.3087,452.5075,0.1989,49,C#3,110,55,0
1291,452.6297,452.8416,0.2119,61,C#4,110,55,0
1292,452.6323,452.8364,0.2041,49,C#3,110,55,0
1293,452.9520,453.1703,0.2183,61,C#4,110,55,0
1294,452.9702,453.1807,0.2105,49,C#3,110,55,0
1295,453.2807,453.5055,0.2248,61,C#4,110,55,0
1296,453.2833,453.5081,0.2248,49,C#3,110,55,0
1297,453.6133,453.8173,0.2040,61,C#4,110,55,0
1298,453.6159,453.8121,0.1962,49,C#3,110,55,0
1299,453.9602,454.1395,0.1793,61,C#4,110,55,0
1300,453.9693,454.1252,0.1559,49,C#3,110,55,0
1301,454.2331,455.6310,1.3980,54,F#3,110,55,0
1302,454.2422,454.7047,0.4625,49,C#3,110,55,0
1303,454.3773,454.7177,0.3404,61,C#4,110,55,0
1304,454.8190,455.0373,0.2183,61,C#4,110,55,0
1305,454.8216,455.0399,0.2183,49,C#3,110,55,0
1306,455.1568,455.3764,0.2196,61,C#4,110,55,0
1307,455.1659,455.3790,0.2131,49,C#3,110,55,0
1308,455.4920,455.7103,0.2183,61,C#4,110,55,0
1309,455.5024,455.7129,0.2105,49,C#3,110,55,0
1310,455.8376,456.4833,0.6457,61,C#4,110,55,0
1311,455.8467,456.0338,0.1871,49,C#3,110,55,0
1312,455.9324,456.5885,0.6561,53,F3,110,55,0
1313,456.1793,456.4950,0.3157,49,C#3,110,55,0
1314,456.5210,456.7471,0.2261,61,C#4,110,55,0
1315,456.5314,456.7652,0.2339,49,C#3,110,55,0
1316,456.5392,456.9705,0.4313,51,D#3,110,55,0
1317,456.9108,457.1199,0.2092,61,C#4,110,55,0
1318,456.9121,457.1381,0.2261,49,C#3,110,55,0
1319,457.0459,457.4798,0.4339,53,F3,110,55,0
1320,457.2460,457.4720,0.2261,61,C#4,110,55,0
1321,457.2550,457.4824,0.2274,49,C#3,110,55,0
1322,457.7123,458.2617,0.5493,37,C#2,110,55,0
1323,457.7136,458.2630,0.5493,25,C#1,110,55,0
1324,458.1630,458.4149,0.2519,49,C#3,110,55,0
1325,458.1695,458.4136,0.2442,61,C#4,110,55,0
1326,458.5409,458.7422,0.2013,61,C#4,110,55,0
1327,458.5409,458.7513,0.2104,49,C#3,110,55,0
1328,458.8760,459.0526,0.1766,61,C#4,110,55,0
1329,458.8760,459.0695,0.1935,49,C#3,110,55,0
1330,459.2006,459.3929,0.1922,61,C#4,110,55,0
1331,459.2097,459.3942,0.1844,49,C#3,110,55,0
1332,459.5331,459.7201,0.1870,61,C#4,110,55,0
1333,459.5656,459.7292,0.1636,49,C#3,110,55,0
1334,459.8799,460.0916,0.2117,49,C#3,110,55,0
1335,459.8877,460.0825,0.1948,61,C#4,110,55,0
1336,460.2318,460.4799,0.2481,61,C#4,110,55,0
1337,460.2396,460.4903,0.2506,49,C#3,110,55,0
1338,460.6058,460.8890,0.2831,49,C#3,110,55,0
1339,460.6149,460.7526,0.1377,61,C#4,110,55,0
1340,460.8526,462.3084,1.4558,47,B2,110,55,0
1341,460.9370,461.2201,0.2831,49,C#3,110,55,0
1342,460.9526,462.3162,1.3636,59,B3,110,55,0
1343,461.3526,461.5786,0.2260,49,C#3,110,55,0
1344,461.6851,461.9162,0.2312,49,C#3,110,55,0
1345,462.0006,462.1786,0.1779,49,C#3,110,55,0
1346,462.2980,462.5200,0.2220,49,C#3,110,55,0
1347,462.4019,462.7576,0.3557,46,A#2,110,55,0
1348,462.4266,462.7641,0.3375,58,A#3,110,55,0
1349,462.6836,462.9004,0.2168,49,C#3,110,55,0
1350,462.9212,463.3002,0.3791,42,F#2,110,55,0
1351,462.9212,463.3080,0.3869,54,F#3,110,55,0
1352,462.9225,463.1107,0.1882,49,C#3,110,55,0
1353,463.2340,463.4119,0.1779,49,C#3,110,55,0
1354,463.3691,463.6832,0.3142,56,G#3,110,55,0
1355,463.3755,463.6832,0.3077,44,G#2,110,55,0
1356,463.6157,463.7715,0.1558,49,C#3,110,55,0
1357,463.8325,464.2375,0.4050,41,F2,110,55,0
1358,463.9208,464.2375,0.3168,49,C#3,110,55,0
1359,463.9286,464.2362,0.3077,53,F3,110,55,0
1360,464.3440,464.5452,0.2012,41,F2,110,55,0
1361,464.3518,464.5530,0.2012,53,F3,110,55,0
1362,464.3531,464.5543,0.2012,49,C#3,110,55,0
1363,464.6737,464.8412,0.1675,49,C#3,110,55,0
1364,464.6737,464.8477,0.1740,53,F3,110,55,0
1365,464.6815,464.8477,0.1662,41,F2,110,55,0
1366,464.9723,465.2060,0.2337,40,E2,110,55,0
1367,464.9814,465.1969,0.2155,50,D3,110,55,0
1368,464.9879,465.1813,0.1934,52,E3,110,55,0
1369,465.3682,465.5721,0.2038,52,E3,110,55,0
1370,465.3695,465.5734,0.2038,64,E4,110,55,0
1371,465.6889,465.8771,0.1882,52,E3,110,55,0
1372,465.6902,465.8629,0.1727,64,E4,110,55,0
1373,465.9875,466.1588,0.1714,64,E4,110,55,0
1374,465.9875,466.1588,0.1714,52,E3,110,55,0
1375,466.3003,466.4782,0.1779,64,E4,110,55,0
1376,466.3081,466.4847,0.1766,52,E3,110,55,0
1377,466.5989,466.7988,0.1999,52,E3,110,55,0
1378,466.6080,466.7924,0.1843,64,E4,110,55,0
1379,466.9001,467.2440,0.3439,51,D#3,110,55,0
1380,466.9170,468.0395,1.1225,56,G#3,110,55,0
1381,466.9572,467.2505,0.2933,63,D#4,110,55,0
1382,467.3686,467.5853,0.2167,63,D#4,110,55,0
1383,467.3868,467.5866,0.1998,51,D#3,110,55,0
1384,467.7112,467.9759,0.2647,51,D#3,110,55,0
1385,467.7177,467.9681,0.2504,63,D#4,110,55,0
1386,468.0135,468.2471,0.2336,63,D#4,110,55,0
1387,468.0304,468.2406,0.2102,51,D#3,110,55,0
1388,468.0525,468.9868,0.9343,53,F3,110,55,0
1389,468.3587,468.6105,0.2517,51,D#3,110,55,0
1390,468.3665,468.5793,0.2128,63,D#4,110,55,0
1391,468.6870,468.9634,0.2764,63,D#4,110,55,0
1392,468.7026,468.9647,0.2621,51,D#3,110,55,0
1393,468.9673,470.0275,1.0602,55,G3,110,55,0
1394,469.0231,469.2100,0.1869,63,D#4,110,55,0
1395,469.0244,469.2113,0.1869,51,D#3,110,55,0
1396,469.3423,469.5616,0.2193,51,D#3,110,55,0
1397,469.3501,469.5616,0.2115,63,D#4,110,55,0
1398,469.6966,469.8757,0.1791,51,D#3,110,55,0
1399,469.6979,469.8757,0.1778,63,D#4,110,55,0
1400,470.0638,470.3454,0.2816,39,D#2,110,55,0
1401,470.0651,470.3454,0.2803,48,C3,110,55,0
1402,470.0729,470.3376,0.2647,51,D#3,110,55,0
1403,470.4791,470.7464,0.2673,48,C3,110,55,0
1404,470.4934,470.7295,0.2362,39,D#2,110,55,0
1405,470.4947,470.7386,0.2440,51,D#3,110,55,0
1406,470.8463,471.0514,0.2050,39,D#2,110,55,0
1407,470.8476,471.0423,0.1946,51,D#3,110,55,0
1408,470.8476,471.0423,0.1946,48,C3,110,55,0
1409,471.2045,471.5250,0.3205,38,D2,110,55,0
1410,471.2123,471.5107,0.2985,50,D3,110,55,0
1411,471.2123,471.5185,0.3062,48,C3,110,55,0
1412,471.5769,471.8195,0.2426,62,D4,110,55,0
1413,471.5847,471.8195,0.2348,50,D3,110,55,0
1414,471.9220,472.1256,0.2037,62,D4,110,55,0
1415,471.9220,472.1256,0.2037,50,D3,110,55,0
1416,472.2112,472.4694,0.2581,62,D4,110,55,0
1417,472.2190,472.4772,0.2581,50,D3,110,55,0
1418,472.6030,472.8261,0.2231,62,D4,110,55,0
1419,472.6108,472.8339,0.2231,50,D3,110,55,0
1420,472.9363,473.1465,0.2101,62,D4,110,55,0
1421,472.9441,473.1556,0.2114,50,D3,110,55,0
1422,473.1776,473.6109,0.4332,49,C#3,110,55,0
1423,473.2152,473.9961,0.7809,54,F#3,110,55,0
1424,473.3125,473.6005,0.2880,61,C#4,110,55,0
1425,473.7406,473.9663,0.2257,49,C#3,110,55,0
1426,473.7471,473.9650,0.2179,61,C#4,110,55,0
1427,474.0662,474.3074,0.2413,49,C#3,110,55,0
1428,474.0804,474.2828,0.2024,61,C#4,110,55,0
1429,474.3424,474.5863,0.2439,61,C#4,110,55,0
1430,474.3437,474.5798,0.2361,49,C#3,110,55,0
1431,474.3437,474.8535,0.5098,51,D#3,110,55,0
1432,474.7199,474.9625,0.2426,61,C#4,110,55,0
1433,474.7212,474.9638,0.2426,49,C#3,110,55,0
1434,474.8872,475.2595,0.3723,53,F3,110,55,0
1435,475.1039,475.3205,0.2166,61,C#4,110,55,0
1436,475.1052,475.3153,0.2101,49,C#3,110,55,0
1437,475.4658,475.8368,0.3710,36,C2,110,55,0
1438,475.4736,475.8030,0.3295,48,C3,110,55,0
1439,475.8290,476.0793,0.2503,61,C#4,110,55,0
1440,475.8316,476.0741,0.2426,49,C#3,110,55,0
1441,476.1571,476.4749,0.3177,47,B2,110,55,0
1442,476.1584,476.4775,0.3190,35,B1,110,55,0
1443,476.5838,476.9585,0.3747,46,A#2,110,55,0
1444,476.5864,476.9676,0.3812,34,A#1,110,55,0
1445,476.9689,477.2347,0.2658,61,C#4,110,55,0
1446,476.9702,477.2373,0.2671,49,C#3,110,55,0
1447,477.3371,477.5485,0.2113,61,C#4,110,55,0
1448,477.3553,477.5666,0.2113,49,C#3,110,55,0
1449,477.6419,477.8752,0.2334,61,C#4,110,55,0
1450,477.6600,477.8778,0.2178,49,C#3,110,55,0
1451,477.9764,478.2020,0.2256,61,C#4,110,55,0
1452,477.9868,478.2046,0.2178,49,C#3,110,55,0
1453,478.3342,478.6688,0.3345,46,A#2,110,55,0
1454,478.3524,478.6779,0.3255,34,A#1,110,55,0
1455,478.7284,478.9709,0.2425,47,B2,110,55,0
1456,478.7297,478.9644,0.2347,35,B1,110,55,0
1457,479.0707,479.2989,0.2282,61,C#4,110,55,0
1458,479.0798,479.3015,0.2217,49,C#3,110,55,0
1459,479.4571,479.6905,0.2334,46,A#2,110,55,0
1460,479.4740,479.6996,0.2256,34,A#1,110,55,0
1461,479.9667,480.2610,0.2943,41,F2,110,55,0
1462,479.9693,480.2649,0.2956,29,F1,110,55,0
1463,480.3985,480.6643,0.2658,61,C#4,110,55,0
1464,480.4101,480.6746,0.2645,49,C#3,110,55,0
1465,480.7784,480.9858,0.2075,61,C#4,110,55,0
1466,480.7810,480.9975,0.2165,49,C#3,110,55,0
1467,481.1401,481.3682,0.2281,61,C#4,110,55,0
1468,481.1427,481.3786,0.2359,49,C#3,110,55,0
1469,481.4874,481.7130,0.2255,61,C#4,110,55,0
1470,481.4978,481.7311,0.2333,49,C#3,110,55,0
1471,481.9100,482.2262,0.3162,41,F2,110,55,0
1472,481.9126,482.2210,0.3085,29,F1,110,55,0
1473,482.3830,482.6850,0.3020,42,F#2,110,55,0
1474,482.3856,482.6954,0.3098,30,F#1,110,55,0
1475,482.8963,483.1283,0.2320,61,C#4,110,55,0
1476,482.9132,483.1309,0.2177,49,C#3,110,55,0
1477,483.4808,484.0174,0.5366,39,D#2,110,55,0
1478,483.4990,484.0200,0.5210,27,D#1,110,55,0
1479,484.2909,484.6797,0.3888,37,C#2,110,55,0
1480,484.3091,484.6746,0.3655,25,C#1,110,55,0
1481,484.9247,485.1593,0.2346,49,C#3,110,55,0
1482,484.9390,485.1412,0.2022,63,D#4,110,55,0
1483,484.9390,485.1489,0.2100,58,A#3,110,55,0
1484,484.9390,485.1489,0.2100,54,F#3,110,55,0
1485,484.9403,485.1515,0.2113,51,D#3,110,55,0
1486,485.2993,485.4781,0.1789,49,C#3,110,55,0
1487,485.3135,485.4755,0.1620,63,D#4,110,55,0
1488,485.3135,485.4768,0.1633,54,F#3,110,55,0
1489,485.3161,485.4704,0.1542,51,D#3,110,55,0
1490,485.3213,485.4846,0.1633,58,A#3,110,55,0
1491,485.6155,485.7982,0.1827,63,D#4,110,55,0
1492,485.6181,485.7930,0.1749,49,C#3,110,55,0
1493,485.6181,485.7943,0.1762,51,D#3,110,55,0
1494,485.6233,485.7995,0.1762,58,A#3,110,55,0
1495,485.6246,485.7917,0.1671,54,F#3,110,55,0
1496,485.9369,486.0988,0.1619,63,D#4,110,55,0
1497,485.9369,486.1144,0.1775,54,F#3,110,55,0
1498,485.9394,486.1079,0.1684,51,D#3,110,55,0
1499,485.9446,486.1144,0.1697,58,A#3,110,55,0
1500,485.9472,486.1014,0.1542,49,C#3,110,55,0
1501,486.2102,486.3657,0.1555,49,C#3,110,55,0
1502,486.2154,486.3631,0.1477,63,D#4,110,55,0
1503,486.2154,486.3631,0.1477,54,F#3,110,55,0
1504,486.2180,486.3657,0.1477,51,D#3,110,55,0
1505,486.2322,486.3722,0.1399,58,A#3,110,55,0
1506,486.4499,486.6183,0.1684,63,D#4,110,55,0
1507,486.4499,486.6261,0.1762,54,F#3,110,55,0
1508,486.4499,486.6339,0.1840,58,A#3,110,55,0
1509,486.4525,486.6209,0.1684,49,C#3,110,55,0
1510,486.4603,486.6209,0.1607,51,D#3,110,55,0
1511,486.8036,486.9591,0.1555,58,A#3,110,55,0
1512,486.8049,486.9604,0.1555,54,F#3,110,55,0
1513,486.8062,486.9539,0.1477,49,C#3,110,55,0
1514,486.8114,486.9591,0.1477,63,D#4,110,55,0
1515,486.8140,486.9539,0.1399,51,D#3,110,55,0
1516,487.0925,487.2311,0.1386,63,D#4,110,55,0
1517,487.0938,487.2337,0.1399,51,D#3,110,55,0
1518,487.0938,487.2337,0.1399,49,C#3,110,55,0
