# MIDI File Information
Filename,Bond.mid
Duration (seconds),111.07
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),480

# Tempo Changes
Time (s),Tempo (BPM)
0.0000,143.00

# Instrument 1: Sequence*Demixed 02
Bank,Program,Program Name,Is Drum
0,35,Fretless Bass,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
64,24.7377,24.8514,0.1136,52,E3,111,111,0
65,25.5830,25.6905,0.1075,52,E3,127,127,0
66,25.5856,25.7054,0.1198,40,E2,110,110,0
67,26.4248,26.5253,0.1005,52,E3,92,92,0
68,26.4265,26.5402,0.1136,40,E2,90,90,0
69,27.2640,27.3575,0.0935,40,E2,77,77,0
70,27.2683,27.3706,0.1023,52,E3,87,87,0
71,28.0987,28.1818,0.0830,52,E3,112,112,0
72,28.0987,28.1923,0.0935,40,E2,93,93,0
73,28.9335,29.0446,0.1110,40,E2,107,107,0
74,28.9484,29.0384,0.0900,52,E3,127,127,0
75,29.7814,29.8863,0.1049,40,E2,93,93,0
76,29.7858,29.8837,0.0979,52,E3,99,99,0
77,30.6119,30.7124,0.1005,52,E3,81,81,0
78,30.6223,30.7168,0.0944,40,E2,78,78,0
79,31.4554,31.5515,0.0962,52,E3,99,99,0
80,31.4554,31.5778,0.1224,40,E2,96,96,0
81,32.3007,32.4169,0.1163,40,E2,115,115,0
82,32.3050,32.4099,0.1049,52,E3,127,127,0
83,33.1355,33.2386,0.1031,40,E2,91,91,0
84,33.1424,33.2360,0.0935,52,E3,112,112,0
85,33.9772,34.0778,0.1005,52,E3,71,71,0
86,33.9790,34.1014,0.1224,40,E2,80,80,0
87,34.8138,34.9099,0.0962,40,E2,98,98,0
88,34.8181,34.9143,0.0962,52,E3,94,94,0
89,35.6486,35.7447,0.0962,52,E3,127,127,0
90,35.6486,35.7648,0.1163,40,E2,116,116,0
91,36.4947,36.6084,0.1136,40,E2,94,94,0
92,36.5008,36.6084,0.1075,52,E3,105,105,0
93,37.3356,37.4300,0.0944,52,E3,79,79,0
94,37.3356,37.4449,0.1093,40,E2,92,92,0
95,38.1704,38.2928,0.1224,40,E2,104,104,0
96,38.1774,38.2779,0.1005,52,E3,97,97,0
97,39.0052,39.1057,0.1005,52,E3,127,127,0
98,39.0166,39.1276,0.1110,40,E2,115,115,0
99,39.8514,39.9563,0.1049,52,E3,100,100,0
100,39.8575,39.9755,0.1180,40,E2,91,91,0
101,40.6861,40.8059,0.1198,40,E2,110,110,0
102,40.6879,40.7884,0.1005,52,E3,97,97,0
103,41.5271,41.6302,0.1031,40,E2,114,114,0
104,41.5297,41.6276,0.0979,52,E3,107,107,0
105,42.3706,42.4667,0.0962,52,E3,117,117,0
106,42.3706,42.4868,0.1163,40,E2,127,127,0
107,43.2080,43.3260,0.1180,40,E2,127,127,0
108,43.2124,43.3103,0.0979,52,E3,127,127,0
109,44.0402,44.1652,0.1250,40,E2,117,117,0
110,44.0489,44.1451,0.0962,52,E3,97,97,0
111,44.8776,44.9799,0.1023,40,E2,125,125,0
112,44.8881,44.9842,0.0962,52,E3,107,107,0
113,45.7255,45.8216,0.0962,40,E2,127,127,0
114,45.7255,45.8260,0.1005,52,E3,124,124,0
115,46.5690,46.6783,0.1093,40,E2,127,127,0
116,46.5708,46.6582,0.0874,52,E3,2,2,0
117,48.2403,49.2482,1.0079,47,B2,127,127,0
118,48.2447,49.1346,0.8899,59,B3,126,126,0
119,49.3793,49.5061,0.1267,43,G2,120,120,0
120,49.3811,49.5017,0.1206,55,G3,106,106,0
121,49.5034,49.7919,0.2885,54,F#3,122,122,0
122,49.5078,49.7919,0.2841,42,F#2,126,126,0
123,49.7919,49.9038,0.1119,40,E2,123,123,0
124,49.7945,49.9012,0.1066,52,E3,127,127,0
125,52.2395,52.3575,0.1180,59,B3,111,111,0
126,52.2421,52.3662,0.1241,47,B2,110,110,0
127,52.4431,52.5437,0.1005,64,E4,123,123,0
128,52.4475,52.5541,0.1066,52,E3,127,127,0
129,52.5541,52.6398,0.0857,63,D#4,118,118,0
130,52.5568,52.6442,0.0874,51,D#3,125,125,0
131,52.7552,52.8321,0.0769,62,D4,99,99,0
132,52.7622,52.8426,0.0804,50,D3,94,94,0
133,52.8627,53.0856,0.2229,61,C#4,126,126,0
134,52.8671,53.0917,0.2247,49,C#3,127,127,0
135,53.1092,53.2255,0.1163,59,B3,127,127,0
136,53.1092,53.2342,0.1250,47,B2,127,127,0
137,54.9536,55.9615,1.0079,47,B2,127,127,0
138,54.9580,55.8478,0.8899,59,B3,126,126,0
139,56.0926,56.2193,0.1267,43,G2,120,120,0
140,56.0943,56.2150,0.1206,55,G3,106,106,0
141,56.2167,56.5052,0.2885,54,F#3,122,122,0
142,56.2211,56.5052,0.2841,42,F#2,126,126,0
143,56.5052,56.6171,0.1119,40,E2,123,123,0
144,56.5078,56.6145,0.1066,52,E3,127,127,0
145,58.9527,59.0707,0.1180,59,B3,111,111,0
146,58.9554,59.0795,0.1241,47,B2,110,110,0
147,59.1564,59.2569,0.1005,64,E4,123,123,0
148,59.1608,59.2674,0.1066,52,E3,127,127,0
149,59.2674,59.3531,0.0857,63,D#4,118,118,0
150,59.2700,59.3575,0.0874,51,D#3,125,125,0
151,59.4685,59.5454,0.0769,62,D4,99,99,0
152,59.4755,59.5559,0.0804,50,D3,94,94,0
153,59.5760,59.7989,0.2229,61,C#4,126,126,0
154,59.5804,59.8050,0.2247,49,C#3,127,127,0
155,59.8225,59.9388,0.1163,59,B3,127,127,0
156,59.8225,59.9475,0.1250,47,B2,127,127,0
157,61.6669,62.6748,1.0079,47,B2,127,127,0
158,61.6713,62.5611,0.8899,59,B3,126,126,0
159,62.8059,62.9326,0.1267,43,G2,120,120,0
160,62.8076,62.9283,0.1206,55,G3,106,106,0
161,62.9300,63.2185,0.2885,54,F#3,122,122,0
162,62.9344,63.2185,0.2841,42,F#2,126,126,0
163,63.2185,63.3304,0.1119,40,E2,123,123,0
164,63.2211,63.3277,0.1066,52,E3,127,127,0
165,65.6660,65.7840,0.1180,59,B3,111,111,0
166,65.6686,65.7928,0.1241,47,B2,110,110,0
167,65.8697,65.9702,0.1005,64,E4,123,123,0
168,65.8741,65.9807,0.1066,52,E3,127,127,0
169,65.9807,66.0664,0.0857,63,D#4,118,118,0
170,65.9833,66.0707,0.0874,51,D#3,125,125,0
171,66.1818,66.2587,0.0769,62,D4,99,99,0
172,66.1887,66.2692,0.0804,50,D3,94,94,0
173,66.2893,66.5122,0.2229,61,C#4,126,126,0
174,66.2936,66.5183,0.2247,49,C#3,127,127,0
175,66.5358,66.6520,0.1163,59,B3,127,127,0
176,66.5358,66.6608,0.1250,47,B2,127,127,0
177,68.3802,69.3880,1.0079,47,B2,127,127,0
178,68.3845,69.2744,0.8899,59,B3,126,126,0
179,69.5192,69.6459,0.1267,43,G2,120,120,0
180,69.5209,69.6415,0.1206,55,G3,106,106,0
181,69.6433,69.9317,0.2885,54,F#3,122,122,0
182,69.6477,69.9317,0.2841,42,F#2,126,126,0
183,69.9317,70.0436,0.1119,40,E2,123,123,0
184,69.9344,70.0410,0.1066,52,E3,127,127,0
185,72.3793,72.4973,0.1180,59,B3,111,111,0
186,72.3819,72.5060,0.1241,47,B2,110,110,0
187,72.5830,72.6835,0.1005,64,E4,123,123,0
188,72.5873,72.6940,0.1066,52,E3,127,127,0
189,72.6940,72.7796,0.0857,63,D#4,118,118,0
190,72.6966,72.7840,0.0874,51,D#3,125,125,0
191,72.8950,72.9720,0.0769,62,D4,99,99,0
192,72.9020,72.9824,0.0804,50,D3,94,94,0
193,73.0025,73.2255,0.2229,61,C#4,126,126,0
194,73.0069,73.2316,0.2247,49,C#3,127,127,0
195,73.2491,73.3653,0.1163,59,B3,127,127,0
196,73.2491,73.3741,0.1250,47,B2,127,127,0
197,73.8435,74.0401,0.1967,59,B3,127,127,0
198,74.1275,74.2569,0.1294,59,B3,117,117,0
199,74.5515,74.6651,0.1136,59,B3,107,107,0
200,74.6782,74.9606,0.2823,63,D#4,127,127,0
201,74.9623,75.0961,0.1337,61,C#4,107,107,0
202,75.1022,75.2683,0.1661,63,D#4,121,121,0
203,75.5200,75.7036,0.1836,61,C#4,127,127,0
204,75.5200,75.7036,0.1836,64,E4,127,127,0
205,75.8085,75.9632,0.1547,61,C#4,119,119,0
206,75.8085,75.9632,0.1547,64,E4,119,119,0
207,76.2211,76.3522,0.1311,61,C#4,104,104,0
208,76.2211,76.3522,0.1311,64,E4,104,104,0
209,76.3548,76.6407,0.2858,63,D#4,125,125,0
210,76.6433,76.7788,0.1355,61,C#4,102,102,0
211,76.7805,76.9361,0.1556,63,D#4,127,127,0
212,77.1983,77.4055,0.2072,59,B3,127,127,0
213,77.4842,77.6109,0.1267,59,B3,118,118,0
214,77.9064,78.0261,0.1198,59,B3,102,102,0
215,78.0375,78.4457,0.4082,63,D#4,125,125,0
216,78.4571,78.6162,0.1591,63,D#4,127,127,0
217,78.8784,79.0664,0.1879,64,E4,127,127,0
218,79.1625,79.3400,0.1774,64,E4,118,118,0
219,79.5803,79.7202,0.1399,64,E4,105,105,0
220,79.7219,80.1197,0.3977,63,D#4,127,127,0
221,80.1354,80.2683,0.1329,63,D#4,125,125,0
222,80.5567,80.7403,0.1836,67,G4,127,127,0
223,80.5567,80.7403,0.1836,71,B4,127,127,0
224,80.8391,80.9938,0.1547,67,G4,120,120,0
225,80.8391,80.9938,0.1547,71,B4,120,120,0
226,81.2560,81.7718,0.5157,47,B2,127,127,0
227,81.8155,81.9990,0.1836,67,G4,127,127,0
228,81.8155,81.9990,0.1836,71,B4,127,127,0
229,82.0978,82.2525,0.1547,67,G4,127,127,0
230,82.0978,82.2525,0.1547,71,B4,127,127,0
231,82.5130,83.0174,0.5044,47,B2,127,127,0
232,83.0742,83.2386,0.1643,67,G4,127,127,0
233,83.0742,83.2386,0.1643,71,B4,127,127,0
234,83.1817,83.2386,0.0568,67,G4,127,127,0
235,83.1817,83.2386,0.0568,71,B4,127,127,0
236,83.3915,83.4719,0.0804,67,G4,114,114,0
237,83.3915,83.4719,0.0804,71,B4,114,114,0
238,83.4964,83.6686,0.1722,67,G4,127,127,0
239,83.4964,83.6686,0.1722,71,B4,127,127,0
240,83.7062,83.7866,0.0804,67,G4,114,114,0
241,83.7062,83.7866,0.0804,71,B4,114,114,0
242,84.3198,84.4116,0.0918,40,E2,78,78,0
243,84.3286,84.4274,0.0988,52,E3,99,99,0
244,85.1573,85.2683,0.1110,40,E2,96,96,0
245,85.1573,85.2709,0.1136,52,E3,111,111,0
246,86.0025,86.1101,0.1075,52,E3,127,127,0
247,86.0052,86.1249,0.1198,40,E2,110,110,0
248,86.8443,86.9448,0.1005,52,E3,92,92,0
249,86.8461,86.9597,0.1136,40,E2,90,90,0
250,87.6835,87.7770,0.0935,40,E2,77,77,0
251,87.6878,87.7901,0.1023,52,E3,87,87,0
252,88.5183,88.6013,0.0830,52,E3,112,112,0
253,88.5183,88.6118,0.0935,40,E2,93,93,0
254,89.3531,89.4641,0.1110,40,E2,107,107,0
255,89.3679,89.4580,0.0900,52,E3,127,127,0
256,90.2010,90.3059,0.1049,40,E2,93,93,0
257,90.2053,90.3032,0.0979,52,E3,99,99,0
258,91.0314,91.1319,0.1005,52,E3,81,81,0
259,91.0419,91.1363,0.0944,40,E2,78,78,0
260,91.8749,91.9711,0.0962,52,E3,99,99,0
261,91.8749,91.9973,0.1224,40,E2,96,96,0
262,92.7202,92.8364,0.1163,40,E2,115,115,0
263,92.7246,92.8295,0.1049,52,E3,127,127,0
264,93.5550,93.6581,0.1031,40,E2,91,91,0
265,93.5620,93.6555,0.0935,52,E3,112,112,0
266,94.3968,94.4973,0.1005,52,E3,71,71,0
267,94.3985,94.5209,0.1224,40,E2,80,80,0
268,95.2333,95.3295,0.0962,40,E2,98,98,0
269,95.2377,95.3338,0.0962,52,E3,94,94,0
270,96.0681,96.1642,0.0962,52,E3,127,127,0
271,96.0681,96.1843,0.1163,40,E2,116,116,0
272,96.9142,97.0279,0.1136,40,E2,94,94,0
273,96.9204,97.0279,0.1075,52,E3,105,105,0
274,97.7551,97.8496,0.0944,52,E3,79,79,0
275,97.7551,97.8644,0.1093,40,E2,92,92,0
276,98.5899,98.7123,0.1224,40,E2,104,104,0
277,98.5969,98.6975,0.1005,52,E3,97,97,0
278,99.4247,99.5253,0.1005,52,E3,127,127,0
279,99.4361,99.5471,0.1110,40,E2,115,115,0
280,100.2709,100.3758,0.1049,52,E3,100,100,0
281,100.2770,100.3950,0.1180,40,E2,91,91,0
282,100.6817,100.9719,0.2902,40,E2,119,119,0
283,100.9789,101.1144,0.1355,43,G2,109,109,0
284,101.3985,101.5314,0.1329,50,D3,108,108,0
285,101.5384,106.5707,5.0323,50,D3,85,85,0

# Control Changes for Instrument 7
Time (s),Control Number,Control Name,Value
0.5420,7,Volume,115
0.5420,10,Pan,120
0.5420,11,Control 11,100
0.5463,91,Reverb,121
0.5463,93,Chorus,0
0.8829,101,Control 101,0
0.8846,100,Control 100,0
0.8872,6,Control 6,2
0.8890,100,Control 100,127
0.8890,101,Control 101,127
40.6774,11,Control 11,100
44.0445,11,Control 11,127
48.3190,11,Control 11,121
48.3627,11,Control 11,112
48.4134,11,Control 11,108
48.4764,11,Control 11,102
48.5157,11,Control 11,97
48.5576,11,Control 11,86
48.5900,11,Control 11,84
48.7910,11,Control 11,87
48.8304,11,Control 11,86
48.8723,11,Control 11,88
48.9073,11,Control 11,89
48.9396,11,Control 11,90
48.9947,11,Control 11,93
49.0576,11,Control 11,97
49.1127,11,Control 11,102
49.1494,11,Control 11,106
49.1888,11,Control 11,111
49.2325,11,Control 11,115
49.2937,11,Control 11,122
49.3374,11,Control 11,127
55.0323,11,Control 11,121
55.0760,11,Control 11,112
55.1267,11,Control 11,108
55.1896,11,Control 11,102
55.2290,11,Control 11,97
55.2709,11,Control 11,86
55.3033,11,Control 11,84
55.5043,11,Control 11,87
55.5437,11,Control 11,86
55.5856,11,Control 11,88
55.6206,11,Control 11,89
55.6529,11,Control 11,90
55.7080,11,Control 11,93
55.7709,11,Control 11,97
55.8260,11,Control 11,102
55.8627,11,Control 11,106
55.9020,11,Control 11,111
55.9457,11,Control 11,115
56.0069,11,Control 11,122
56.0506,11,Control 11,127
61.7456,11,Control 11,121
61.7893,11,Control 11,112
61.8400,11,Control 11,108
61.9029,11,Control 11,102
61.9422,11,Control 11,97
61.9842,11,Control 11,86
62.0165,11,Control 11,84
62.2176,11,Control 11,87
62.2569,11,Control 11,86
62.2989,11,Control 11,88
62.3339,11,Control 11,89
62.3662,11,Control 11,90
62.4213,11,Control 11,93
62.4842,11,Control 11,97
62.5393,11,Control 11,102
62.5760,11,Control 11,106
62.6153,11,Control 11,111
62.6590,11,Control 11,115
62.7202,11,Control 11,122
62.7639,11,Control 11,127
68.4588,11,Control 11,121
68.5026,11,Control 11,112
68.5533,11,Control 11,108
68.6162,11,Control 11,102
68.6555,11,Control 11,97
68.6975,11,Control 11,86
68.7298,11,Control 11,84
68.9309,11,Control 11,87
68.9702,11,Control 11,86
69.0122,11,Control 11,88
69.0471,11,Control 11,89
69.0795,11,Control 11,90
69.1345,11,Control 11,93
69.1975,11,Control 11,97
69.2526,11,Control 11,102
69.2893,11,Control 11,106
69.3286,11,Control 11,111
69.3723,11,Control 11,115
69.4335,11,Control 11,122
69.4772,11,Control 11,127
102.3443,1,Modulation,9
102.3836,1,Modulation,17
102.4169,1,Modulation,23
102.4562,1,Modulation,27
102.5366,1,Modulation,29
102.5847,1,Modulation,32
102.6179,1,Modulation,34
102.6660,1,Modulation,37
102.6983,1,Modulation,39
102.7377,1,Modulation,42
102.7857,1,Modulation,46
102.8190,1,Modulation,48
102.8670,1,Modulation,50
102.9151,1,Modulation,53
102.9562,1,Modulation,56
102.9955,1,Modulation,59
103.0287,1,Modulation,61
103.0681,1,Modulation,63
103.1249,1,Modulation,65
103.1642,1,Modulation,68
103.1966,1,Modulation,70
103.2385,1,Modulation,73
103.2927,1,Modulation,75
103.3259,1,Modulation,76
103.3653,1,Modulation,77
103.4064,1,Modulation,78
103.4457,1,Modulation,80
103.4938,1,Modulation,82
103.5270,1,Modulation,84
103.5593,1,Modulation,85
103.5926,1,Modulation,87
103.6406,1,Modulation,88
103.7368,1,Modulation,90
103.7997,1,Modulation,92
103.8653,1,Modulation,93
103.9046,1,Modulation,94
103.9614,1,Modulation,95
104.0751,1,Modulation,97
104.1144,1,Modulation,99
104.1476,1,Modulation,100
104.1957,1,Modulation,101
104.3242,1,Modulation,102
104.4055,1,Modulation,103
104.4536,1,Modulation,104
104.5165,1,Modulation,106
104.5646,1,Modulation,108
104.6214,1,Modulation,109
104.6546,1,Modulation,110
104.7350,1,Modulation,111
104.8382,1,Modulation,113
104.8793,1,Modulation,114
104.9448,1,Modulation,116
104.9842,1,Modulation,117
105.0567,1,Modulation,118
105.1284,1,Modulation,119
105.1852,1,Modulation,120
105.2333,1,Modulation,122
105.2901,1,Modulation,123
105.3294,1,Modulation,124
105.4020,1,Modulation,126
105.8058,1,Modulation,127
106.3198,1,Modulation,119
106.3522,1,Modulation,111
106.3854,1,Modulation,100
106.4247,1,Modulation,80
106.4571,1,Modulation,58
106.4964,1,Modulation,23
106.5296,1,Modulation,0

# Instrument 8: Sequence*Demixed 07
Bank,Program,Program Name,Is Drum
0,60,French Horn,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,6.7133,7.5367,0.8234,59,B3,42,42,0
2,7.5454,8.3741,0.8287,60,C4,57,57,0
3,8.3802,9.2133,0.8330,61,C#4,70,70,0
4,9.2176,10.0481,0.8304,60,C4,48,48,0
5,10.0612,10.8916,0.8304,59,B3,81,81,0
6,10.8977,11.7325,0.8348,60,C4,97,97,0
7,11.7439,12.5804,0.8365,61,C#4,114,114,0
8,12.5848,13.4134,0.8287,60,C4,97,97,0
9,13.4196,14.2526,0.8330,59,B3,87,87,0
10,14.2613,15.0891,0.8278,60,C4,95,95,0
11,15.0961,15.9178,0.8217,61,C#4,108,108,0
12,15.9283,16.7587,0.8304,60,C4,87,87,0
13,16.7701,17.5979,0.8278,59,B3,84,84,0
14,17.6180,18.4502,0.8322,60,C4,99,99,0
15,18.4545,19.2762,0.8217,61,C#4,115,115,0
16,19.2849,20.1180,0.8330,60,C4,81,81,0
17,20.1355,20.9659,0.8304,59,B3,81,81,0
18,20.9720,21.8007,0.8287,60,C4,99,99,0
19,21.8068,22.6398,0.8330,61,C#4,108,108,0
20,22.6442,23.4746,0.8304,60,C4,90,90,0
21,23.4877,24.3182,0.8304,59,B3,81,81,0
22,24.3243,25.1591,0.8348,60,C4,97,97,0
23,25.1704,26.0070,0.8365,61,C#4,114,114,0
24,26.0113,26.7963,0.7850,60,C4,97,97,0
25,26.7963,27.0411,0.2448,52,E3,121,121,0
26,27.0690,27.4668,0.3977,55,G3,124,124,0
27,27.4606,28.9466,1.4860,62,D4,127,127,0
28,30.1529,30.3977,0.2448,52,E3,121,121,0
29,30.4257,30.8234,0.3977,55,G3,124,124,0
30,30.8173,32.3033,1.4860,62,D4,127,127,0
31,33.5096,33.7543,0.2448,52,E3,121,121,0
32,33.7823,34.1800,0.3977,55,G3,124,124,0
33,34.1739,35.6599,1.4860,62,D4,127,127,0
34,40.6879,40.7797,0.0918,52,E3,96,96,0
35,41.5209,41.6188,0.0979,52,E3,103,103,0
36,42.3688,42.4624,0.0935,52,E3,119,119,0
37,43.2097,43.3103,0.1005,52,E3,122,122,0
38,44.0445,44.1407,0.0962,64,E4,84,84,0
39,44.0472,44.1346,0.0874,52,E3,105,105,0
40,44.8837,44.9667,0.0830,64,E4,101,101,0
41,44.8881,44.9755,0.0874,52,E3,119,119,0
42,45.7229,45.7928,0.0699,52,E3,111,111,0
43,45.7272,45.8260,0.0988,64,E4,127,127,0
44,46.5533,46.6494,0.0962,64,E4,127,127,0
45,46.5559,46.6521,0.0962,52,E3,127,127,0
46,46.9755,47.2613,0.2858,64,E4,106,106,0
47,47.2683,47.4038,0.1355,67,G4,94,94,0
48,47.6853,48.4484,0.7631,74,D5,101,101,0
49,48.5201,48.6118,0.0918,67,G4,84,84,0
50,48.6538,48.9248,0.2710,70,A#4,112,112,0
51,48.9353,50.0568,1.1215,71,B4,115,115,0
52,50.1984,50.7403,0.5420,67,G4,110,110,0
53,50.7473,51.4423,0.6949,66,F#4,86,86,0
54,51.4510,51.5402,0.0892,59,B3,79,79,0
55,51.5909,51.8618,0.2710,64,E4,108,108,0
56,51.8706,52.8933,1.0227,61,C#4,98,98,0
57,53.6888,53.9746,0.2858,64,E4,106,106,0
58,53.9816,54.1171,0.1355,67,G4,94,94,0
59,54.3985,55.1617,0.7631,74,D5,101,101,0
60,55.2333,55.3251,0.0918,67,G4,84,84,0
61,55.3671,55.6381,0.2710,70,A#4,112,112,0
62,55.6485,56.7700,1.1215,71,B4,115,115,0
63,56.9117,57.4536,0.5420,67,G4,110,110,0
64,57.4606,58.1555,0.6949,66,F#4,86,86,0
65,58.1643,58.2534,0.0892,59,B3,79,79,0
66,58.3041,58.5751,0.2710,63,D#4,108,108,0
67,58.5839,59.6066,1.0227,64,E4,98,98,0
68,60.4020,60.6879,0.2858,64,E4,106,106,0
69,60.6949,60.8304,0.1355,67,G4,94,94,0
70,61.1118,61.8749,0.7631,74,D5,101,101,0
71,61.9466,62.0384,0.0918,67,G4,84,84,0
72,62.0804,62.3513,0.2710,70,A#4,112,112,0
73,62.3618,63.4833,1.1215,71,B4,115,115,0
74,63.6249,64.1669,0.5420,67,G4,110,110,0
75,64.1739,64.8688,0.6949,66,F#4,86,86,0
76,64.8776,64.9667,0.0892,59,B3,79,79,0
77,65.0174,65.2884,0.2710,64,E4,108,108,0
78,65.2971,66.3199,1.0227,61,C#4,98,98,0
79,67.1153,67.4012,0.2858,64,E4,106,106,0
80,67.4081,67.5436,0.1355,67,G4,94,94,0
81,67.8251,68.5882,0.7631,74,D5,101,101,0
82,68.6599,68.7517,0.0918,67,G4,84,84,0
83,68.7936,69.0646,0.2710,70,A#4,112,112,0
84,69.0751,70.1966,1.1215,71,B4,115,115,0
85,70.3382,70.8802,0.5420,67,G4,110,110,0
86,70.8872,71.5821,0.6949,66,F#4,86,86,0
87,71.5908,71.6800,0.0892,59,B3,79,79,0
88,71.7307,72.0017,0.2710,63,D#4,108,108,0
89,72.0104,73.0331,1.0227,64,E4,98,98,0
90,87.2158,87.4606,0.2448,52,E3,121,121,0
91,87.4885,87.8863,0.3977,55,G3,124,124,0
92,87.8802,89.3662,1.4860,62,D4,127,127,0
93,90.5725,90.8172,0.2448,52,E3,121,121,0
94,90.8452,91.2429,0.3977,55,G3,124,124,0
95,91.2368,92.7228,1.4860,62,D4,127,127,0
96,93.9291,94.1739,0.2448,52,E3,121,121,0
97,94.2018,94.5996,0.3977,55,G3,124,124,0
98,94.5934,96.0794,1.4860,62,D4,127,127,0
99,101.9405,102.2263,0.2858,55,G3,127,127,0
100,102.2333,102.3688,0.1355,59,B3,121,121,0
101,102.6502,106.5471,3.8968,65,F4,127,127,0

# Control Changes for Instrument 8
Time (s),Control Number,Control Name,Value
0.5638,7,Volume,90
0.5638,10,Pan,26
0.5638,11,Control 11,90
0.5682,91,Reverb,120
0.5682,93,Chorus,0
0.8916,101,Control 101,0
0.8934,100,Control 100,0
0.8960,6,Control 6,2
0.8977,100,Control 100,127
0.8977,101,Control 101,127
8.7019,1,Modulation,6
8.7413,1,Modulation,18
8.7780,1,Modulation,34
8.8173,1,Modulation,48
8.8566,1,Modulation,61
8.8942,1,Modulation,76
8.9266,1,Modulation,86
8.9642,1,Modulation,92
9.0402,1,Modulation,87
9.0883,1,Modulation,80
9.1259,1,Modulation,68
9.1652,1,Modulation,50
9.2019,1,Modulation,0
11.9554,1,Modulation,5
11.9947,1,Modulation,27
12.0323,1,Modulation,45
12.0647,1,Modulation,59
12.1023,1,Modulation,75
12.1416,1,Modulation,88
12.1783,1,Modulation,98
12.2115,1,Modulation,103
12.2482,1,Modulation,106
12.3339,1,Modulation,105
12.3732,1,Modulation,103
12.4187,1,Modulation,100
12.4563,1,Modulation,94
12.4956,1,Modulation,81
12.5350,1,Modulation,64
12.5717,1,Modulation,0
15.4152,1,Modulation,6
15.4545,1,Modulation,18
15.4912,1,Modulation,34
15.5306,1,Modulation,48
15.5699,1,Modulation,61
15.6075,1,Modulation,76
15.6398,1,Modulation,86
15.6774,1,Modulation,92
15.7535,1,Modulation,87
15.8016,1,Modulation,80
15.8391,1,Modulation,68
15.8785,1,Modulation,50
15.9152,1,Modulation,0
18.6687,1,Modulation,5
18.7080,1,Modulation,27
18.7456,1,Modulation,45
18.7780,1,Modulation,59
18.8155,1,Modulation,75
18.8549,1,Modulation,88
18.8916,1,Modulation,98
18.9248,1,Modulation,103
18.9615,1,Modulation,106
19.0472,1,Modulation,105
19.0865,1,Modulation,103
19.1320,1,Modulation,100
19.1696,1,Modulation,94
19.2089,1,Modulation,81
19.2482,1,Modulation,64
19.2849,1,Modulation,0
22.1285,1,Modulation,6
22.1678,1,Modulation,18
22.2045,1,Modulation,34
22.2439,1,Modulation,48
22.2832,1,Modulation,61
22.3208,1,Modulation,76
22.3531,1,Modulation,86
22.3907,1,Modulation,92
22.4668,1,Modulation,87
22.5148,1,Modulation,80
22.5524,1,Modulation,68
22.5918,1,Modulation,50
22.6285,1,Modulation,0
25.3820,1,Modulation,5
25.4213,1,Modulation,27
25.4589,1,Modulation,45
25.4912,1,Modulation,59
25.5288,1,Modulation,75
25.5682,1,Modulation,88
25.6049,1,Modulation,98
25.6381,1,Modulation,103
25.6748,1,Modulation,106
25.7605,1,Modulation,105
25.7998,1,Modulation,103
25.8453,1,Modulation,100
25.8828,1,Modulation,94
25.9222,1,Modulation,81
25.9615,1,Modulation,64
25.9982,1,Modulation,0
26.7762,11,Control 11,110
27.8208,1,Modulation,8
27.8601,1,Modulation,27
27.8977,1,Modulation,40
27.9370,1,Modulation,49
27.9519,11,Control 11,108
27.9764,1,Modulation,55
28.0131,1,Modulation,61
28.0463,1,Modulation,66
28.0638,11,Control 11,107
28.0830,1,Modulation,71
28.1180,11,Control 11,106
28.1223,1,Modulation,75
28.1512,11,Control 11,105
28.1617,1,Modulation,78
28.1862,11,Control 11,104
28.1993,1,Modulation,79
28.2229,11,Control 11,102
28.2535,1,Modulation,81
28.2561,11,Control 11,99
28.2928,1,Modulation,83
28.2954,11,Control 11,97
28.3304,1,Modulation,84
28.3321,11,Control 11,95
28.3846,1,Modulation,87
28.3872,11,Control 11,90
28.4222,1,Modulation,89
28.4309,11,Control 11,87
28.4545,1,Modulation,90
28.4703,11,Control 11,85
28.4921,1,Modulation,91
28.5140,11,Control 11,81
29.4362,1,Modulation,0
30.1328,11,Control 11,110
31.1774,1,Modulation,8
31.2168,1,Modulation,27
31.2543,1,Modulation,40
31.2937,1,Modulation,49
31.3085,11,Control 11,108
31.3330,1,Modulation,55
31.3697,1,Modulation,61
31.4029,1,Modulation,66
31.4204,11,Control 11,107
31.4397,1,Modulation,71
31.4746,11,Control 11,106
31.4790,1,Modulation,75
31.5078,11,Control 11,105
31.5183,1,Modulation,78
31.5428,11,Control 11,104
31.5559,1,Modulation,79
31.5795,11,Control 11,102
31.6101,1,Modulation,81
31.6127,11,Control 11,99
31.6494,1,Modulation,83
31.6521,11,Control 11,97
31.6870,1,Modulation,84
31.6888,11,Control 11,95
31.7412,1,Modulation,87
31.7438,11,Control 11,90
31.7788,1,Modulation,89
31.7876,11,Control 11,87
31.8112,1,Modulation,90
31.8269,11,Control 11,85
31.8487,1,Modulation,91
31.8706,11,Control 11,81
32.6661,1,Modulation,0
33.4895,11,Control 11,110
