# MIDI File Information
Filename,Bond.mid
Duration (seconds),111.07
Tempo Adjustment Factor,1.00
Resolution (ticks/beat),480

# Tempo Changes
Time (s),Tempo (BPM)
0.0000,143.00

# Instrument 1: Sequence*Demixed 02
Bank,Program,Program Name,Is Drum
0,35,Fretless Bass,False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
34,20.3601,20.4257,0.0656,42,F#2,97,97,0
35,20.4563,20.5262,0.0699,42,F#2,117,117,0
36,20.5481,20.7342,0.1862,42,F#2,127,127,0
37,20.7622,21.1757,0.4135,42,F#2,124,124,0
38,21.2019,21.3916,0.1897,40,E2,99,99,0
39,21.4073,21.6040,0.1967,40,E2,127,127,0
40,21.6215,21.7981,0.1766,40,E2,107,107,0
41,21.8313,22.0122,0.1809,40,E2,127,127,0
42,22.0411,22.1154,0.0743,43,G2,89,89,0
43,22.1416,22.2176,0.0760,43,G2,117,117,0
44,22.2526,22.4213,0.1687,43,G2,127,127,0
45,22.4606,22.8514,0.3907,43,G2,125,125,0
46,22.8820,23.0594,0.1774,42,F#2,105,105,0
47,23.0900,23.2299,0.1399,41,F2,126,126,0
48,23.2972,23.4834,0.1862,40,E2,127,127,0
49,23.5113,23.6687,0.1573,51,D#3,127,127,0
50,23.7194,24.7115,0.9921,50,D3,109,109,0
51,24.7683,24.9536,0.1853,47,B2,127,127,0
52,24.9842,25.1591,0.1748,45,A2,115,115,0
53,25.2010,26.7526,1.5516,47,B2,127,127,0
54,26.8706,27.0515,0.1809,40,E2,127,127,0
55,27.0778,27.1722,0.0944,42,F#2,93,93,0
56,27.1809,27.2657,0.0848,42,F#2,107,107,0
57,27.2814,27.4825,0.2010,42,F#2,127,127,0
58,27.4886,27.8601,0.3715,42,F#2,119,119,0
59,27.9152,28.1162,0.2010,40,E2,105,105,0
60,28.1223,28.3059,0.1836,40,E2,127,127,0
61,28.3304,28.5026,0.1722,40,E2,115,115,0
62,28.5446,28.7168,0.1722,40,E2,127,127,0
63,28.7587,28.8129,0.0542,43,G2,88,88,0
64,28.8435,28.9161,0.0726,43,G2,118,118,0
65,28.9397,29.1407,0.2010,43,G2,127,127,0
66,29.1652,29.5384,0.3733,43,G2,125,125,0
67,29.5953,29.7814,0.1862,42,F#2,116,116,0
68,29.8094,29.9711,0.1617,42,F#2,125,125,0
69,30.0061,30.1897,0.1836,42,F#2,110,110,0
70,30.2229,30.4082,0.1853,40,E2,125,125,0
71,30.4327,30.4895,0.0568,42,F#2,96,96,0
72,30.5157,30.5874,0.0717,42,F#2,116,116,0
73,30.6119,30.7998,0.1879,42,F#2,127,127,0
74,30.8278,31.2473,0.4196,42,F#2,123,123,0
75,31.2849,31.4729,0.1879,40,E2,114,114,0
76,31.4991,31.6888,0.1897,40,E2,127,127,0
77,31.6914,31.8793,0.1879,40,E2,121,121,0
78,31.9029,32.0515,0.1486,40,E2,127,127,0
79,32.0996,32.1608,0.0612,43,G2,98,98,0
80,32.1914,32.2570,0.0656,43,G2,112,112,0
81,32.2902,32.4694,0.1792,43,G2,125,125,0
82,32.4886,32.8863,0.3977,43,G2,127,127,0
83,32.9327,33.1162,0.1836,42,F#2,114,114,0
84,33.1442,33.3260,0.1818,42,F#2,123,123,0
85,33.3566,33.5358,0.1792,42,F#2,115,115,0
86,33.5638,33.7674,0.2037,40,E2,127,127,0
87,33.7893,33.8549,0.0656,42,F#2,97,97,0
88,33.8916,33.9772,0.0857,42,F#2,117,117,0
89,33.9947,34.1975,0.2028,42,F#2,127,127,0
90,34.2019,34.5979,0.3960,42,F#2,123,123,0
91,34.6372,34.8120,0.1748,40,E2,105,105,0
92,34.8487,35.0279,0.1792,40,E2,127,127,0
93,35.0480,35.2360,0.1879,40,E2,108,108,0
94,35.2622,35.4283,0.1661,40,E2,127,127,0
95,35.4633,35.5218,0.0586,43,G2,94,94,0
96,35.5507,35.6206,0.0699,43,G2,115,115,0
97,35.6556,35.8260,0.1705,43,G2,127,127,0
98,35.8697,36.2718,0.4021,43,G2,123,123,0
99,36.3199,36.5297,0.2098,42,F#2,114,114,0
100,36.5314,36.7264,0.1949,41,F2,127,127,0
101,36.7281,36.9099,0.1818,40,E2,118,118,0
102,36.9362,37.1416,0.2054,51,D#3,127,127,0
103,37.1433,38.0813,0.9379,50,D3,127,127,0
104,38.1949,38.3627,0.1678,47,B2,127,127,0
105,38.4021,38.6031,0.2010,45,A2,110,110,0
106,38.6145,39.8924,1.2780,47,B2,127,127,0
107,87.2901,87.4711,0.1809,40,E2,127,127,0
108,87.4973,87.5917,0.0944,42,F#2,93,93,0
109,87.6004,87.6852,0.0848,42,F#2,107,107,0
110,87.7010,87.9020,0.2010,42,F#2,127,127,0
111,87.9081,88.2796,0.3715,42,F#2,119,119,0
112,88.3347,88.5358,0.2010,40,E2,105,105,0
113,88.5419,88.7254,0.1836,40,E2,127,127,0
114,88.7499,88.9221,0.1722,40,E2,115,115,0
115,88.9641,89.1363,0.1722,40,E2,127,127,0
116,89.1782,89.2324,0.0542,43,G2,88,88,0
117,89.2630,89.3356,0.0726,43,G2,118,118,0
118,89.3592,89.5602,0.2010,43,G2,127,127,0
119,89.5847,89.9580,0.3733,43,G2,125,125,0
120,90.0148,90.2010,0.1862,42,F#2,116,116,0
121,90.2289,90.3906,0.1617,42,F#2,125,125,0
122,90.4256,90.6092,0.1836,42,F#2,110,110,0
123,90.6424,90.8277,0.1853,40,E2,125,125,0
124,90.8522,90.9090,0.0568,42,F#2,96,96,0
125,90.9352,91.0069,0.0717,42,F#2,116,116,0
126,91.0314,91.2193,0.1879,42,F#2,127,127,0
127,91.2473,91.6669,0.4196,42,F#2,123,123,0
128,91.7045,91.8924,0.1879,40,E2,114,114,0
129,91.9186,92.1083,0.1897,40,E2,127,127,0
130,92.1109,92.2989,0.1879,40,E2,121,121,0
131,92.3225,92.4711,0.1486,40,E2,127,127,0
132,92.5191,92.5803,0.0612,43,G2,98,98,0
133,92.6109,92.6765,0.0656,43,G2,112,112,0
134,92.7097,92.8889,0.1792,43,G2,125,125,0
135,92.9081,93.3059,0.3977,43,G2,127,127,0
136,93.3522,93.5357,0.1836,42,F#2,114,114,0
137,93.5637,93.7455,0.1818,42,F#2,123,123,0
138,93.7761,93.9553,0.1792,42,F#2,115,115,0
139,93.9833,94.1870,0.2037,40,E2,127,127,0
140,94.2088,94.2744,0.0656,42,F#2,97,97,0
141,94.3111,94.3968,0.0857,42,F#2,117,117,0
142,94.4142,94.6170,0.2028,42,F#2,127,127,0
143,94.6214,95.0174,0.3960,42,F#2,123,123,0
144,95.0567,95.2315,0.1748,40,E2,105,105,0
145,95.2683,95.4475,0.1792,40,E2,127,127,0
146,95.4676,95.6555,0.1879,40,E2,108,108,0
147,95.6817,95.8478,0.1661,40,E2,127,127,0
148,95.8828,95.9413,0.0586,43,G2,94,94,0
149,95.9702,96.0401,0.0699,43,G2,115,115,0
150,96.0751,96.2455,0.1705,43,G2,127,127,0
151,96.2892,96.6913,0.4021,43,G2,123,123,0
152,96.7394,96.9492,0.2098,42,F#2,114,114,0
153,96.9510,97.1459,0.1949,41,F2,127,127,0
154,97.1476,97.3294,0.1818,40,E2,118,118,0
155,97.3557,97.5611,0.2054,51,D#3,127,127,0
156,97.5628,98.5008,0.9379,50,D3,127,127,0
157,98.6144,98.7822,0.1678,47,B2,127,127,0
158,98.8216,99.0226,0.2010,45,A2,110,110,0
159,99.0340,100.3120,1.2780,47,B2,127,127,0

# Control Changes for Instrument 10
Time (s),Control Number,Control Name,Value
0.6267,7,Volume,75
0.6267,10,Pan,64
0.6267,11,Control 11,127
0.6311,91,Reverb,100
0.6311,93,Chorus,0
0.9283,101,Control 101,0
0.9309,100,Control 100,0
0.9327,6,Control 6,12
0.9353,100,Control 100,127
0.9353,101,Control 101,127
105.1354,11,Control 11,126
105.2752,11,Control 11,127
106.4684,7,Volume,102
106.9509,11,Control 11,126
106.9842,11,Control 11,125
107.0191,11,Control 11,121
107.0585,11,Control 11,115
107.0952,11,Control 11,109
107.1564,11,Control 11,102
107.1913,11,Control 11,97
107.2289,11,Control 11,93
107.2656,11,Control 11,87
107.3224,11,Control 11,82
107.3880,10,Pan,127
107.3880,11,Control 11,85
107.4256,11,Control 11,109
107.4649,11,Control 11,127
107.5978,11,Control 11,102
107.6371,11,Control 11,70
107.6747,11,Control 11,54
107.7114,11,Control 11,45
107.7857,11,Control 11,52
107.8233,10,Pan,0
107.8233,11,Control 11,80
107.8627,11,Control 11,98
107.9020,11,Control 11,107
107.9824,11,Control 11,104
108.0217,11,Control 11,79
108.0593,11,Control 11,50
108.0987,11,Control 11,39
108.1730,11,Control 11,44
108.2097,10,Pan,127
108.2097,11,Control 11,63
108.2490,11,Control 11,87
108.2884,11,Control 11,108
108.3478,11,Control 11,120
108.4090,11,Control 11,111
108.4483,11,Control 11,87
108.4850,11,Control 11,59
108.5226,11,Control 11,42
108.5724,11,Control 11,40
108.6118,10,Pan,0
108.6118,11,Control 11,45
108.6511,11,Control 11,66
108.6905,11,Control 11,98
108.7280,11,Control 11,127
108.8679,11,Control 11,120
108.9046,11,Control 11,89
108.9422,11,Control 11,58
108.9815,11,Control 11,39
109.0602,10,Pan,127
109.0602,11,Control 11,46
109.0995,11,Control 11,72
109.1363,11,Control 11,105
109.1756,11,Control 11,127
109.3242,11,Control 11,102
109.3618,11,Control 11,67
109.4011,11,Control 11,41
109.4361,11,Control 11,34
109.4903,11,Control 11,39
109.5322,10,Pan,0
109.5322,11,Control 11,60
109.5689,11,Control 11,96
109.6083,11,Control 11,127
109.8050,11,Control 11,97
109.8443,11,Control 11,63
109.8836,11,Control 11,47
109.9474,10,Pan,127
109.9474,11,Control 11,50
109.9868,11,Control 11,71
110.0235,11,Control 11,102
110.0611,11,Control 11,127
110.2289,11,Control 11,100
110.2682,11,Control 11,62
110.3015,11,Control 11,35
110.3408,11,Control 11,23
110.4125,11,Control 11,34
110.4518,10,Pan,0
110.4518,11,Control 11,65
110.4911,11,Control 11,99
110.5287,11,Control 11,127
110.7123,11,Control 11,93
110.7516,11,Control 11,69
110.7884,11,Control 11,58
110.9002,10,Pan,127
110.9002,11,Control 11,70
110.9396,11,Control 11,89
110.9763,11,Control 11,111
111.0156,11,Control 11,123
111.0724,11,Control 11,127

# Instrument 11: Sequence*Demixed 09
Bank,Program,Program Name,Is Drum
0,27,Electric Guitar (clean),False
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,106.7805,110.3382,3.5577,55,G3,123,123,0
2,106.7849,110.2796,3.4948,59,B3,112,112,0
3,106.7875,110.2814,3.4939,61,C#4,127,127,0
4,106.7919,110.2709,3.4790,63,D#4,113,113,0
5,106.7962,110.2289,3.4327,66,F#4,118,118,0

# Control Changes for Instrument 11
Time (s),Control Number,Control Name,Value
0.6267,7,Volume,75
0.6267,10,Pan,64
0.6267,11,Control 11,127
0.6311,91,Reverb,100
0.6311,93,Chorus,0
0.9283,101,Control 101,0
0.9309,100,Control 100,0
0.9327,6,Control 6,12
0.9353,100,Control 100,127
0.9353,101,Control 101,127
105.1354,11,Control 11,126
105.2752,11,Control 11,127
106.4684,7,Volume,102
106.9509,11,Control 11,126
106.9842,11,Control 11,125
107.0191,11,Control 11,121
107.0585,11,Control 11,115
107.0952,11,Control 11,109
107.1564,11,Control 11,102
107.1913,11,Control 11,97
107.2289,11,Control 11,93
107.2656,11,Control 11,87
107.3224,11,Control 11,82
107.3880,10,Pan,127
107.3880,11,Control 11,85
107.4256,11,Control 11,109
107.4649,11,Control 11,127
107.5978,11,Control 11,102
107.6371,11,Control 11,70
107.6747,11,Control 11,54
107.7114,11,Control 11,45
107.7857,11,Control 11,52
107.8233,10,Pan,0
107.8233,11,Control 11,80
107.8627,11,Control 11,98
107.9020,11,Control 11,107
107.9824,11,Control 11,104
108.0217,11,Control 11,79
108.0593,11,Control 11,50
108.0987,11,Control 11,39
108.1730,11,Control 11,44
108.2097,10,Pan,127
108.2097,11,Control 11,63
108.2490,11,Control 11,87
108.2884,11,Control 11,108
108.3478,11,Control 11,120
108.4090,11,Control 11,111
108.4483,11,Control 11,87
108.4850,11,Control 11,59
108.5226,11,Control 11,42
108.5724,11,Control 11,40
108.6118,10,Pan,0
108.6118,11,Control 11,45
108.6511,11,Control 11,66
108.6905,11,Control 11,98
108.7280,11,Control 11,127
108.8679,11,Control 11,120
108.9046,11,Control 11,89
108.9422,11,Control 11,58
108.9815,11,Control 11,39
109.0602,10,Pan,127
109.0602,11,Control 11,46
109.0995,11,Control 11,72
109.1363,11,Control 11,105
109.1756,11,Control 11,127
109.3242,11,Control 11,102
109.3618,11,Control 11,67
109.4011,11,Control 11,41
109.4361,11,Control 11,34
109.4903,11,Control 11,39
109.5322,10,Pan,0
109.5322,11,Control 11,60
109.5689,11,Control 11,96
109.6083,11,Control 11,127
109.8050,11,Control 11,97
109.8443,11,Control 11,63
109.8836,11,Control 11,47
109.9474,10,Pan,127
109.9474,11,Control 11,50
109.9868,11,Control 11,71
110.0235,11,Control 11,102
110.0611,11,Control 11,127
110.2289,11,Control 11,100
110.2682,11,Control 11,62
110.3015,11,Control 11,35
110.3408,11,Control 11,23
110.4125,11,Control 11,34
110.4518,10,Pan,0
110.4518,11,Control 11,65
110.4911,11,Control 11,99
110.5287,11,Control 11,127
110.7123,11,Control 11,93
110.7516,11,Control 11,69
110.7884,11,Control 11,58
110.9002,10,Pan,127
110.9002,11,Control 11,70
110.9396,11,Control 11,89
110.9763,11,Control 11,111
111.0156,11,Control 11,123
111.0724,11,Control 11,127

# Instrument 12: Sequence*Demixed 10
Bank,Program,Program Name,Is Drum
128,0,Standard,True
Note #,Start (s),End (s),Duration (s),Pitch,Note Name,Velocity,Original Velocity,Note-off Velocity
1,3.3566,3.3698,0.0131,34,A#1,127,127,0
2,3.3584,3.3715,0.0131,40,E2,120,120,0
3,3.3610,3.3741,0.0131,49,C#3,126,126,0
4,3.6337,3.6468,0.0131,34,A#1,126,126,0
5,3.6364,3.6495,0.0131,57,A3,60,60,0
6,3.6381,3.6512,0.0131,40,E2,120,120,0
7,4.0472,4.0603,0.0131,49,C#3,97,97,0
8,4.0559,4.0691,0.0131,35,B1,127,127,0
9,4.1259,4.1390,0.0131,57,A3,59,59,0
10,4.6110,4.6241,0.0131,34,A#1,127,127,0
11,4.6154,4.6285,0.0131,57,A3,59,59,0
12,4.6171,4.6302,0.0131,40,E2,116,116,0
13,4.8907,4.9038,0.0131,34,A#1,126,126,0
14,4.8951,4.9082,0.0131,57,A3,58,58,0
15,4.8968,4.9100,0.0131,40,E2,114,114,0
16,5.3121,5.3252,0.0131,49,C#3,103,103,0
17,5.3147,5.3278,0.0131,35,B1,127,127,0
18,5.3147,5.3278,0.0131,46,A#2,101,101,0
19,5.3147,5.3278,0.0131,57,A3,58,58,0
20,5.7343,5.7474,0.0131,57,A3,57,57,0
21,5.8697,5.8829,0.0131,34,A#1,127,127,0
22,5.8741,5.8872,0.0131,40,E2,119,119,0
23,5.8741,5.8872,0.0131,57,A3,82,82,0
24,5.9746,5.9878,0.0131,34,A#1,117,117,0
25,5.9808,5.9939,0.0131,40,E2,104,104,0
26,6.1801,6.1932,0.0131,34,A#1,127,127,0
27,6.1906,6.2037,0.0131,40,E2,101,101,0
28,6.2893,6.3024,0.0131,34,A#1,124,124,0
29,6.2954,6.3086,0.0131,40,E2,127,127,0
30,6.4965,6.5096,0.0131,34,A#1,117,117,0
31,6.5035,6.5166,0.0131,40,E2,125,125,0
32,6.7133,6.7264,0.0131,51,D#3,49,49,0
33,6.9231,6.9362,0.0131,44,G#2,64,64,0
34,6.9231,6.9362,0.0131,51,D#3,40,40,0
35,7.0280,7.0411,0.0131,51,D#3,40,40,0
36,7.1329,7.1460,0.0131,51,D#3,56,56,0
37,7.1329,7.1460,0.0131,69,A4,39,39,0
38,7.3426,7.3558,0.0131,44,G#2,63,63,0
39,7.3426,7.3558,0.0131,51,D#3,49,49,0
40,7.4475,7.4607,0.0131,51,D#3,49,49,0
41,7.5524,7.5656,0.0131,51,D#3,58,58,0
42,7.7622,7.7753,0.0131,44,G#2,63,63,0
43,7.7622,7.7753,0.0131,51,D#3,42,42,0
44,7.8671,7.8802,0.0131,51,D#3,47,47,0
45,7.9720,7.9851,0.0131,51,D#3,56,56,0
46,7.9738,7.9869,0.0131,69,A4,46,46,0
47,8.1818,8.1949,0.0131,44,G#2,63,63,0
48,8.1818,8.1949,0.0131,51,D#3,47,47,0
49,8.2867,8.2998,0.0131,51,D#3,56,56,0
50,8.3916,8.4047,0.0131,51,D#3,49,49,0
51,8.6014,8.6145,0.0131,44,G#2,64,64,0
52,8.6014,8.6145,0.0131,51,D#3,40,40,0
53,8.7063,8.7194,0.0131,51,D#3,40,40,0
54,8.8112,8.8243,0.0131,51,D#3,56,56,0
55,8.8173,8.8304,0.0131,69,A4,46,46,0
56,9.0210,9.0341,0.0131,44,G#2,63,63,0
57,9.0210,9.0341,0.0131,51,D#3,49,49,0
58,9.1259,9.1390,0.0131,51,D#3,49,49,0
59,9.2308,9.2439,0.0131,51,D#3,58,58,0
60,9.4405,9.4537,0.0131,44,G#2,63,63,0
61,9.4405,9.4537,0.0131,51,D#3,42,42,0
62,9.5454,9.5586,0.0131,51,D#3,47,47,0
63,9.6503,9.6635,0.0131,51,D#3,56,56,0
64,9.6547,9.6678,0.0131,69,A4,39,39,0
65,9.8601,9.8732,0.0131,44,G#2,63,63,0
66,9.8601,9.8732,0.0131,51,D#3,47,47,0
67,9.9650,9.9781,0.0131,51,D#3,56,56,0
68,10.0699,10.0830,0.0131,51,D#3,49,49,0
69,10.2797,10.2928,0.0131,44,G#2,64,64,0
70,10.2797,10.2928,0.0131,51,D#3,40,40,0
71,10.3846,10.3977,0.0131,51,D#3,40,40,0
72,10.4895,10.5026,0.0131,51,D#3,56,56,0
73,10.4912,10.5044,0.0131,69,A4,41,41,0
74,10.6993,10.7124,0.0131,44,G#2,63,63,0
75,10.6993,10.7124,0.0131,51,D#3,49,49,0
76,10.8042,10.8173,0.0131,51,D#3,49,49,0
77,10.9091,10.9222,0.0131,51,D#3,58,58,0
78,11.1189,11.1320,0.0131,44,G#2,63,63,0
79,11.1189,11.1320,0.0131,51,D#3,42,42,0
80,11.2238,11.2369,0.0131,51,D#3,47,47,0
81,11.3287,11.3418,0.0131,51,D#3,56,56,0
82,11.3287,11.3418,0.0131,69,A4,55,55,0
83,11.5385,11.5516,0.0131,44,G#2,63,63,0
84,11.5385,11.5516,0.0131,51,D#3,47,47,0
85,11.6433,11.6565,0.0131,51,D#3,56,56,0
86,11.7482,11.7614,0.0131,51,D#3,49,49,0
87,11.9580,11.9711,0.0131,44,G#2,64,64,0
88,11.9580,11.9711,0.0131,51,D#3,40,40,0
89,12.0629,12.0760,0.0131,51,D#3,40,40,0
90,12.1678,12.1809,0.0131,51,D#3,56,56,0
91,12.1678,12.1809,0.0131,69,A4,55,55,0
92,12.3776,12.3907,0.0131,44,G#2,63,63,0
93,12.3776,12.3907,0.0131,51,D#3,49,49,0
94,12.4825,12.4956,0.0131,51,D#3,49,49,0
95,12.5874,12.6005,0.0131,51,D#3,58,58,0
96,12.7972,12.8103,0.0131,44,G#2,63,63,0
97,12.7972,12.8103,0.0131,51,D#3,42,42,0
98,12.9021,12.9152,0.0131,51,D#3,47,47,0
99,13.0070,13.0201,0.0131,51,D#3,56,56,0
100,13.0070,13.0201,0.0131,69,A4,60,60,0
101,13.2168,13.2299,0.0131,44,G#2,63,63,0
102,13.2168,13.2299,0.0131,51,D#3,47,47,0
103,13.3217,13.3348,0.0131,51,D#3,56,56,0
104,13.4266,13.4397,0.0131,51,D#3,49,49,0
105,13.6364,13.6495,0.0131,44,G#2,64,64,0
106,13.6364,13.6495,0.0131,51,D#3,40,40,0
107,13.7412,13.7544,0.0131,51,D#3,40,40,0
108,13.8461,13.8593,0.0131,51,D#3,56,56,0
109,13.8461,13.8593,0.0131,69,A4,64,64,0
110,14.0559,14.0690,0.0131,44,G#2,63,63,0
111,14.0559,14.0690,0.0131,51,D#3,49,49,0
112,14.1608,14.1739,0.0131,51,D#3,49,49,0
113,14.2657,14.2788,0.0131,51,D#3,58,58,0
114,14.4755,14.4886,0.0131,44,G#2,63,63,0
115,14.4755,14.4886,0.0131,51,D#3,42,42,0
116,14.5804,14.5935,0.0131,51,D#3,47,47,0
117,14.6853,14.6984,0.0131,51,D#3,56,56,0
118,14.6853,14.6984,0.0131,69,A4,62,62,0
119,14.8951,14.9082,0.0131,44,G#2,63,63,0
120,14.8951,14.9082,0.0131,51,D#3,47,47,0
121,15.0000,15.0131,0.0131,51,D#3,56,56,0
122,15.1049,15.1180,0.0131,51,D#3,49,49,0
123,15.3147,15.3278,0.0131,44,G#2,64,64,0
124,15.3147,15.3278,0.0131,51,D#3,40,40,0
125,15.4196,15.4327,0.0131,51,D#3,40,40,0
126,15.5245,15.5376,0.0131,51,D#3,56,56,0
127,15.5245,15.5376,0.0131,69,A4,64,64,0
128,15.7342,15.7474,0.0131,44,G#2,63,63,0
129,15.7342,15.7474,0.0131,51,D#3,49,49,0
130,15.8391,15.8523,0.0131,51,D#3,49,49,0
131,15.9440,15.9572,0.0131,51,D#3,58,58,0
132,16.1538,16.1669,0.0131,44,G#2,63,63,0
133,16.1538,16.1669,0.0131,51,D#3,42,42,0
134,16.2587,16.2718,0.0131,51,D#3,47,47,0
135,16.3636,16.3767,0.0131,51,D#3,56,56,0
136,16.3636,16.3767,0.0131,69,A4,62,62,0
137,16.5734,16.5865,0.0131,44,G#2,63,63,0
138,16.5734,16.5865,0.0131,51,D#3,47,47,0
139,16.6783,16.6914,0.0131,51,D#3,56,56,0
140,16.7832,16.7963,0.0131,51,D#3,49,49,0
141,16.9930,17.0061,0.0131,44,G#2,64,64,0
142,16.9930,17.0061,0.0131,51,D#3,40,40,0
143,17.0979,17.1110,0.0131,51,D#3,40,40,0
144,17.2028,17.2159,0.0131,51,D#3,56,56,0
145,17.2028,17.2159,0.0131,69,A4,64,64,0
146,17.4126,17.4257,0.0131,44,G#2,63,63,0
147,17.4126,17.4257,0.0131,51,D#3,49,49,0
148,17.5175,17.5306,0.0131,51,D#3,49,49,0
149,17.6224,17.6355,0.0131,51,D#3,58,58,0
150,17.8321,17.8453,0.0131,44,G#2,63,63,0
151,17.8321,17.8453,0.0131,51,D#3,42,42,0
152,17.9370,17.9502,0.0131,51,D#3,47,47,0
153,18.0419,18.0551,0.0131,51,D#3,56,56,0
154,18.0419,18.0551,0.0131,69,A4,62,62,0
155,18.2517,18.2648,0.0131,44,G#2,63,63,0
156,18.2517,18.2648,0.0131,51,D#3,47,47,0
157,18.3566,18.3697,0.0131,51,D#3,56,56,0
158,18.4615,18.4746,0.0131,51,D#3,49,49,0
159,18.6713,18.6844,0.0131,44,G#2,64,64,0
160,18.6713,18.6844,0.0131,51,D#3,40,40,0
161,18.7762,18.7893,0.0131,51,D#3,40,40,0
162,18.8811,18.8942,0.0131,51,D#3,56,56,0
163,18.8811,18.8942,0.0131,69,A4,64,64,0
164,19.0909,19.1040,0.0131,44,G#2,63,63,0
165,19.0909,19.1040,0.0131,51,D#3,49,49,0
166,19.1958,19.2089,0.0131,51,D#3,49,49,0
167,19.3007,19.3138,0.0131,51,D#3,58,58,0
168,19.5105,19.5236,0.0131,44,G#2,63,63,0
169,19.5105,19.5236,0.0131,51,D#3,42,42,0
170,19.6154,19.6285,0.0131,51,D#3,47,47,0
171,19.7203,19.7334,0.0131,51,D#3,56,56,0
172,19.7203,19.7334,0.0131,69,A4,62,62,0
173,19.9301,19.9432,0.0131,44,G#2,63,63,0
174,19.9301,19.9432,0.0131,51,D#3,47,47,0
175,20.0349,20.0481,0.0131,51,D#3,56,56,0
176,20.1398,20.1530,0.0131,51,D#3,49,49,0
177,20.3496,20.3627,0.0131,44,G#2,64,64,0
178,20.3496,20.3627,0.0131,51,D#3,40,40,0
179,20.4545,20.4676,0.0131,51,D#3,40,40,0
180,20.5594,20.5725,0.0131,51,D#3,56,56,0
181,20.5594,20.5725,0.0131,69,A4,64,64,0
182,20.7692,20.7823,0.0131,44,G#2,63,63,0
183,20.7692,20.7823,0.0131,51,D#3,49,49,0
184,20.8741,20.8872,0.0131,51,D#3,49,49,0
185,20.9790,20.9921,0.0131,51,D#3,58,58,0
186,21.1888,21.2019,0.0131,44,G#2,63,63,0
187,21.1888,21.2019,0.0131,51,D#3,42,42,0
188,21.2937,21.3068,0.0131,51,D#3,47,47,0
189,21.3986,21.4117,0.0131,51,D#3,56,56,0
190,21.3986,21.4117,0.0131,69,A4,62,62,0
191,21.6084,21.6215,0.0131,44,G#2,63,63,0
192,21.6084,21.6215,0.0131,51,D#3,47,47,0
193,21.7133,21.7264,0.0131,51,D#3,56,56,0
194,21.8182,21.8313,0.0131,51,D#3,49,49,0
195,22.0280,22.0411,0.0131,44,G#2,64,64,0
196,22.0280,22.0411,0.0131,51,D#3,40,40,0
197,22.1328,22.1460,0.0131,51,D#3,40,40,0
198,22.2377,22.2509,0.0131,51,D#3,56,56,0
199,22.2377,22.2509,0.0131,69,A4,64,64,0
200,22.4475,22.4606,0.0131,44,G#2,63,63,0
201,22.4475,22.4606,0.0131,51,D#3,49,49,0
202,22.5524,22.5655,0.0131,51,D#3,49,49,0
203,22.6573,22.6704,0.0131,51,D#3,58,58,0
204,22.8671,22.8802,0.0131,44,G#2,63,63,0
205,22.8671,22.8802,0.0131,51,D#3,42,42,0
206,22.9720,22.9851,0.0131,51,D#3,47,47,0
207,23.0769,23.0900,0.0131,51,D#3,56,56,0
208,23.0769,23.0900,0.0131,69,A4,62,62,0
209,23.2867,23.2998,0.0131,44,G#2,63,63,0
210,23.2867,23.2998,0.0131,51,D#3,47,47,0
211,23.3916,23.4047,0.0131,51,D#3,56,56,0
212,23.4965,23.5096,0.0131,51,D#3,49,49,0
213,23.7063,23.7194,0.0131,44,G#2,64,64,0
214,23.7063,23.7194,0.0131,51,D#3,40,40,0
215,23.8112,23.8243,0.0131,51,D#3,40,40,0
216,23.9161,23.9292,0.0131,51,D#3,56,56,0
217,23.9161,23.9292,0.0131,69,A4,64,64,0
218,24.1258,24.1390,0.0131,44,G#2,63,63,0
219,24.1258,24.1390,0.0131,51,D#3,49,49,0
220,24.2307,24.2439,0.0131,51,D#3,49,49,0
221,24.3356,24.3488,0.0131,51,D#3,58,58,0
222,24.5454,24.5585,0.0131,44,G#2,63,63,0
223,24.5454,24.5585,0.0131,51,D#3,42,42,0
224,24.6503,24.6634,0.0131,51,D#3,47,47,0
225,24.7552,24.7683,0.0131,51,D#3,56,56,0
226,24.7552,24.7683,0.0131,69,A4,62,62,0
227,24.9650,24.9781,0.0131,44,G#2,63,63,0
228,24.9650,24.9781,0.0131,51,D#3,47,47,0
229,25.0699,25.0830,0.0131,51,D#3,56,56,0
230,25.1748,25.1879,0.0131,51,D#3,49,49,0
231,25.3846,25.3977,0.0131,44,G#2,64,64,0
232,25.3846,25.3977,0.0131,51,D#3,40,40,0
233,25.4895,25.5026,0.0131,51,D#3,40,40,0
234,25.5944,25.6075,0.0131,51,D#3,56,56,0
235,25.5944,25.6075,0.0131,69,A4,64,64,0
236,25.8042,25.8173,0.0131,44,G#2,63,63,0
237,25.8042,25.8173,0.0131,51,D#3,49,49,0
238,25.9091,25.9222,0.0131,51,D#3,49,49,0
239,26.0140,26.0271,0.0131,51,D#3,58,58,0
240,26.2237,26.2369,0.0131,44,G#2,63,63,0
241,26.2237,26.2369,0.0131,51,D#3,42,42,0
242,26.3286,26.3418,0.0131,51,D#3,47,47,0
243,26.4335,26.4467,0.0131,51,D#3,56,56,0
244,26.4335,26.4467,0.0131,69,A4,62,62,0
