id,area,sample_count,mode_fraction,original_rgb,agon_rgb,palette_index
white-0095,482,312,0.4583333333333333,"[251.0, 206.0, 52.0]","[255, 170, 85]",59
white-0096,485,312,0.483974358974359,"[252.0, 209.0, 54.0]","[255, 170, 85]",59
white-0097,6356,3788,0.7463041182682154,"[247.0, 206.0, 54.0]","[255, 170, 85]",59
white-0098,6360,3792,0.676951476793249,"[248.0, 206.0, 56.0]","[255, 170, 85]",59
white-0099,485,312,0.4391025641025641,"[250.0, 205.0, 52.0]","[255, 170, 85]",59
white-0100,484,312,0.3974358974358974,"[252.0, 210.0, 56.0]","[255, 170, 85]",59
white-0101,6350,3786,0.5475435816164818,"[252.0, 209.0, 52.0]","[255, 170, 85]",59
white-0102,262,48,0.5416666666666666,"[252.0, 210.5, 41.0]","[255, 170, 0]",58
white-0103,179,32,0.53125,"[244.0, 200.0, 36.0]","[255, 170, 0]",58
white-0104,116,19,0.5789473684210527,"[237.0, 199.0, 71.0]","[255, 170, 85]",59
white-0105,213,38,0.631578947368421,"[246.0, 202.0, 40.0]","[255, 170, 0]",58
white-0106,266,65,0.36923076923076925,"[245.5, 201.0, 41.0]","[255, 170, 0]",58
white-0107,218,45,0.3111111111111111,"[247.0, 203.5, 41.0]","[255, 170, 0]",58
white-0108,328,86,0.29069767441860467,"[248.0, 205.0, 42.0]","[255, 170, 0]",58
white-0109,205,36,0.4166666666666667,"[242.0, 203.0, 51.0]","[255, 170, 85]",59
white-0110,163,30,0.4666666666666667,"[252.5, 213.0, 53.5]","[255, 255, 85]",62
white-0111,113,19,0.5263157894736842,"[233.0, 198.0, 60.0]","[255, 170, 85]",59
white-0112,310,75,0.29333333333333333,"[246.5, 203.0, 42.0]","[255, 170, 0]",58
white-0113,210,40,0.375,"[244.0, 201.0, 43.0]","[255, 170, 85]",59
white-0114,148,24,0.375,"[248.0, 210.0, 58.0]","[255, 170, 85]",59
white-0115,1120,648,0.7237654320987654,"[252.0, 211.0, 55.0]","[255, 170, 85]",59
white-0116,1119,648,0.6388888888888888,"[252.0, 211.0, 55.0]","[255, 170, 85]",59
white-0117,4342,2198,0.6164695177434031,"[248.0, 206.0, 54.0]","[255, 170, 85]",59
white-0118,5292,3139,0.5887225230965275,"[247.0, 206.0, 59.0]","[255, 170, 85]",59
white-0119,5274,3126,0.8067818298144593,"[247.0, 205.0, 55.0]","[255, 170, 85]",59
white-0120,5257,3109,0.7616596976519782,"[251.0, 210.0, 54.0]","[255, 170, 85]",59
white-0121,995,995,0.8010050251256281,"[255.0, 217.0, 42.0]","[255, 255, 0]",11
white-0122,3874,2093,0.610606784519828,"[246.0, 231.0, 162.0]","[255, 255, 170]",63
white-0123,3972,2188,0.8651736745886655,"[247.0, 232.0, 167.0]","[255, 255, 170]",63
white-0124,3532,1752,0.5399543378995434,"[249.0, 232.0, 162.0]","[255, 255, 170]",63
white-0125,3567,1783,0.569826135726304,"[248.0, 233.0, 163.0]","[255, 255, 170]",63
white-0126,11676,9867,0.7176446741664133,"[253.0, 246.0, 206.0]","[255, 255, 170]",63
white-0127,12023,10215,0.7506607929515419,"[253.0, 246.0, 205.0]","[255, 255, 170]",63
white-0128,11232,9426,0.9239338001273074,"[253.0, 245.0, 204.0]","[255, 255, 170]",63
white-0129,11656,9846,0.8819825309770465,"[253.0, 246.0, 205.0]","[255, 255, 170]",63
white-0130,427,239,0.4351464435146444,"[1.0, 163.0, 184.0]","[0, 170, 170]",6
white-0131,451,263,0.5361216730038023,"[1.0, 164.0, 187.0]","[0, 170, 170]",6
white-0132,391,206,0.441747572815534,"[1.0, 157.0, 180.0]","[0, 170, 170]",6
white-0133,383,203,0.3891625615763547,"[0.0, 170.0, 196.0]","[0, 170, 170]",6
white-0134,173,4,0.75,"[244.0, 237.0, 204.0]","[255, 255, 170]",63
white-0135,150,6,0.8333333333333334,"[243.0, 237.0, 198.0]","[255, 255, 170]",63
white-0136,247,35,0.37142857142857144,"[248.0, 244.0, 209.0]","[255, 255, 170]",63
white-0137,111,6,0.6666666666666666,"[241.0, 236.5, 200.0]","[255, 255, 170]",63
white-0138,197,25,0.48,"[245.5, 243.5, 213.0]","[255, 255, 255]",15
white-0139,170,6,0.6666666666666666,"[242.5, 234.0, 188.5]","[255, 255, 170]",63
white-0140,100,4,0.5,"[248.0, 237.0, 189.5]","[255, 255, 170]",63
white-0141,112,8,0.5,"[251.0, 244.5, 213.5]","[255, 255, 255]",15
white-0142,242,41,0.21951219512195122,"[236.0, 230.0, 202.0]","[255, 255, 170]",63
white-0143,155,6,1.0,"[252.0, 246.0, 198.0]","[255, 255, 170]",63
white-0144,237,27,0.4444444444444444,"[248.0, 245.0, 200.0]","[255, 255, 170]",63
white-0145,166,14,0.2857142857142857,"[242.0, 230.5, 183.0]","[255, 255, 170]",63
white-0146,147,7,0.2857142857142857,"[229.0, 228.5, 225.5]","[255, 255, 255]",15
white-0147,173,8,0.5,"[248.0, 241.0, 199.0]","[255, 255, 170]",63
white-0148,145,12,0.5833333333333334,"[249.0, 243.0, 202.0]","[255, 255, 170]",63
white-0149,144,6,0.5,"[239.0, 233.0, 199.0]","[255, 255, 170]",63
white-0150,155,19,0.631578947368421,"[251.0, 246.0, 199.5]","[255, 255, 170]",63
white-0151,16,16,0.1875,"[247.0, 238.0, 197.0]","[255, 255, 170]",63
white-0152,17,17,0.17647058823529413,"[255.0, 255.0, 242.0]","[255, 255, 255]",15
white-0153,16,16,0.25,"[255.0, 250.0, 216.0]","[255, 255, 255]",15
white-0154,47,47,0.19148936170212766,"[183.0, 183.0, 154.0]","[170, 170, 170]",7
white-0155,1990,1990,0.4909547738693467,"[187.0, 167.0, 39.0]","[170, 170, 0]",3
white-0156,121,7,0.42857142857142855,"[251.0, 245.0, 200.0]","[255, 255, 170]",63
white-0157,219,33,0.3939393939393939,"[243.0, 238.0, 203.0]","[255, 255, 170]",63
white-0158,117,6,0.6666666666666666,"[246.5, 243.0, 213.0]","[255, 255, 255]",15
white-0159,171,9,0.4444444444444444,"[246.5, 238.5, 198.5]","[255, 255, 170]",63
white-0160,182,10,0.6,"[243.0, 231.0, 180.5]","[255, 255, 170]",63
white-0161,111,4,0.5,"[246.5, 239.0, 184.5]","[255, 255, 170]",63
white-0162,117,6,0.6666666666666666,"[249.0, 242.0, 196.5]","[255, 255, 170]",63
white-0163,190,13,0.23076923076923078,"[243.0, 234.0, 188.0]","[255, 255, 170]",63
white-0164,165,14,0.21428571428571427,"[246.0, 235.0, 183.0]","[255, 255, 170]",63
white-0165,112,8,0.5,"[242.0, 233.5, 187.0]","[255, 255, 170]",63
white-0166,199,26,0.19230769230769232,"[247.0, 242.0, 202.0]","[255, 255, 170]",63
white-0167,247,34,0.3235294117647059,"[244.0, 236.0, 188.0]","[255, 255, 170]",63
white-0168,164,14,0.5714285714285714,"[248.5, 242.0, 203.5]","[255, 255, 170]",63
white-0169,151,6,0.3333333333333333,"[233.5, 228.0, 201.5]","[255, 255, 170]",63
white-0170,172,4,0.5,"[245.0, 233.5, 185.5]","[255, 255, 170]",63
white-0171,161,26,0.6538461538461539,"[251.0, 244.0, 196.0]","[255, 255, 170]",63
white-0172,116,7,0.42857142857142855,"[245.0, 234.0, 194.0]","[255, 255, 170]",63
white-0173,140,9,0.4444444444444444,"[244.5, 233.0, 187.5]","[255, 255, 170]",63
white-0174,535,352,0.8465909090909091,"[250.0, 216.0, 84.0]","[255, 255, 85]",62
white-0175,498,323,0.8823529411764706,"[251.0, 228.0, 135.0]","[255, 255, 170]",63
white-0176,501,324,0.5925925925925926,"[251.0, 230.0, 147.0]","[255, 255, 170]",63
white-0177,500,323,0.7151702786377709,"[250.0, 227.0, 137.0]","[255, 255, 170]",63
white-0178,18,18,0.16666666666666666,"[253.0, 251.0, 222.0]","[255, 255, 255]",15
white-0179,17,17,0.29411764705882354,"[255.0, 247.0, 213.0]","[255, 255, 255]",15
white-0180,18,18,0.2777777777777778,"[244.0, 243.0, 216.0]","[255, 255, 255]",15
white-0181,63,63,0.1746031746031746,"[255.0, 247.0, 196.0]","[255, 255, 170]",63
white-0182,1990,1990,0.32864321608040203,"[183.0, 149.0, 39.0]","[170, 170, 0]",3
white-0183,154,9,0.3333333333333333,"[237.0, 230.0, 186.0]","[255, 255, 170]",63
white-0184,103,3,0.6666666666666666,"[245.5, 244.0, 218.0]","[255, 255, 255]",15
white-0185,170,3,0.3333333333333333,"[239.0, 229.0, 186.0]","[255, 255, 170]",63
white-0186,116,3,1.0,"[240.0, 236.0, 183.0]","[255, 255, 170]",63
white-0187,105,3,0.6666666666666666,"[248.5, 244.5, 219.5]","[255, 255, 255]",15
white-0188,173,17,0.23529411764705882,"[243.5, 237.0, 196.5]","[255, 255, 170]",63
white-0189,210,17,0.23529411764705882,"[238.5, 229.5, 184.0]","[255, 255, 170]",63
white-0190,120,7,0.5714285714285714,"[241.0, 235.5, 197.0]","[255, 255, 170]",63
white-0191,238,29,0.41379310344827586,"[243.0, 237.0, 200.0]","[255, 255, 170]",63
white-0192,165,14,0.42857142857142855,"[250.0, 244.0, 201.0]","[255, 255, 170]",63
white-0193,148,8,0.5,"[235.5, 232.5, 212.5]","[255, 255, 255]",15
white-0194,172,7,0.42857142857142855,"[243.0, 234.0, 201.0]","[255, 255, 170]",63
white-0195,148,5,0.8,"[241.0, 234.0, 183.5]","[255, 255, 170]",63
white-0196,155,7,0.2857142857142857,"[236.5, 227.0, 184.5]","[255, 255, 170]",63
white-0197,187,13,0.38461538461538464,"[250.0, 242.0, 195.0]","[255, 255, 170]",63
white-0198,262,146,0.636986301369863,"[1.0, 163.0, 186.0]","[0, 170, 170]",6
white-0199,277,157,0.4140127388535032,"[0.0, 181.0, 204.0]","[0, 170, 170]",6
white-0200,16,16,0.25,"[255.0, 255.0, 231.0]","[255, 255, 255]",15
white-0201,263,147,0.3741496598639456,"[0.0, 179.0, 203.0]","[0, 170, 170]",6
white-0202,260,143,0.3776223776223776,"[0.0, 165.0, 188.0]","[0, 170, 170]",6
white-0203,18,18,0.2222222222222222,"[254.5, 253.0, 231.5]","[255, 255, 255]",15
white-0204,18,18,0.16666666666666666,"[255.0, 255.0, 237.0]","[255, 255, 255]",15
white-0205,36804,30091,0.46312851018576984,"[252.0, 207.0, 50.0]","[255, 170, 85]",59
white-0206,4992,3698,0.9913466738777718,"[251.0, 232.0, 150.0]","[255, 255, 170]",63
white-0207,495,332,0.46686746987951805,"[253.0, 211.0, 57.0]","[255, 170, 85]",59
white-0208,4675,3387,0.9923235901978151,"[252.0, 232.0, 151.0]","[255, 255, 170]",63
white-0209,4676,3390,0.8905604719764012,"[251.0, 233.0, 154.0]","[255, 255, 170]",63
white-0210,4659,3375,0.9591111111111111,"[252.0, 235.0, 155.0]","[255, 255, 170]",63
white-0211,34,4,1.0,"[229.5, 183.5, 57.0]","[255, 170, 85]",59
white-0212,35,4,0.75,"[234.0, 197.0, 76.0]","[255, 170, 85]",59
white-0213,28,2,0.5,"[230.0, 181.0, 63.0]","[255, 170, 85]",59
white-0214,83,27,0.6296296296296297,"[243.0, 199.0, 53.0]","[255, 170, 85]",59
white-0215,20,20,0.2,"[245.5, 195.0, 40.5]","[255, 170, 0]",58
white-0216,13,13,0.23076923076923078,"[236.0, 190.0, 39.0]","[255, 170, 0]",58
white-0217,17,17,0.11764705882352941,"[149.5, 119.5, 19.5]","[170, 85, 0]",42
white-0218,19,19,0.2631578947368421,"[210.0, 168.0, 39.0]","[170, 170, 0]",3
white-0219,31,4,0.5,"[229.0, 190.5, 68.0]","[255, 170, 85]",59
white-0220,4688,2532,0.4609004739336493,"[248.0, 206.0, 53.0]","[255, 170, 85]",59
white-0221,4656,2850,0.45087719298245615,"[250.0, 206.0, 50.0]","[255, 170, 85]",59
white-0222,160,23,0.6086956521739131,"[253.0, 248.0, 210.0]","[255, 255, 170]",63
white-0223,150,6,0.8333333333333334,"[235.0, 229.0, 197.0]","[255, 255, 170]",63
white-0224,113,9,0.5555555555555556,"[239.0, 231.0, 195.0]","[255, 255, 170]",63
white-0225,200,26,0.34615384615384615,"[242.0, 235.0, 201.0]","[255, 255, 170]",63
white-0226,116,4,1.0,"[247.0, 240.0, 200.5]","[255, 255, 170]",63
white-0227,166,12,0.5,"[247.0, 238.5, 196.0]","[255, 255, 170]",63
white-0228,175,10,0.7,"[241.0, 236.0, 186.0]","[255, 255, 170]",63
white-0229,161,12,0.3333333333333333,"[242.0, 232.0, 183.0]","[255, 255, 170]",63
white-0230,243,34,0.38235294117647056,"[246.0, 241.0, 200.0]","[255, 255, 170]",63
white-0231,165,14,0.21428571428571427,"[247.0, 238.0, 183.0]","[255, 255, 170]",63
white-0232,150,8,0.5,"[244.0, 238.5, 203.5]","[255, 255, 170]",63
white-0233,170,9,0.4444444444444444,"[249.0, 241.5, 204.0]","[255, 255, 170]",63
white-0234,141,9,0.6666666666666666,"[247.5, 236.0, 194.5]","[255, 255, 170]",63
white-0235,176,9,0.2222222222222222,"[241.5, 235.0, 188.5]","[255, 255, 170]",63
white-0236,163,10,0.3,"[245.0, 236.0, 186.0]","[255, 255, 170]",63
white-0237,18,18,0.2222222222222222,"[251.0, 248.0, 212.0]","[255, 255, 170]",63
white-0238,16,16,0.375,"[255.0, 248.0, 231.0]","[255, 255, 255]",15
white-0239,16,16,0.25,"[255.0, 254.5, 227.0]","[255, 255, 255]",15
white-0240,1703,1703,0.4151497357604228,"[246.0, 202.0, 43.0]","[255, 170, 85]",59
white-0241,156,8,0.375,"[243.0, 238.0, 196.0]","[255, 255, 170]",63
white-0242,113,4,0.5,"[243.0, 231.0, 189.0]","[255, 255, 170]",63
white-0243,163,8,0.625,"[252.0, 246.0, 205.0]","[255, 255, 170]",63
white-0244,165,15,0.4,"[244.0, 237.5, 194.5]","[255, 255, 170]",63
white-0245,187,7,0.5714285714285714,"[243.5, 235.5, 187.0]","[255, 255, 170]",63
white-0246,163,12,0.25,"[245.0, 236.0, 186.0]","[255, 255, 170]",63
white-0247,200,28,0.32142857142857145,"[244.0, 237.0, 200.0]","[255, 255, 170]",63
white-0248,130,2,1.0,"[243.0, 231.5, 186.5]","[255, 255, 170]",63
white-0249,163,10,0.3,"[242.0, 231.0, 187.0]","[255, 255, 170]",63
white-0250,233,26,0.5384615384615384,"[246.5, 237.0, 196.5]","[255, 255, 170]",63
white-0251,166,13,0.38461538461538464,"[246.0, 236.0, 198.0]","[255, 255, 170]",63
white-0252,151,9,0.3333333333333333,"[241.0, 233.0, 201.0]","[255, 255, 170]",63
white-0253,167,4,0.75,"[247.0, 232.0, 189.0]","[255, 255, 170]",63
white-0254,150,11,0.36363636363636365,"[250.0, 241.5, 204.0]","[255, 255, 170]",63
white-0255,152,21,0.47619047619047616,"[250.0, 241.5, 196.5]","[255, 255, 170]",63
white-0256,170,10,0.5,"[244.0, 237.0, 197.0]","[255, 255, 170]",63
white-0257,16,16,0.3125,"[248.0, 249.0, 219.0]","[255, 255, 255]",15
white-0258,20,20,0.15,"[255.0, 247.0, 217.0]","[255, 255, 255]",15
white-0259,17,17,0.23529411764705882,"[248.5, 245.0, 212.0]","[255, 255, 170]",63
white-0260,47,47,0.46808510638297873,"[253.0, 247.5, 201.5]","[255, 255, 170]",63
white-0261,1989,1989,0.2619406737053796,"[181.0, 149.0, 50.0]","[170, 170, 85]",46
white-0262,184,12,0.5,"[243.5, 238.0, 197.0]","[255, 255, 170]",63
white-0263,136,6,0.3333333333333333,"[242.0, 235.5, 174.5]","[255, 255, 170]",63
white-0264,167,14,0.42857142857142855,"[249.5, 237.0, 186.5]","[255, 255, 170]",63
white-0265,184,10,0.5,"[251.0, 246.0, 203.0]","[255, 255, 170]",63
white-0266,186,8,0.625,"[247.0, 243.0, 204.0]","[255, 255, 170]",63
white-0267,165,1,1.0,"[238.0, 232.0, 196.0]","[255, 255, 170]",63
white-0268,158,5,0.6,"[238.0, 230.0, 198.0]","[255, 255, 170]",63
white-0269,160,8,0.375,"[250.0, 243.0, 217.0]","[255, 255, 255]",15
white-0270,106,1,1.0,"[243.0, 236.0, 190.0]","[255, 255, 170]",63
white-0271,227,26,0.2692307692307692,"[252.0, 244.0, 202.0]","[255, 255, 170]",63
white-0272,165,17,0.4117647058823529,"[251.0, 246.0, 202.0]","[255, 255, 170]",63
white-0273,145,5,0.6,"[243.0, 238.0, 202.0]","[255, 255, 170]",63
white-0274,176,5,0.6,"[244.0, 236.0, 199.0]","[255, 255, 170]",63
white-0275,140,3,0.6666666666666666,"[245.0, 235.5, 198.5]","[255, 255, 170]",63
white-0276,164,6,0.3333333333333333,"[241.0, 231.0, 186.0]","[255, 255, 170]",63
white-0277,139,3,0.3333333333333333,"[242.0, 236.0, 189.0]","[255, 255, 170]",63
white-0278,17,17,0.23529411764705882,"[255.0, 255.0, 231.0]","[255, 255, 255]",15
white-0279,17,17,0.17647058823529413,"[255.0, 248.0, 216.0]","[255, 255, 255]",15
white-0280,16,16,0.1875,"[255.0, 252.0, 215.0]","[255, 255, 255]",15
white-0281,1990,1990,0.38391959798994973,"[170.0, 155.0, 45.0]","[170, 170, 85]",46
white-0282,125,9,0.5555555555555556,"[245.0, 234.0, 190.0]","[255, 255, 170]",63
white-0283,241,36,0.19444444444444445,"[243.0, 237.0, 194.0]","[255, 255, 170]",63
white-0284,177,6,0.6666666666666666,"[252.0, 243.0, 198.5]","[255, 255, 170]",63
white-0285,179,7,0.5714285714285714,"[243.5, 234.5, 189.5]","[255, 255, 170]",63
white-0286,205,26,0.3076923076923077,"[245.0, 239.0, 192.5]","[255, 255, 170]",63
white-0287,103,1,1.0,"[244.0, 233.0, 190.0]","[255, 255, 170]",63
white-0288,114,9,0.6666666666666666,"[248.5, 241.0, 213.5]","[255, 255, 255]",15
white-0289,168,6,0.3333333333333333,"[236.5, 226.0, 179.0]","[255, 255, 170]",63
white-0290,181,10,0.5,"[251.0, 245.0, 202.0]","[255, 255, 170]",63
white-0291,122,6,0.8333333333333334,"[249.0, 242.0, 200.0]","[255, 255, 170]",63
white-0292,234,27,0.4444444444444444,"[247.0, 241.5, 213.0]","[255, 255, 255]",15
white-0293,167,17,0.35294117647058826,"[251.5, 242.5, 200.0]","[255, 255, 170]",63
white-0294,148,7,0.5714285714285714,"[250.0, 244.0, 205.0]","[255, 255, 170]",63
white-0295,170,8,0.375,"[248.0, 237.0, 188.0]","[255, 255, 170]",63
white-0296,165,10,0.4,"[246.0, 237.0, 195.5]","[255, 255, 170]",63
white-0297,117,7,0.42857142857142855,"[241.0, 232.0, 196.0]","[255, 255, 170]",63
white-0298,166,5,0.8,"[246.5, 237.0, 185.0]","[255, 255, 170]",63
white-0299,20,20,0.2,"[197.5, 200.0, 182.5]","[170, 170, 170]",7
white-0300,16,16,0.3125,"[254.0, 251.0, 234.0]","[255, 255, 255]",15
white-0301,16,16,0.4375,"[255.0, 252.0, 232.0]","[255, 255, 255]",15
white-0302,1990,1990,0.27587939698492464,"[234.0, 186.0, 29.0]","[255, 170, 0]",58
white-0303,195,17,0.4117647058823529,"[244.0, 237.0, 197.0]","[255, 255, 170]",63
white-0304,156,10,0.7,"[247.0, 237.0, 198.0]","[255, 255, 170]",63
white-0305,162,14,0.5,"[245.0, 236.0, 198.0]","[255, 255, 170]",63
white-0306,157,10,0.3,"[251.0, 245.0, 196.0]","[255, 255, 170]",63
white-0307,164,12,0.3333333333333333,"[245.0, 236.0, 198.5]","[255, 255, 170]",63
white-0308,175,20,0.5,"[248.0, 241.0, 198.0]","[255, 255, 170]",63
white-0309,156,10,0.5,"[247.0, 243.0, 207.0]","[255, 255, 170]",63
white-0310,168,15,0.3333333333333333,"[242.0, 237.0, 200.0]","[255, 255, 170]",63
white-0311,147,11,0.45454545454545453,"[245.0, 234.0, 182.0]","[255, 255, 170]",63
white-0312,120,12,0.25,"[241.0, 236.0, 214.0]","[255, 255, 255]",15
white-0313,245,30,0.36666666666666664,"[249.0, 243.0, 211.0]","[255, 255, 170]",63
white-0314,166,14,0.35714285714285715,"[248.0, 242.0, 199.0]","[255, 255, 170]",63
white-0315,149,5,0.2,"[221.0, 220.0, 210.0]","[255, 255, 170]",63
white-0316,172,8,0.5,"[242.5, 234.5, 189.0]","[255, 255, 170]",63
white-0317,143,7,0.2857142857142857,"[247.5, 237.0, 183.5]","[255, 255, 170]",63
white-0318,144,9,0.3333333333333333,"[236.0, 226.0, 181.0]","[255, 255, 170]",63
white-0319,174,13,0.3076923076923077,"[245.5, 236.5, 198.0]","[255, 255, 170]",63
white-0320,16,16,0.25,"[250.5, 251.5, 232.5]","[255, 255, 255]",15
white-0321,18,18,0.1111111111111111,"[202.0, 203.0, 195.0]","[170, 170, 170]",7
white-0322,20,20,0.1,"[181.5, 190.0, 172.5]","[170, 170, 170]",7
white-0323,1817,1817,0.434232250963126,"[243.0, 198.0, 40.0]","[255, 170, 0]",58
white-0324,179,11,0.45454545454545453,"[246.0, 237.0, 193.0]","[255, 255, 170]",63
white-0325,193,15,0.6,"[246.0, 235.0, 185.0]","[255, 255, 170]",63
white-0326,171,17,0.4117647058823529,"[246.0, 236.0, 202.0]","[255, 255, 170]",63
white-0327,177,6,0.3333333333333333,"[240.5, 237.5, 196.0]","[255, 255, 170]",63
white-0328,114,6,0.5,"[245.0, 234.0, 184.0]","[255, 255, 170]",63
white-0329,118,8,0.625,"[242.0, 237.0, 218.0]","[255, 255, 255]",15
white-0330,215,30,0.23333333333333334,"[233.0, 231.0, 218.0]","[255, 255, 255]",15
white-0331,155,8,0.5,"[252.0, 246.0, 209.5]","[255, 255, 170]",63
white-0332,239,32,0.25,"[243.5, 237.5, 199.5]","[255, 255, 170]",63
white-0333,167,18,0.3333333333333333,"[247.5, 240.5, 202.0]","[255, 255, 170]",63
white-0334,145,6,0.5,"[243.0, 237.0, 195.0]","[255, 255, 170]",63
white-0335,168,3,0.3333333333333333,"[245.0, 234.0, 190.0]","[255, 255, 170]",63
white-0336,139,5,0.4,"[248.0, 238.0, 201.0]","[255, 255, 170]",63
white-0337,162,7,0.2857142857142857,"[235.0, 226.5, 185.0]","[255, 255, 170]",63
white-0338,178,12,0.5,"[249.0, 244.0, 203.0]","[255, 255, 170]",63
white-0339,17,17,0.29411764705882354,"[253.0, 247.0, 230.0]","[255, 255, 255]",15
white-0340,16,16,0.5,"[253.5, 250.0, 215.5]","[255, 255, 255]",15
white-0341,16,16,0.3125,"[251.0, 246.0, 233.0]","[255, 255, 255]",15
white-0342,1928,1928,0.30809128630705396,"[247.0, 200.0, 44.0]","[255, 170, 85]",59
white-0343,4298,2063,0.4541929229277751,"[249.0, 205.0, 42.0]","[255, 170, 0]",58
white-0344,3010,1184,0.36739864864864863,"[250.0, 209.0, 43.0]","[255, 170, 85]",59
white-0345,1041,636,0.5330188679245284,"[253.0, 210.0, 53.0]","[255, 170, 85]",59
white-0346,492,218,0.4541284403669725,"[250.0, 229.0, 151.0]","[255, 255, 170]",63
white-0347,1051,642,0.40186915887850466,"[251.0, 205.0, 45.0]","[255, 170, 85]",59
white-0348,531,269,0.5464684014869888,"[251.0, 230.0, 152.0]","[255, 255, 170]",63
white-0349,509,219,0.5525114155251142,"[250.0, 229.0, 153.0]","[255, 255, 170]",63
white-0350,588,263,0.4144486692015209,"[249.0, 233.0, 165.0]","[255, 255, 170]",63
white-0351,511,253,0.5217391304347826,"[248.0, 232.0, 164.0]","[255, 255, 170]",63
white-0352,373,178,0.6685393258426966,"[248.0, 233.0, 166.0]","[255, 255, 170]",63
white-0353,372,171,0.47953216374269003,"[250.0, 234.0, 164.0]","[255, 255, 170]",63
white-0354,331,174,0.5517241379310345,"[247.0, 228.0, 151.0]","[255, 255, 170]",63
white-0355,501,239,0.3891213389121339,"[251.0, 231.0, 152.0]","[255, 255, 170]",63
white-0356,473,202,0.46534653465346537,"[250.0, 230.0, 153.0]","[255, 255, 170]",63
white-0357,3476,1981,0.5270065623422514,"[248.0, 205.0, 53.0]","[255, 170, 85]",59
white-0358,819,590,0.7271186440677966,"[0.0, 180.0, 200.0]","[0, 170, 170]",6
white-0359,833,603,0.5572139303482587,"[0.0, 179.0, 199.0]","[0, 170, 170]",6
white-0360,3489,1992,0.5326305220883534,"[247.0, 205.0, 54.0]","[255, 170, 85]",59
white-0361,1998,1052,0.6777566539923955,"[251.0, 210.0, 55.0]","[255, 170, 85]",59
white-0362,2106,1165,0.2952789699570815,"[248.0, 210.0, 71.0]","[255, 170, 85]",59
white-0363,364,212,0.3584905660377358,"[0.0, 171.0, 195.0]","[0, 170, 170]",6
white-0364,376,222,0.6126126126126126,"[2.0, 164.0, 184.0]","[0, 170, 170]",6
white-0365,338,189,0.4074074074074074,"[1.0, 166.0, 186.0]","[0, 170, 170]",6
white-0366,351,200,0.405,"[0.0, 181.0, 203.0]","[0, 170, 170]",6
white-0367,843,310,0.4774193548387097,"[246.0, 202.0, 56.0]","[255, 170, 85]",59
white-0368,1094,218,0.48623853211009177,"[243.0, 206.0, 61.0]","[255, 170, 85]",59
white-0369,1086,217,0.695852534562212,"[246.0, 204.0, 53.0]","[255, 170, 85]",59
